train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite,val_pred_std_avg,val_dir_acc_avg,val_composite_avg
0.7075009346008301,0,49,,,,,,,,,,,,,,,
,0,93,0.6001752614974976,1.5432521104812622,0.7132505178451538,0.9678195714950562,11053.1201171875,,,,,,,,,,
,0,93,,,,,,0.6911189556121826,0.03172367066144943,100.0,1261.0,0.5475255250930786,30.051496505737305,0.42365485429763794,0.020336609333753586,0.5476040840148926,0.4237372577190399
0.5691241025924683,1,99,,,,,,,,,,,,,,,
0.5391911268234253,1,149,,,,,,,,,,,,,,,
,1,187,0.49303728342056274,1.819305658340454,0.7159038186073303,0.9718422293663025,1597.98974609375,,,,,,,,,,
,1,187,,,,,,0.5710722208023071,0.019853845238685608,0.0,1257.0,0.4516889154911041,-33.403900146484375,0.32803332805633545,0.01227395050227642,0.4595443904399872,0.3659711480140686
0.4862911105155945,2,199,,,,,,,,,,,,,,,
0.44662752747535706,2,249,,,,,,,,,,,,,,,
,2,281,0.46072468161582947,1.7702914476394653,0.7105937600135803,0.9666258096694946,3291.439453125,,,,,,,,,,
,2,281,,,,,,0.4920927882194519,0.01860520802438259,50.11783218383789,1259.0,0.4713275730609894,0.4078843593597412,0.4604052007198334,0.0125914067029953,0.5314218401908875,0.4367891550064087
0.47307711839675903,3,299,,,,,,,,,,,,,,,
0.4101543426513672,3,349,,,,,,,,,,,,,,,
,3,375,0.45278146862983704,1.7880982160568237,0.7107595205307007,0.9668101072311401,2966.4306640625,,,,,,,,,,
,3,375,,,,,,0.46555858850479126,0.01684504933655262,38.963077545166016,1258.0,0.4713275730609894,-4.562463283538818,0.43411749601364136,0.0110039496794343,0.5295365452766418,0.4316484332084656
0.46600645780563354,4,399,,,,,,,,,,,,,,,
0.41952067613601685,4,449,,,,,,,,,,,,,,,
,4,469,0.4485780894756317,1.701015591621399,0.710303008556366,0.9660841226577759,5125.865234375,,,,,,,,,,
,4,469,,,,,,0.4575885236263275,0.016394149512052536,64.96465301513672,1246.0,0.48782405257225037,6.641635417938232,0.4629155099391937,0.013847827911376953,0.5401414036750793,0.42767515778541565
0.4165365695953369,5,499,,,,,,,,,,,,,,,
0.4978794455528259,5,549,,,,,,,,,,,,,,,
