feature,mean_weight,std_weight,median_weight,min_weight,max_weight,consistency,n_observations,rank
VIX,0.5386226235992378,0.1756245926795739,0.5831696689128876,0.10613919794559479,0.7830334901809692,0.754112317588624,180,1
Inflation_YoY,0.14762411889516644,0.09527416273110867,0.13256153464317322,0.024719882756471634,0.5197523236274719,0.607761067335593,180,2
Yield_Spread,0.11917571622050471,0.1090517370085121,0.0753181204199791,0.02281227521598339,0.49925199151039124,0.5221795824050879,180,3
Treasury_10Y,0.11013298897693555,0.06842896099144315,0.09540211036801338,0.02246549166738987,0.5339400768280029,0.616777476928533,180,4
relative_time_idx,0.08444457605688108,0.10615229684427697,0.03863167017698288,0.017415927723050117,0.5436689853668213,0.44305331337032655,180,5
