evaluation_timestamp,collapse_detected,degradation_detected,checkpoint_used,frequency,max_prediction_length,fold_id,test_year,test_start,test_end,train_years,pred_min,pred_max,pred_mean,pred_std,pred_range,pred_num_unique,pred_pct_positive,pred_pct_negative,pred_num_predictions,mse,rmse,mae,mape,r2,mean_error,std_error,directional_accuracy,sharpe_ratio,max_drawdown,total_return,hit_rate,num_trades,precision,recall,f1_score,confusion_matrix,auc_roc,alpha,healthy_periods,degraded_periods,unidirectional_periods,weak_collapse_periods,strong_collapse_periods,total_periods,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,experiment
2025-12-14T03:31:31.133204,True,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2016/checkpoints/tft-epoch=epoch=99-valloss=val_loss=0.3761.ckpt,daily,1,fold_2016,2016,2016-01-01,2016-12-31,10,0.04093993082642555,0.1085801050066948,0.06835750490427017,0.0159648098051548,0.06764017045497894,200,100.0,0.0,200,0.5997264981269836,0.7744200825691223,0.5456023812294006,177.21749544143677,0.005428493022918701,-0.009144370444118977,0.7743660807609558,0.51,1.2104857776503184,-0.05595732107758522,0.11891007423400879,0.51,200,0.51,1.0,0.6754966887417219,"[[0, 98], [0, 102]]",0.5364145658263306,0.0,30,0,168,2,0,200,15.0,0.0,84.0,1.0,0.0,market_only_daily_h1_d010
2025-12-14T03:43:29.593905,True,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2017/checkpoints/tft-epoch=epoch=85-valloss=val_loss=0.3040.ckpt,daily,1,fold_2017,2017,2017-01-01,2017-12-31,10,0.01310217659920454,0.06445099413394928,0.02403770387172699,0.010352619923651218,0.051348816603422165,199,100.0,0.0,200,0.18137674033641815,0.4258834719657898,0.2917196750640869,99.74480271339417,-0.0025445222854614258,0.03685431182384491,0.4242858588695526,0.595,2.2725931339001235,-0.027967534959316254,0.12742555141448975,0.595,200,0.595,1.0,0.7460815047021944,"[[0, 81], [0, 119]]",0.49735449735449744,0.0,29,0,163,8,0,200,14.499999999999998,0.0,81.5,4.0,0.0,market_only_daily_h1_d010
2025-12-14T03:55:21.148139,True,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2018/checkpoints/tft-epoch=epoch=04-valloss=val_loss=0.1971.ckpt,daily,1,fold_2018,2018,2018-01-01,2018-12-31,10,0.0017284229397773743,0.012736430391669273,0.006969428155571222,0.003012483473867178,0.011008007451891899,195,100.0,0.0,199,0.9688447713851929,0.9842991232872009,0.6894963979721069,108.1992506980896,-0.0004538297653198242,-0.013889199122786522,0.9842011332511902,0.5226130653266332,-0.11162565834681244,-0.09842368215322495,-0.02319413423538208,0.5226130653266332,199,0.5226130653266332,1.0,0.6864686468646866,"[[0, 95], [0, 104]]",0.47449392712550603,0.0,29,1,0,169,0,199,14.572864321608039,0.5025125628140703,0.0,84.92462311557789,0.0,market_only_daily_h1_d010
2025-12-14T04:07:19.387845,False,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2019/checkpoints/tft-epoch=epoch=89-valloss=val_loss=0.3743.ckpt,daily,1,fold_2019,2019,2019-01-01,2019-12-31,10,0.003076590597629547,0.11927397549152374,0.03905816003680229,0.022871850058436394,0.1161973848938942,200,100.0,0.0,200,0.604693591594696,0.7776204943656921,0.5653071403503418,115.57714939117432,-0.0017478466033935547,0.04156440123915672,0.7765089273452759,0.585,1.6472836498754606,-0.06836147606372833,0.1678025722503662,0.585,200,0.585,1.0,0.7381703470031545,"[[0, 83], [0, 117]]",0.5158068170116362,0.0,30,0,170,0,0,200,15.0,0.0,85.0,0.0,0.0,market_only_daily_h1_d010
2025-12-14T04:19:06.980067,False,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2020/checkpoints/tft-epoch=epoch=96-valloss=val_loss=0.3045.ckpt,daily,1,fold_2020,2020,2020-01-01,2020-12-31,10,0.013050101697444916,0.19074566662311554,0.13640964031219482,0.038389794528484344,0.17769557237625122,199,100.0,0.0,201,5.798264026641846,2.407958507537842,1.5529534816741943,115.94065427780151,-0.0020068883895874023,-0.07201121002435684,2.406881332397461,0.572139303482587,0.424973576464598,-0.3392496705055237,0.07327389717102051,0.572139303482587,201,0.572139303482587,1.0,0.7278481012658228,"[[0, 86], [0, 115]]",0.4493427704752275,0.0,30,0,171,0,0,201,14.925373134328357,0.0,85.07462686567165,0.0,0.0,market_only_daily_h1_d010
2025-12-14T04:30:59.576826,False,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2021/checkpoints/tft-epoch=epoch=99-valloss=val_loss=0.9340.ckpt,daily,1,fold_2021,2021,2021-01-01,2021-12-31,10,0.040256839245557785,0.18457093834877014,0.08657846599817276,0.0280609093606472,0.14431409537792206,200,100.0,0.0,200,0.5493057370185852,0.7411516308784485,0.5575985312461853,145.13189792633057,0.009335219860076904,0.027952080592513084,0.7406243681907654,0.575,2.4416189364517393,-0.05212545022368431,0.250307559967041,0.575,200,0.575,1.0,0.7301587301587301,"[[0, 85], [0, 115]]",0.49831202046035805,0.0,30,0,170,0,0,200,15.0,0.0,85.0,0.0,0.0,market_only_daily_h1_d010
2025-12-14T04:42:38.781887,False,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2022/checkpoints/tft-epoch=epoch=16-valloss=val_loss=0.3145.ckpt,daily,1,fold_2022,2022,2022-01-01,2022-12-31,10,0.1143794059753418,0.1869499534368515,0.16283436119556427,0.019317204132676125,0.0725705474615097,199,100.0,0.0,199,2.5997958183288574,1.612388253211975,1.2871049642562866,119.55379247665405,-0.015131115913391113,-0.21696119010448456,1.5977245569229126,0.4472361809045226,-0.53691375574447,-0.2258353978395462,-0.12476766109466553,0.4472361809045226,199,0.4472361809045226,1.0,0.6180555555555556,"[[0, 110], [0, 89]]",0.5360572012257405,0.0,30,0,169,0,0,199,15.07537688442211,0.0,84.92462311557789,0.0,0.0,market_only_daily_h1_d010
2025-12-14T04:54:37.319757,False,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2023/checkpoints/tft-epoch=epoch=64-valloss=val_loss=0.6814.ckpt,daily,1,fold_2023,2023,2023-01-01,2023-12-31,10,-0.027446884661912918,0.2473432719707489,0.11068274825811386,0.08091376721858978,0.2747901678085327,199,84.92462311557789,15.07537688442211,199,0.702061116695404,0.8378908634185791,0.6681573987007141,214.34032917022705,-0.007321357727050781,-0.06036980822682381,0.8357132077217102,0.5125628140703518,1.0287270370261419,-0.08759216964244843,0.10229599475860596,0.44221105527638194,169,0.5207100591715976,0.8461538461538461,0.6446886446886446,"[[14, 81], [16, 88]]",0.5114372469635627,0.004648327827453613,134,6,59,0,0,199,67.33668341708542,3.015075376884422,29.64824120603015,0.0,0.0,market_only_daily_h1_d010
2025-12-14T05:06:31.017285,True,True,experiments/12c_h1_rolling/market_only_daily_h1_d010/fold_2024/checkpoints/tft-epoch=epoch=20-valloss=val_loss=0.3542.ckpt,daily,1,fold_2024,2024,2024-01-01,2024-12-31,10,-0.00850234180688858,0.10702498257160187,0.06146090105175972,0.02257419563829899,0.11552732437849045,198,99.0,1.0,200,0.6675078868865967,0.8170115351676941,0.6089898943901062,139.27111625671387,0.003112316131591797,0.025423787534236908,0.816615879535675,0.575,1.889745492383054,-0.08485137671232224,0.20484960079193115,0.565,198,0.5707070707070707,1.0,0.7266881028938906,"[[2, 85], [0, 113]]",0.5075780693723935,0.023101091384887695,30,0,141,3,26,200,15.0,0.0,70.5,1.5,13.0,market_only_daily_h1_d010
2025-12-14T03:32:28.290853,False,True,experiments/12c_h1_rolling/market_only_daily_h1_d025/fold_2016/checkpoints/tft-epoch=epoch=90-valloss=val_loss=0.3759.ckpt,daily,1,fold_2016,2016,2016-01-01,2016-12-31,10,0.02593826875090599,0.0888449177145958,0.05870039761066437,0.013354535214602947,0.0629066526889801,199,100.0,0.0,200,0.6024251580238342,0.7761605381965637,0.5465755462646484,167.27993488311768,0.0009530782699584961,0.0005127370241098106,0.7761603593826294,0.51,1.2104857776503184,-0.05595732107758522,0.11891007423400879,0.51,200,0.51,1.0,0.6754966887417219,"[[0, 98], [0, 102]]",0.4756902761104442,0.0,30,0,170,0,0,200,15.0,0.0,85.0,0.0,0.0,market_only_daily_h1_d025
2025-12-14T03:44:04.207651,True,True,experiments/12c_h1_rolling/market_only_daily_h1_d025/fold_2017/checkpoints/tft-epoch=epoch=58-valloss=val_loss=0.3046.ckpt,daily,1,fold_2017,2017,2017-01-01,2017-12-31,10,0.019393641501665115,0.0570971854031086,0.0274035707116127,0.0075587378814816475,0.03770354390144348,200,100.0,0.0,200,0.18140602111816406,0.4259178638458252,0.2912243604660034,101.13208293914795,-0.002706289291381836,0.033488448709249496,0.424599289894104,0.595,2.2725931339001235,-0.027967534959316254,0.12742555141448975,0.595,200,0.595,1.0,0.7460815047021944,"[[0, 81], [0, 119]]",0.49631704533665316,0.0,29,0,138,27,6,200,14.499999999999998,0.0,69.0,13.5,3.0,market_only_daily_h1_d025
2025-12-14T03:55:34.014807,True,True,experiments/12c_h1_rolling/market_only_daily_h1_d025/fold_2018/checkpoints/tft-epoch=epoch=04-valloss=val_loss=0.1992.ckpt,daily,1,fold_2018,2018,2018-01-01,2018-12-31,10,-0.007091555744409561,0.006162378937005997,-0.0007042315555736423,0.003787672147154808,0.013253934681415558,198,50.25125628140703,49.74874371859296,199,0.9688464403152466,0.9842999577522278,0.6898484826087952,104.10692691802979,-0.00045549869537353516,-0.006215549539774656,0.9842803478240967,0.49748743718592964,-0.6376930989513026,-0.06868599355220795,-0.04765141010284424,0.2613065326633166,100,0.52,0.5,0.5098039215686274,"[[47, 48], [52, 52]]",0.46831983805668015,-0.024457275867462158,29,1,0,169,0,199,14.572864321608039,0.5025125628140703,0.0,84.92462311557789,0.0,market_only_daily_h1_d025
2025-12-14T04:07:21.519970,False,True,experiments/12c_h1_rolling/market_only_daily_h1_d025/fold_2019/checkpoints/tft-epoch=epoch=97-valloss=val_loss=0.3727.ckpt,daily,1,fold_2019,2019,2019-01-01,2019-12-31,10,0.0016271695494651794,0.09384381771087646,0.0361243337392807,0.01952551305294037,0.09221664816141129,200,100.0,0.0,200,0.6045255064964294,0.7775123715400696,0.5658473372459412,113.13823461532593,-0.0014693737030029297,0.04449823498725891,0.7762380242347717,0.585,1.6472836498754606,-0.06836147606372833,0.1678025722503662,0.585,200,0.585,1.0,0.7381703470031545,"[[0, 83], [0, 117]]",0.49531459170013387,0.0,30,0,170,0,0,200,15.0,0.0,85.0,0.0,0.0,market_only_daily_h1_d025
