experiment,avg_entropy,std_entropy,min_entropy,max_entropy,entropy_range,avg_concentration,std_concentration,temporal_variance,top_timestep_diversity,mean_attention_pattern,phase
sweep2_h16_enc_20,2.8438319762547812,0.11271542459971141,2.619776964187622,2.9635798931121826,0.34380292892456055,0.05098722564677397,0.0012470634192607772,1.7583664978240367e-05,0.16666666666666666,"[0.04116748 0.04292392 0.04382115 0.04448015 0.04535776 0.04643843
 0.04754319 0.04834779 0.0488657  0.04919286 0.04957898 0.04996733
 0.05041457 0.05104744 0.05190243 0.05304813 0.05459391 0.05675999
 0.05988723 0.0646616 ]",Fixed Release
sweep_combo1,3.8790116707483926,0.04421156917258098,3.8071084022521973,3.9431612491607666,0.13605284690856934,0.018292497843503952,0.000501276987377176,1.5569713015624128e-06,0.16666666666666666,"[0.01168449 0.01245014 0.01278544 0.01298586 0.01308284 0.01309492
 0.01308096 0.01296922 0.01291449 0.01293729 0.01288066 0.01287793
 0.01294172 0.01296088 0.01294434 0.01307869 0.01319933 0.01329884
 0.01337642 0.01341898 0.01347622 0.01360781 0.01373024 0.01385093
 0.01396229 0.01406209 0.01418258 0.01426565 0.01436044 0.01450336
 0.01464561 0.01480003 0.01486529 0.01500209 0.01513203 0.01529238
 0.01545147 0.01570285 0.01600229 0.01627401 0.01658709 0.01696844
 0.01731172 0.01766302 0.01811903 0.01848931 0.01891788 0.01940489
 0.01999857 0.02053536 0.02118784 0.02191336 0.02272082 0.02369752
 0.02487205 0.02624832 0.02783583 0.0296192  0.03170417 0.03407248]",Fixed Release
sweep_encoder_20,2.717027028401693,0.0677547252462718,2.61856746673584,2.8196089267730713,0.20104146003723145,0.06354356308778127,0.002932657773680531,2.5642680076511588e-05,0.16666666666666666,"[0.15741127 0.06887035 0.0496873  0.04298131 0.04017112 0.03902216
 0.03874601 0.03894182 0.03941479 0.03994715 0.04049173 0.04106054
 0.04160373 0.04239364 0.04331731 0.04433652 0.04545619 0.04683489
 0.04851474 0.05079744]",Fixed Release
sweep2_h16_enc_60,4.007749954859416,0.06002791655766171,3.913865089416504,4.064852237701416,0.1509871482849121,0.016998450892666977,0.0003075606794023467,1.495971593255399e-06,0.16666666666666666,"[0.01364483 0.01456883 0.01468396 0.01487659 0.01508227 0.01530146
 0.01549206 0.01555763 0.01558147 0.01559046 0.01562295 0.0156356
 0.0156462  0.01566848 0.01569111 0.0156975  0.01571738 0.01575996
 0.01583397 0.01595079 0.01607735 0.01618647 0.01623925 0.01625695
 0.01624606 0.01619412 0.01614522 0.01603561 0.01596449 0.01589748
 0.01584987 0.01581179 0.01576545 0.01574853 0.01577907 0.01585368
 0.0159411  0.01602625 0.01609921 0.01617524 0.01627581 0.01637078
 0.01645468 0.01655657 0.01664594 0.01672822 0.01683868 0.01700204
 0.01720356 0.01745534 0.01771327 0.01804346 0.01844814 0.01896523
 0.01955338 0.02032209 0.02131067 0.02244208 0.02352298 0.02425043]",Fixed Release
sweep_encoder_10,2.192684809366862,0.05179020310255697,2.117365837097168,2.281440019607544,0.16407418251037598,0.10327609131733577,0.0011741694043320347,2.5340511237609895e-05,0.16666666666666666,"[0.14432373 0.09737874 0.08538106 0.08359611 0.08578279 0.08973161
 0.09445791 0.09961468 0.10566662 0.11406679]",Fixed Release
sweep2_combo1,3.5860731999079385,0.03622115084528337,3.526200532913208,3.6344239711761475,0.10822343826293945,0.02719896472990513,0.0017041195308157844,9.630551915273123e-06,0.3333333333333333,"[0.01664245 0.01624214 0.01627687 0.01642582 0.01661355 0.01684117
 0.01710253 0.01741176 0.01775441 0.01812404 0.01852686 0.0189571
 0.01943923 0.01996471 0.02053359 0.02115781 0.02180817 0.0224843
 0.02319849 0.02393093 0.02467435 0.02543674 0.02622061 0.02700202
 0.02777906 0.02850212 0.02920467 0.02987773 0.03049573 0.03111885
 0.03171526 0.03228073 0.03280739 0.03328109 0.03375718 0.03424534
 0.03474758 0.0352573  0.03578    0.03638033]",Fixed Release
sweep2_hidden_8,2.88805623849233,0.05153267508576427,2.83010196685791,2.9673290252685547,0.13722705841064453,0.05037202872335911,0.0003972992479180173,5.999248051285085e-06,0.3333333333333333,"[0.03761342 0.04474947 0.04847163 0.04967922 0.05000278 0.05003149
 0.05001028 0.04997281 0.04998252 0.05001828 0.05011387 0.05027397
 0.05042933 0.05077108 0.05116369 0.05164304 0.05220431 0.05301564
 0.05415597 0.05569723]",Fixed Release
sweep_lr_0.0007,2.714244286219279,0.09746704624550906,2.5530149936676025,2.864360809326172,0.31134581565856934,0.05743463026980559,0.0025098710037140906,2.036620491996034e-05,0.16666666666666666,"[0.12867123 0.06362888 0.04957729 0.04464729 0.0424761  0.04157254
 0.04142453 0.04166067 0.0420695  0.04246867 0.0428094  0.04321704
 0.04357739 0.04425346 0.04508063 0.04591942 0.04685799 0.04796456
 0.0496245  0.05249895]",Fixed Release
sweep_dropout_0.2,2.7305002212524414,0.16712517060959228,2.476818084716797,2.9400291442871094,0.4632110595703125,0.06899164679149787,0.015474105744940413,0.00013938858838173448,0.16666666666666666,"[0.17131693 0.065831   0.04726823 0.04168114 0.03966587 0.03905709
 0.03906838 0.03929566 0.03962179 0.03994018 0.04032099 0.04070481
 0.041134   0.04169799 0.04232797 0.04321756 0.04428512 0.0457041
 0.04763037 0.05023082]",Fixed Release
sweep_hidden_16,2.8438319762547812,0.11271542459971141,2.619776964187622,2.9635798931121826,0.34380292892456055,0.05098722564677397,0.0012470634192607772,1.7583664978240367e-05,0.16666666666666666,"[0.04116748 0.04292392 0.04382115 0.04448015 0.04535776 0.04643843
 0.04754319 0.04834779 0.0488657  0.04919286 0.04957898 0.04996733
 0.05041457 0.05104744 0.05190243 0.05304813 0.05459391 0.05675999
 0.05988723 0.0646616 ]",Fixed Release
sweep2_h16_lr_0.0004,2.7962782780329385,0.12657241938763342,2.582423448562622,2.9537320137023926,0.3713085651397705,0.05090571070710818,0.001048454934671557,1.569414558246783e-05,0.16666666666666666,"[0.04168411 0.04325043 0.04403463 0.04476975 0.04589722 0.04712895
 0.04814529 0.04867376 0.04892675 0.04904282 0.04928808 0.0495886
 0.04999986 0.05065047 0.05146871 0.05254728 0.05402973 0.05626619
 0.05967475 0.06493261]",Fixed Release
sweep_lr_0.0003,2.659117897351583,0.10811121162389074,2.5035455226898193,2.829627513885498,0.3260819911956787,0.06663832378884156,0.006309043882632995,3.674175296407371e-05,0.16666666666666666,"[0.16896736 0.06865212 0.04853511 0.04198074 0.03933563 0.03829324
 0.03803127 0.03811814 0.03843641 0.0388407  0.03932657 0.03986142
 0.04042079 0.04116266 0.04206194 0.04328637 0.04480979 0.04691198
 0.04962519 0.05334256]",Fixed Release
sweep2_h16_lr_0.0006,2.8195363680521646,0.12409412969187289,2.5799574851989746,2.956671953201294,0.37671446800231934,0.05097861712177595,0.001321272762725959,1.9812269739344982e-05,0.16666666666666666,"[0.0432934  0.04487201 0.0454934  0.04557328 0.04567483 0.04591311
 0.04636468 0.04694592 0.04761337 0.0482271  0.04890491 0.04951454
 0.05010932 0.05083818 0.05172337 0.05285655 0.05438845 0.05661786
 0.05992396 0.06515182]",Fixed Release
sweep2_h16_drop_0.05,2.7755518356959024,0.13997093278229977,2.5077290534973145,2.919240713119507,0.4115116596221924,0.053453126922249794,0.004198395561128457,6.202093691795432e-05,0.16666666666666666,"[0.03345728 0.03501934 0.03643875 0.03793337 0.03967074 0.04163987
 0.04390036 0.04619884 0.04829598 0.05002739 0.05156574 0.05280708
 0.05390686 0.05504167 0.05620794 0.0576036  0.05941491 0.06208146
 0.066255   0.07253383]",Fixed Release
exp006_monthly,2.483024263381958,0.0010382019480768658,2.481170892715454,2.483931541442871,0.002760648727416992,0.0835591971874237,0.00015926450637090286,8.463258709613027e-06,0.6,"[0.08976077 0.08930035 0.08586823 0.08341908 0.08173005 0.08072136
 0.08031554 0.08025678 0.08060083 0.08131292 0.08250993 0.08420418]",Fixed Release
sweep2_h16_drop_0.1,2.792617917060852,0.12922326536082512,2.5443756580352783,2.9241013526916504,0.37972569465637207,0.05210594336191813,0.002537050227595509,3.735451079695302e-05,0.16666666666666666,"[0.0371447  0.03896041 0.04017214 0.04100017 0.04199965 0.04337622
 0.04522284 0.04715119 0.04876164 0.04991377 0.05087298 0.05160389
 0.05229142 0.05310734 0.05405177 0.05527582 0.05694625 0.05942018
 0.06330208 0.06942556]",Fixed Release
sweep_baseline,2.373480280240377,0.24214230787477653,2.1165645122528076,2.7789032459259033,0.6623387336730957,0.06057569322486719,0.004939911332323251,4.602590550730382e-05,0.16666666666666666,"[0.13927916 0.07268135 0.05181717 0.04453056 0.04152694 0.04014086
 0.03979518 0.03981213 0.03989859 0.03997378 0.04015787 0.04051752
 0.04088813 0.04163449 0.04243223 0.04348674 0.04481602 0.04688563
 0.0507458  0.05897985]",Fixed Release
sweep2_hidden_10,2.812708099683126,0.07112037918645901,2.7353596687316895,2.9234745502471924,0.18811488151550293,0.05182324474056562,0.0015302832634396355,1.679376395670392e-05,0.3333333333333333,"[0.03056717 0.03425249 0.0367265  0.03988138 0.04316145 0.04618363
 0.04872698 0.05061524 0.05195841 0.05284036 0.05347166 0.05392204
 0.05424979 0.05471279 0.05522264 0.05584569 0.05667658 0.05791997
 0.05987706 0.0631882 ]",Fixed Release
sweep_hidden_32,2.717027028401693,0.0677547252462718,2.61856746673584,2.8196089267730713,0.20104146003723145,0.06354356308778127,0.002932657773680531,2.5642680076511588e-05,0.16666666666666666,"[0.15741127 0.06887035 0.0496873  0.04298131 0.04017112 0.03902216
 0.03874601 0.03894182 0.03941479 0.03994715 0.04049173 0.04106054
 0.04160373 0.04239364 0.04331731 0.04433652 0.04545619 0.04683489
 0.04851474 0.05079744]",Fixed Release
sweep2_combo3,3.313215454419454,0.04752137928601988,3.2255160808563232,3.3738176822662354,0.1483016014099121,0.03405150895317396,0.0002909582785786138,1.35995877288172e-06,0.16666666666666666,"[0.02160396 0.02287306 0.02477869 0.02699207 0.02889344 0.03028716
 0.03124274 0.03184211 0.0322466  0.03250731 0.03269431 0.03292528
 0.03311543 0.03332004 0.03352625 0.03371624 0.03393588 0.03416894
 0.03445157 0.03476824 0.03511981 0.03547516 0.03586817 0.03641672
 0.03708586 0.03790781 0.03885228 0.03993014 0.04111629 0.04233844]",Fixed Release
sweep_combo3,3.758692463239034,0.135147129003366,3.560224771499634,4.002936363220215,0.44271159172058105,0.017162032425403595,0.000228216196876898,4.00274928149346e-06,0.3333333333333333,"[0.03137712 0.01955323 0.01680628 0.01578409 0.01544442 0.01533001
 0.01535812 0.0154172  0.01549895 0.01556193 0.01562223 0.01571653
 0.01579794 0.01583652 0.01586459 0.01592256 0.01602216 0.01626382
 0.01645501 0.01663622 0.01679927 0.01691581 0.01690083 0.01692034
 0.01697866 0.0171675  0.01729869 0.01743723 0.01747466 0.01746117
 0.01747707 0.01745595 0.01720301 0.01702878 0.0168183  0.01674577
 0.01665153 0.01663918 0.01659201 0.0165633  0.01654505 0.01652741
 0.01658185 0.01659124 0.01659016 0.01655109 0.01648925 0.01649837
 0.01646159 0.01641801 0.01637632 0.01637598 0.01634448 0.01625216
 0.01605028 0.01580193 0.01549115 0.01520262 0.01502363 0.01502944]",Fixed Release
sweep_hidden_48,2.2390520373980203,0.2328137060969145,1.7408736944198608,2.4376020431518555,0.6967283487319946,0.1483387971917788,0.04021756979183295,0.00019505226295993288,0.16666666666666666,"[0.00828881 0.00879756 0.0091532  0.00967189 0.01037837 0.01124925
 0.01228066 0.01350254 0.01501242 0.01695626 0.01957947 0.02320348
 0.02828614 0.03564394 0.04631271 0.06195755 0.08548675 0.12195992
 0.18101539 0.28126378]",Fixed Release
sweep_lr_0.002,2.4355778296788535,0.22023268169308413,2.2267327308654785,2.8176381587982178,0.5909054279327393,0.05775421609481176,0.0032063865435714182,2.5110714022717134e-05,0.16666666666666666,"[0.12912975 0.06091328 0.04733312 0.04332457 0.04180926 0.04116526
 0.04117145 0.04130971 0.04155313 0.04179882 0.04216638 0.04258746
 0.04294108 0.04365197 0.04444699 0.04559889 0.04692375 0.04898936
 0.0528217  0.06036404]",Fixed Release
sweep_lr_0.0005,2.717027028401693,0.0677547252462718,2.61856746673584,2.8196089267730713,0.20104146003723145,0.06354356308778127,0.002932657773680531,2.5642680076511588e-05,0.16666666666666666,"[0.15741127 0.06887035 0.0496873  0.04298131 0.04017112 0.03902216
 0.03874601 0.03894182 0.03941479 0.03994715 0.04049173 0.04106054
 0.04160373 0.04239364 0.04331731 0.04433652 0.04545619 0.04683489
 0.04851474 0.05079744]",Fixed Release
sweep2_hidden_14,2.871868292490641,0.06427055975366017,2.7765214443206787,2.9636011123657227,0.18707966804504395,0.0506219125042359,0.0005328815898131143,1.017550073771175e-05,0.5,"[0.04338    0.04187188 0.04256599 0.04454436 0.04647199 0.04788697
 0.04885531 0.04949604 0.04991895 0.05023097 0.05051698 0.05077104
 0.0510406  0.05146881 0.0520471  0.0528466  0.05390601 0.05531315
 0.05724729 0.05961995]",Fixed Release
sweep_dropout_0.3,2.963243285814921,0.014641479608696386,2.9358224868774414,2.984788179397583,0.0489656925201416,0.05147436074912548,0.000838129856416832,1.3859488969913225e-05,0.16666666666666666,"[0.08292842 0.05478704 0.04944483 0.04737617 0.04661129 0.04649456
 0.04673082 0.04708572 0.04744601 0.04775529 0.04798324 0.04822196
 0.04839092 0.04855424 0.04863129 0.04859368 0.04849168 0.04832147
 0.04815715 0.0479942 ]",Fixed Release
sweep_combo2,3.555130362510681,0.05489786739101601,3.4679462909698486,3.6192681789398193,0.1513218879699707,0.025133075813452404,9.271664368864408e-05,1.8360531491221246e-06,0.3333333333333333,"[0.0278586  0.02678595 0.0266408  0.02660766 0.02646779 0.02632986
 0.02620996 0.02612691 0.02600237 0.02588006 0.02576504 0.02565112
 0.02554413 0.02543829 0.02535135 0.02526764 0.02519156 0.02512708
 0.02505614 0.02496964 0.02489416 0.02483371 0.02483426 0.02483727
 0.02482509 0.02478838 0.0247516  0.02470684 0.02462839 0.02456044
 0.02446822 0.02439212 0.02418    0.02396599 0.02365499 0.02337114
 0.02301348 0.02262865 0.02229278 0.02210055]",Fixed Release
sweep2_h16_enc_50,3.7822974920272827,0.10549132457995766,3.560270309448242,3.874420404434204,0.3141500949859619,0.020318685720364254,0.00020470579350442413,1.611202781996054e-06,0.16666666666666666,"[0.01798808 0.01894397 0.01916397 0.01923519 0.01919003 0.01911935
 0.01902194 0.01899537 0.01896498 0.01900667 0.01907112 0.01915819
 0.01921509 0.01925873 0.01927019 0.01922922 0.01918495 0.01902812
 0.01888816 0.01878019 0.0186833  0.01860373 0.01854252 0.01853584
 0.01860899 0.01872346 0.01887683 0.01898263 0.01907878 0.01912982
 0.01919586 0.01933271 0.01937353 0.01945204 0.01951602 0.01959216
 0.01967039 0.01978178 0.01992192 0.02013331 0.02039037 0.02071439
 0.02112926 0.02165254 0.02230702 0.0232371  0.02449866 0.02584678
 0.02720646 0.02856832]",Fixed Release
exp001_baseline,2.373480280240377,0.24214230787477653,2.1165645122528076,2.7789032459259033,0.6623387336730957,0.06057569322486719,0.004939911332323251,4.602590550730382e-05,0.16666666666666666,"[0.13927916 0.07268135 0.05181717 0.04453056 0.04152694 0.04014086
 0.03979518 0.03981213 0.03989859 0.03997378 0.04015787 0.04051752
 0.04088813 0.04163449 0.04243223 0.04348674 0.04481602 0.04688563
 0.0507458  0.05897985]",Fixed Release
sweep2_combo2,3.3508344093958535,0.04332854089749746,3.2679712772369385,3.39424204826355,0.12627077102661133,0.03341282779971758,0.00012655144607368922,1.8791397416849335e-06,0.5,"[0.0308229  0.03256378 0.03339244 0.03369702 0.03362019 0.03338644
 0.03317345 0.03301226 0.03290173 0.03283657 0.03279912 0.03279718
 0.03280564 0.03283533 0.03287275 0.0329142  0.03296535 0.03300766
 0.03306572 0.03313484 0.03323099 0.03333337 0.03344368 0.03358518
 0.03374438 0.03397159 0.03427458 0.03467461 0.03520494 0.03593212]",Fixed Release
exp003_large,2.324099620183309,0.19124295018225176,1.9877803325653076,2.542562484741211,0.5547821521759033,0.09207578375935555,0.025755939165037548,0.0003455109595475205,0.16666666666666666,"[0.22816063 0.07479831 0.05239877 0.04159311 0.03703439 0.03575695
 0.03600946 0.03641732 0.03643664 0.03609412 0.03568844 0.03537767
 0.03514748 0.03516673 0.03540942 0.03614723 0.03728996 0.03912329
 0.04285909 0.05309097]",Fixed Release
sweep_encoder_40,3.5951446692148843,0.03714583005776026,3.5325679779052734,3.632444381713867,0.09987640380859375,0.025146587130924065,0.00016280498632809863,2.819735405336561e-06,0.6666666666666666,"[0.02742769 0.02827084 0.02704491 0.02605568 0.02543486 0.02515356
 0.02506913 0.0250897  0.02511403 0.02512543 0.02512849 0.02511256
 0.02509569 0.02508407 0.0250828  0.02505798 0.02501657 0.02497629
 0.02493281 0.02487962 0.02483186 0.02484065 0.0248903  0.02492484
 0.02494318 0.02493309 0.02492102 0.02490538 0.02487818 0.02485472
 0.02480833 0.02480026 0.02461458 0.02446581 0.02425539 0.02409208
 0.0238188  0.02354452 0.02331733 0.02320698]",Fixed Release
exp005_attn4,2.5175819794336953,0.1780586603318098,2.2341620922088623,2.807915687561035,0.5737535953521729,0.05191981544097265,0.0016165418967858212,2.4242232152330396e-05,0.3333333333333333,"[0.07593347 0.06519433 0.05847588 0.05292648 0.04917378 0.04678827
 0.0454671  0.04467039 0.0442761  0.04392988 0.04373729 0.04369513
 0.04370745 0.04406772 0.04460722 0.04545874 0.04662565 0.04874604
 0.0525986  0.05992047]",Fixed Release
sweep2_h16_drop_0.25,2.8106602827707925,0.11409525614512171,2.61167049407959,2.956252336502075,0.34458184242248535,0.05042140247921149,0.0004724011912184114,7.135355695464066e-06,0.16666666666666666,"[0.04742165 0.04766317 0.04810872 0.04840247 0.0485125  0.04836933
 0.04814439 0.04785424 0.04769405 0.04763264 0.04779437 0.04805751
 0.04843567 0.04905362 0.0498288  0.05088924 0.05231389 0.05440873
 0.05741045 0.06200455]",Fixed Release
