experiment_name,period_type,n_periods,avg_entropy,std_entropy,min_entropy,max_entropy,avg_concentration,entropy_trend,top_timestep
02b_vintage_sweep/baseline_h16_drop0.10,yearly,6,2.8185449043909707,0.11923120693946201,2.5987205505371094,2.9563286304473877,0.0516057051718235,0.032165275301252,19
02b_vintage_sweep/baseline_h20_drop0.30,yearly,6,2.6604120333989463,0.17774455136374748,2.404229164123535,2.871335029602051,0.08254298567771912,0.08494663919721333,19
02b_vintage_sweep/baseline_h16_drop0.20,yearly,6,2.841848095258077,0.10146753160872926,2.648083448410034,2.958965539932251,0.05053347907960415,0.02441819735935761,19
02b_vintage_sweep/baseline_h10_drop0.30,yearly,6,2.9916796684265137,0.0003204253752180081,2.99118709564209,2.9920554161071777,0.050260831912358604,-5.7125091552540755e-05,19
02b_vintage_sweep/baseline_h10_drop0.25,yearly,6,2.99015740553538,0.00024647962919939633,2.9897470474243164,2.9903969764709473,0.05048283996681372,3.1723294939345375e-05,19
02b_vintage_sweep/baseline_h12_drop0.20,yearly,6,2.8396137158075967,0.058098602603230104,2.770430564880371,2.95772385597229,0.05737781710922718,-0.018999964850289347,19
02b_vintage_sweep/baseline_h10_drop0.15,yearly,6,2.7934298117955527,0.09928882291965854,2.620946168899536,2.932277202606201,0.05147357409199079,0.02447152137756357,19
02b_vintage_sweep/baseline_h14_drop0.30,yearly,6,2.9885907570521035,0.0014035888479737844,2.9866108894348145,2.990755558013916,0.05003591316441695,0.00014011519295829613,3
02b_vintage_sweep/baseline_h14_drop0.10,yearly,6,2.7716455459594727,0.07978200326766074,2.6735713481903076,2.8868825435638428,0.05421079260607561,0.008930560520716972,0
02b_vintage_sweep/baseline_h18_drop0.20,yearly,6,2.860894799232483,0.05667841127236893,2.768423318862915,2.9487760066986084,0.053382255136966705,-0.0021880081721715795,19
02b_vintage_sweep/baseline_h14_drop0.25,yearly,6,2.93703826268514,0.03493312690014694,2.878150224685669,2.970719337463379,0.050458760311206184,0.002857889447893208,19
02b_vintage_sweep/baseline_h10_drop0.10,yearly,6,2.780064423878988,0.13216887614705713,2.5194506645202637,2.9083099365234375,0.05310768447816372,0.0362218720572336,19
02b_vintage_sweep/baseline_h16_drop0.30,yearly,6,2.8246991634368896,0.08937423648999888,2.6629202365875244,2.9436392784118652,0.050316156819462776,0.016815171922956087,19
02b_vintage_sweep/baseline_h18_drop0.30,yearly,6,2.8688740730285645,0.06362954021068656,2.7590439319610596,2.95261549949646,0.05222382086018721,-0.005852222442627011,19
02b_vintage_sweep/baseline_h18_drop0.10,yearly,6,2.8263362646102905,0.10882762058197502,2.592482566833496,2.91176176071167,0.05911522793273131,0.008726821626935582,19
02b_vintage_sweep/baseline_h14_drop0.20,yearly,6,2.8905426263809204,0.05694594393785226,2.792407512664795,2.9529459476470947,0.05093004492421945,0.003264502116611871,19
02b_vintage_sweep/baseline_h20_drop0.15,yearly,6,2.613322695096334,0.24087136290574748,2.153581380844116,2.8348114490509033,0.08132906506458919,0.08208374977111821,19
02b_vintage_sweep/baseline_h18_drop0.15,yearly,6,2.867450396219889,0.06645885137136089,2.733947992324829,2.936332941055298,0.055569746841986976,-0.0015474864414760394,19
02b_vintage_sweep/baseline_h12_drop0.10,yearly,6,2.7284366687138877,0.16755996272572737,2.493840217590332,2.918381929397583,0.07282437197864056,-0.05368221146719794,19
02b_vintage_sweep/baseline_h20_drop0.10,yearly,6,2.4292606512705484,0.32711404640629893,1.8346118927001953,2.7408900260925293,0.10489038936793804,0.12267387935093467,19
02b_vintage_sweep/baseline_h14_drop0.15,yearly,6,2.8797436952590942,0.05966694159960841,2.7911558151245117,2.9562108516693115,0.05051154953738054,-0.0033623354775565197,19
02b_vintage_sweep/baseline_h12_drop0.15,yearly,6,2.85511044661204,0.06555324610348093,2.7405402660369873,2.9543509483337402,0.05920555628836155,-0.017687640871320465,19
02b_vintage_sweep/baseline_h10_drop0.20,yearly,6,2.914351542790731,0.026036600438747608,2.8791871070861816,2.9561715126037598,0.05169882314900557,-0.00392408370971698,19
02b_vintage_sweep/baseline_h16_drop0.25,yearly,6,2.838536779085795,0.09884415407317908,2.656442642211914,2.960329055786133,0.05033006022373835,0.02504081044878269,19
02b_vintage_sweep/baseline_h12_drop0.30,yearly,6,2.9180825551350913,0.02046174144831343,2.8989601135253906,2.961056709289551,0.05146022575596968,-0.006031867436000259,19
02b_vintage_sweep/baseline_h18_drop0.25,yearly,6,2.8632379372914634,0.06392218791041838,2.7503628730773926,2.950758695602417,0.05259107860426108,-0.0036644935607910508,19
02b_vintage_sweep/baseline_h20_drop0.20,yearly,6,2.815832177797953,0.14953078771051756,2.5045578479766846,2.9377856254577637,0.0627907495945692,0.0381008080073765,19
02b_vintage_sweep/baseline_h12_drop0.25,yearly,6,2.8929400046666465,0.034027404530096284,2.867825984954834,2.965702772140503,0.05353386824329694,-0.011743211746215879,19
02b_vintage_sweep/baseline_h20_drop0.25,yearly,6,2.358626127243042,0.20464800578278916,2.0968806743621826,2.639962911605835,0.12522930527726808,0.10060303551810124,19
02b_vintage_sweep/baseline_h16_drop0.15,yearly,6,2.863043506940206,0.09566870168733979,2.6752891540527344,2.9745535850524902,0.050922827795147896,0.018506874356950927,19
