train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch
0.6178661584854126,0,49,,,,,,
,0,93,0.5167455077171326,1.7832674980163574,0.7130717635154724,0.9958529472351074,3295.501953125,
,0,93,,,,,,0.6366447806358337
0.5754753351211548,1,99,,,,,,
0.39592716097831726,1,149,,,,,,
,1,187,0.45713087916374207,1.5500853061676025,0.7089751362800598,0.9914367198944092,7558.93505859375,
,1,187,,,,,,0.503174901008606
0.42369839549064636,2,199,,,,,,
0.4711917042732239,2,249,,,,,,
,2,281,0.45032915472984314,1.535050868988037,0.709456741809845,0.9917898774147034,8431.0244140625,
,2,281,,,,,,0.4660298228263855
0.33612027764320374,3,299,,,,,,
0.4100263714790344,3,349,,,,,,
,3,375,0.4483508765697479,1.607776403427124,0.7074490189552307,0.9903149008750916,5776.564453125,
,3,375,,,,,,0.45763030648231506
0.41864070296287537,4,399,,,,,,
0.392957866191864,4,449,,,,,,
,4,469,0.44784635305404663,1.5761220455169678,0.7079145312309265,0.9906086325645447,6855.03857421875,
,4,469,,,,,,0.45543724298477173
0.38020429015159607,5,499,,,,,,
0.5918192863464355,5,549,,,,,,
,5,563,0.4470289647579193,1.6444255113601685,0.7071366906166077,0.9901083111763,4706.0,
,5,563,,,,,,0.45373931527137756
0.4013715982437134,6,599,,,,,,
0.3912961781024933,6,649,,,,,,
,6,657,0.44589290022850037,1.7178884744644165,0.7071484923362732,0.9902000427246094,2149.291015625,
,6,657,,,,,,0.45327088236808777
0.3573719263076782,7,699,,,,,,
0.5269222855567932,7,749,,,,,,
,7,751,0.4413014352321625,1.5756242275238037,0.7070674896240234,0.9904231429100037,4377.35205078125,
,7,751,,,,,,0.4512273967266083
0.33055442571640015,8,799,,,,,,
,8,845,0.43419983983039856,1.6586874723434448,0.706270694732666,0.9896071553230286,2028.6431884765625,
,8,845,,,,,,0.4468942880630493
0.6397188901901245,9,849,,,,,,
0.4022502899169922,9,899,,,,,,
,9,939,0.42554643750190735,1.7657289505004883,0.7063880562782288,0.9894529581069946,925.7973022460938,
,9,939,,,,,,0.4410865008831024
0.3813301920890808,10,949,,,,,,
0.3478175699710846,10,999,,,,,,
,10,1033,0.42188650369644165,1.6115696430206299,0.7060989141464233,0.989289402961731,5061.220703125,
,10,1033,,,,,,0.43738242983818054
0.3541160225868225,11,1049,,,,,,
0.40195780992507935,11,1099,,,,,,
,11,1127,0.41845542192459106,1.6413809061050415,0.7059182524681091,0.9890996813774109,4336.74365234375,
,11,1127,,,,,,0.43468788266181946
0.41454029083251953,12,1149,,,,,,
0.3992024064064026,12,1199,,,,,,
,12,1221,0.41567718982696533,1.627396583557129,0.706962525844574,0.9898961782455444,5378.09326171875,
,12,1221,,,,,,0.4304378628730774
0.4317423701286316,13,1249,,,,,,
0.548992931842804,13,1299,,,,,,
,13,1315,0.4134159982204437,1.57599675655365,0.7067676782608032,0.9897165894508362,6450.177734375,
,13,1315,,,,,,0.429864764213562
0.4786958694458008,14,1349,,,,,,
0.40742242336273193,14,1399,,,,,,
,14,1409,0.4115400016307831,1.6849839687347412,0.7058168053627014,0.9890735745429993,3272.50390625,
,14,1409,,,,,,0.4294111728668213
0.5052564144134521,15,1449,,,,,,
