val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,epoch,step,train_loss_epoch,train_loss_step
,,,,,45,183,1.7048696279525757,
1.7374427318572998,1.0946749448776245,2.7630980014801025,4.194104194641113,2.7446813583374023,46,187,,
,,,,,46,187,1.729600191116333,
1.736799955368042,1.0970193147659302,2.764273166656494,4.193530559539795,2.7303197383880615,47,191,,
,,,,,47,191,1.7762529850006104,
1.7344669103622437,1.0935771465301514,2.762518882751465,4.194405555725098,2.7505271434783936,48,195,,
,,,,,48,195,1.72690749168396,
,,,,,49,199,,1.8217875957489014
1.735133409500122,1.1036064624786377,2.7675931453704834,4.192080497741699,2.690168857574463,49,199,,
,,,,,49,199,1.7538373470306396,
1.735060691833496,1.1077054738998413,2.769681930541992,4.191208362579346,2.666419506072998,50,203,,
,,,,,50,203,1.7179970741271973,
1.7332208156585693,1.1075880527496338,2.769660234451294,4.191216468811035,2.6676247119903564,51,207,,
,,,,,51,207,1.7275948524475098,
1.732306718826294,1.108382225036621,2.770078420639038,4.191041469573975,2.6633002758026123,52,211,,
,,,,,52,211,1.7368426322937012,
1.7319859266281128,1.1106064319610596,2.771186351776123,4.190601348876953,2.6499783992767334,53,215,,
,,,,,53,215,1.7406749725341797,
1.7298846244812012,1.1216161251068115,2.776618003845215,4.188697338104248,2.584468364715576,54,219,,
,,,,,54,219,1.725307822227478,
1.7288953065872192,1.1124194860458374,2.772031784057617,4.190273761749268,2.6377456188201904,55,223,,
,,,,,55,223,1.7606635093688965,
1.7279088497161865,1.1109808683395386,2.771289825439453,4.190552711486816,2.6456682682037354,56,227,,
,,,,,56,227,1.7422388792037964,
1.7248059511184692,1.1041040420532227,2.7677924633026123,4.1919145584106445,2.6854469776153564,57,231,,
,,,,,57,231,1.7142210006713867,
1.724268913269043,1.1016355752944946,2.766533613204956,4.1924567222595215,2.699827194213867,58,235,,
,,,,,58,235,1.7199113368988037,
1.7233922481536865,1.0993942022323608,2.765347719192505,4.1929612159729,2.7122957706451416,59,239,,
,,,,,59,239,1.7268900871276855,
1.7212605476379395,1.094672679901123,2.7628114223480225,4.194057941436768,2.738307476043701,60,243,,
,,,,,60,243,1.7081406116485596,
1.7216874361038208,1.0986491441726685,2.764791488647461,4.193094253540039,2.7137138843536377,61,247,,
,,,,,61,247,1.7252559661865234,
,,,,,62,249,,1.720341682434082
1.7216519117355347,1.100683331489563,2.7657902240753174,4.192625045776367,2.7009761333465576,62,251,,
,,,,,62,251,1.795271873474121,
1.720292091369629,1.0960114002227783,2.7632765769958496,4.193628311157227,2.726810932159424,63,255,,
,,,,,63,255,1.750706672668457,
1.7217563390731812,1.1055666208267212,2.76804518699646,4.191517353057861,2.6684162616729736,64,259,,
,,,,,64,259,1.7043445110321045,
1.7226637601852417,1.1124030351638794,2.771425724029541,4.190171241760254,2.6272332668304443,65,263,,
,,,,,65,263,1.7282543182373047,
1.7251529693603516,1.1237742900848389,2.7769296169281006,4.188358783721924,2.5577893257141113,66,267,,
,,,,,66,267,1.7391860485076904,
1.7254605293273926,1.1306359767913818,2.780597686767578,4.1874518394470215,2.5213701725006104,67,271,,
,,,,,67,271,1.7485888004302979,
1.7255964279174805,1.1314268112182617,2.781008243560791,4.187387943267822,2.516515016555786,68,275,,
,,,,,68,275,1.7235578298568726,
1.7246075868606567,1.1301443576812744,2.780254364013672,4.187503337860107,2.522433042526245,69,279,,
,,,,,69,279,1.6524015665054321,
1.7241815328598022,1.125499963760376,2.777712345123291,4.187992572784424,2.5472328662872314,70,283,,
,,,,,70,283,1.70621657371521,
1.7239110469818115,1.125393033027649,2.77766489982605,4.187958240509033,2.548255681991577,71,287,,
,,,,,71,287,1.750299334526062,
1.7235256433486938,1.1227608919143677,2.7763493061065674,4.188145160675049,2.564485549926758,72,291,,
,,,,,72,291,1.7123029232025146,
1.7234344482421875,1.1248213052749634,2.7773215770721436,4.187821388244629,2.551934242248535,73,295,,
,,,,,73,295,1.7266960144042969,
