evaluation_timestamp,collapse_detected,degradation_detected,checkpoint_used,frequency,fold_id,test_year,test_start,test_end,train_years,pred_min,pred_max,pred_mean,pred_std,pred_range,pred_num_unique,pred_pct_positive,pred_pct_negative,pred_num_predictions,mse,rmse,mae,mape,r2,mean_error,std_error,directional_accuracy,sharpe_ratio,max_drawdown,total_return,hit_rate,num_trades,precision,recall,f1_score,confusion_matrix,auc_roc,alpha,healthy_periods,degraded_periods,unidirectional_periods,weak_collapse_periods,strong_collapse_periods,total_periods,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,experiment
2025-12-03T02:53:38.637618,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2016/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0170.ckpt,weekly,fold_2016,2016,2016-01-01,2016-12-31,10,0.3332362174987793,0.4116002917289734,0.3646524250507355,0.018932294100522995,0.07836407423019409,53,100.0,0.0,53,2.9571242332458496,1.7196290493011475,1.293139100074768,418.6012268066406,-0.02109706401824951,-0.19380581378936768,1.7086730003356934,0.5471698113207547,0.7239466701093867,-0.0876542255282402,0.08628904819488525,0.5471698113207547,53,0.5471698113207547,1.0,0.7073170731707317,"[[0, 24], [0, 29]]",0.38649425287356326,0.0,5,1,14,23,10,53,9.433962264150944,1.8867924528301887,26.41509433962264,43.39622641509434,18.867924528301888,rolling_vix20_enc12_gs100
2025-12-03T03:01:16.854269,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2017/checkpoints/tft-epoch=epoch=02-predstd=val_pred_std=0.0171.ckpt,weekly,fold_2017,2017,2017-01-01,2017-12-31,10,0.20350390672683716,0.3105437159538269,0.2519837021827698,0.03947598859667778,0.10703980922698975,52,100.0,0.0,52,0.5973406434059143,0.7728781700134277,0.6262255907058716,136.81342601776123,-0.0209883451461792,0.09281838685274124,0.7672844529151917,0.6730769230769231,3.2506554387717794,-0.022730810567736626,0.194199800491333,0.6730769230769231,52,0.6730769230769231,1.0,0.8045977011494253,"[[0, 17], [0, 35]]",0.43865546218487395,0.0,5,1,10,15,21,52,9.615384615384617,1.9230769230769231,19.230769230769234,28.846153846153843,40.38461538461539,rolling_vix20_enc12_gs100
2025-12-03T03:09:02.315115,True,False,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2018/checkpoints/tft-epoch=epoch=01-predstd=val_pred_std=0.0143.ckpt,weekly,fold_2018,2018,2018-01-01,2018-12-31,10,0.18681883811950684,0.22905738651752472,0.21094919741153717,0.012938941828906536,0.04223854839801788,52,100.0,0.0,52,6.3708600997924805,2.5240561962127686,1.8716710805892944,187.02298402786255,-0.015936970710754395,-0.31916651129722595,2.503795623779297,0.5769230769230769,-0.3116253728212873,-0.17512193322181702,-0.07026827335357666,0.5769230769230769,52,0.5769230769230769,1.0,0.7317073170731707,"[[0, 22], [0, 30]]",0.5696969696969697,0.0,5,0,0,42,5,52,9.615384615384617,0.0,0.0,80.76923076923077,9.615384615384617,rolling_vix20_enc12_gs100
2025-12-03T03:16:47.442570,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2019/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0107.ckpt,weekly,fold_2019,2019,2019-01-01,2019-12-31,10,0.27438288927078247,0.3156890273094177,0.2945740520954132,0.012880300171673298,0.041306138038635254,52,100.0,0.0,52,2.3033766746520996,1.5176879167556763,1.2073285579681396,110.466468334198,-0.02541530132293701,0.22754788398742676,1.5005327463150024,0.6538461538461539,2.5121239567314384,-0.06571735441684723,0.3034433126449585,0.6538461538461539,52,0.6538461538461539,1.0,0.7906976744186047,"[[0, 18], [0, 34]]",0.4918300653594771,0.0,5,1,0,46,0,52,9.615384615384617,1.9230769230769231,0.0,88.46153846153845,0.0,rolling_vix20_enc12_gs100
2025-12-03T03:24:43.587401,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2020/checkpoints/tft-epoch=epoch=03-predstd=val_pred_std=0.0079.ckpt,weekly,fold_2020,2020,2020-01-01,2020-12-31,10,0.18486253917217255,0.28241831064224243,0.23099128901958466,0.035507168620824814,0.09755577147006989,52,100.0,0.0,52,19.002548217773438,4.359191417694092,2.9387478828430176,106.52637481689453,-0.0012967586517333984,0.1233760192990303,4.357445240020752,0.5576923076923077,0.5865847684999475,-0.3181033432483673,0.14291250705718994,0.5576923076923077,52,0.5576923076923077,1.0,0.7160493827160493,"[[0, 23], [0, 29]]",0.4302848575712144,0.0,5,0,13,14,20,52,9.615384615384617,0.0,25.0,26.923076923076923,38.46153846153847,rolling_vix20_enc12_gs100
2025-12-03T03:32:16.395306,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2021/checkpoints/tft-epoch=epoch=97-predstd=val_pred_std=0.0326.ckpt,weekly,fold_2021,2021,2021-01-01,2021-12-31,10,0.027541637420654297,0.9040558338165283,0.5085606575012207,0.32649827003479004,0.876514196395874,53,100.0,0.0,53,2.6388957500457764,1.6244678497314453,1.2836326360702515,137.87806034088135,0.007398009300231934,-0.01798219420015812,1.6243683099746704,0.6415094339622641,2.1696347359600425,-0.03933253511786461,0.2870924472808838,0.6415094339622641,53,0.6415094339622641,1.0,0.7816091954022989,"[[0, 19], [0, 34]]",0.5526315789473684,0.0,5,0,38,10,0,53,9.433962264150944,0.0,71.69811320754717,18.867924528301888,0.0,rolling_vix20_enc12_gs100
2025-12-03T03:40:01.472062,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2022/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0222.ckpt,weekly,fold_2022,2022,2022-01-01,2022-12-31,10,0.32170766592025757,0.45542097091674805,0.3671049475669861,0.0342346653342247,0.13371330499649048,52,100.0,0.0,52,10.383112907409668,3.2222838401794434,2.690868854522705,121.09925746917725,-0.055200934410095215,-0.7330678105354309,3.1377902030944824,0.40384615384615385,-0.8412839110870989,-0.23390080034732819,-0.1944284439086914,0.40384615384615385,52,0.40384615384615385,1.0,0.5753424657534247,"[[0, 31], [0, 21]]",0.5622119815668203,0.0,5,1,42,4,0,52,9.615384615384617,1.9230769230769231,80.76923076923077,7.6923076923076925,0.0,rolling_vix20_enc12_gs100
2025-12-03T03:47:38.344063,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2023/checkpoints/tft-epoch=epoch=07-predstd=val_pred_std=0.0148.ckpt,weekly,fold_2023,2023,2023-01-01,2023-12-31,10,0.2010275274515152,0.2194294035434723,0.2081630378961563,0.005733168683946133,0.018401876091957092,52,100.0,0.0,52,3.481137990951538,1.8657808303833008,1.4597971439361572,103.93656492233276,-0.016368389129638672,0.22703777253627777,1.8519158363342285,0.6153846153846154,1.6957284414201144,-0.10144838690757751,0.24230492115020752,0.6153846153846154,52,0.6153846153846154,1.0,0.761904761904762,"[[0, 20], [0, 32]]",0.38906250000000003,0.0,5,1,0,41,5,52,9.615384615384617,1.9230769230769231,0.0,78.84615384615384,9.615384615384617,rolling_vix20_enc12_gs100
2025-12-03T03:55:17.517145,True,True,experiments/07b_regime_attention_sweep/rolling_vix20_enc12_gs100/fold_2024/checkpoints/tft-epoch=epoch=99-predstd=val_pred_std=0.0148.ckpt,weekly,fold_2024,2024,2024-01-01,2024-12-31,10,0.2165708839893341,0.28654733300209045,0.25980985164642334,0.0173033457249403,0.06997644901275635,52,100.0,0.0,52,2.9049947261810303,1.7044044733047485,1.3365744352340698,129.36612367630005,-0.009642720222473145,0.18735593557357788,1.694075584411621,0.6346153846153846,1.9009970086041381,-0.054644323885440826,0.25179266929626465,0.6346153846153846,52,0.6346153846153846,1.0,0.7764705882352941,"[[0, 19], [0, 33]]",0.456140350877193,0.0,5,0,17,20,10,52,9.615384615384617,0.0,32.69230769230769,38.46153846153847,19.230769230769234,rolling_vix20_enc12_gs100
2025-12-03T04:02:51.869344,True,True,experiments/07b_regime_attention_sweep/rolling_vix25_enc12_gs100/fold_2016/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0168.ckpt,weekly,fold_2016,2016,2016-01-01,2016-12-31,10,0.33325913548469543,0.4116177260875702,0.3646775782108307,0.018931197002530098,0.07835859060287476,53,100.0,0.0,53,2.9571328163146973,1.719631552696228,1.2931416034698486,418.6258792877197,-0.02110004425048828,-0.19383101165294647,1.7086726427078247,0.5471698113207547,0.7239466701093867,-0.0876542255282402,0.08628904819488525,0.5471698113207547,53,0.5471698113207547,1.0,0.7073170731707317,"[[0, 24], [0, 29]]",0.38649425287356326,0.0,5,1,14,23,10,53,9.433962264150944,1.8867924528301887,26.41509433962264,43.39622641509434,18.867924528301888,rolling_vix25_enc12_gs100
