evaluation_timestamp,collapse_detected,degradation_detected,checkpoint_used,frequency,fold_id,test_year,test_start,test_end,train_years,pred_min,pred_max,pred_mean,pred_std,pred_range,pred_num_unique,pred_pct_positive,pred_pct_negative,pred_num_predictions,mse,rmse,mae,mape,r2,mean_error,std_error,directional_accuracy,sharpe_ratio,max_drawdown,total_return,hit_rate,num_trades,precision,recall,f1_score,confusion_matrix,auc_roc,alpha,healthy_periods,degraded_periods,unidirectional_periods,weak_collapse_periods,strong_collapse_periods,total_periods,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,experiment
2025-12-03T06:52:26.761750,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2016/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0189.ckpt,weekly,fold_2016,2016,2016-01-01,2016-12-31,10,0.337412029504776,0.43091896176338196,0.38722193241119385,0.020285628736019135,0.09350693225860596,56,100.0,0.0,57,3.1781399250030518,1.7827337980270386,1.3402141332626343,427.7191638946533,-0.028574705123901367,-0.25101611018180847,1.7649732828140259,0.543859649122807,0.5587644957503338,-0.10848166048526764,0.07115423679351807,0.543859649122807,57,0.543859649122807,1.0,0.7045454545454546,"[[0, 26], [0, 31]]",0.369727047146402,0.0,5,0,23,3,26,57,8.771929824561402,0.0,40.35087719298245,5.263157894736842,45.614035087719294,rolling_enc8_gs100_vix25
2025-12-03T06:57:00.277241,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2017/checkpoints/tft-epoch=epoch=05-predstd=val_pred_std=0.0193.ckpt,weekly,fold_2017,2017,2017-01-01,2017-12-31,10,0.1496410071849823,0.26152747869491577,0.20300602912902832,0.04018978029489517,0.11188647150993347,56,100.0,0.0,56,0.7471939921379089,0.8644038438796997,0.6656442284584045,126.36644840240479,-0.041353702545166016,0.15590357780456543,0.8502282500267029,0.6607142857142857,3.055408013115342,-0.022730816155672073,0.21974050998687744,0.6607142857142857,56,0.6607142857142857,1.0,0.7956989247311829,"[[0, 19], [0, 37]]",0.4267425320056899,0.0,5,1,18,9,23,56,8.928571428571429,1.7857142857142856,32.142857142857146,16.071428571428573,41.07142857142857,rolling_enc8_gs100_vix25
2025-12-03T07:01:26.698223,True,False,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2018/checkpoints/tft-epoch=epoch=03-predstd=val_pred_std=0.0162.ckpt,weekly,fold_2018,2018,2018-01-01,2018-12-31,10,0.1547369360923767,0.19837959110736847,0.17941543459892273,0.014073210768401623,0.04364265501499176,56,100.0,0.0,56,5.910621166229248,2.4311769008636475,1.7661653757095337,166.27620458602905,-0.010611295700073242,-0.2587088644504547,2.417372703552246,0.5892857142857143,-0.23643653625581815,-0.17512202262878418,-0.059223055839538574,0.5892857142857143,56,0.5892857142857143,1.0,0.7415730337078651,"[[0, 23], [0, 33]]",0.5968379446640316,0.0,5,0,0,46,5,56,8.928571428571429,0.0,0.0,82.14285714285714,8.928571428571429,rolling_enc8_gs100_vix25
2025-12-03T07:06:10.428225,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2019/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0121.ckpt,weekly,fold_2019,2019,2019-01-01,2019-12-31,10,0.2885468006134033,0.3433662950992584,0.31815680861473083,0.016288114711642265,0.0548194944858551,56,100.0,0.0,56,3.6858577728271484,1.9198588132858276,1.4092769622802734,111.46817207336426,0.00019484758377075195,-0.012860400602221489,1.9198157787322998,0.625,1.1465994355037952,-0.08220786601305008,0.17384803295135498,0.625,56,0.625,1.0,0.7692307692307693,"[[0, 21], [0, 35]]",0.5333333333333333,0.0,5,1,0,50,0,56,8.928571428571429,1.7857142857142856,0.0,89.28571428571429,0.0,rolling_enc8_gs100_vix25
2025-12-03T07:10:42.907178,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2020/checkpoints/tft-epoch=epoch=06-predstd=val_pred_std=0.0081.ckpt,weekly,fold_2020,2020,2020-01-01,2020-12-31,10,0.1383923888206482,0.2519741356372833,0.18353216350078583,0.03666236624121666,0.11358174681663513,56,100.0,0.0,56,17.694610595703125,4.206496238708496,2.7773005962371826,102.48150825500488,-0.002201557159423828,0.20128127932548523,4.2016777992248535,0.5892857142857143,0.6604027363293716,-0.3181033432483673,0.17895019054412842,0.5892857142857143,56,0.5892857142857143,1.0,0.7415730337078651,"[[0, 23], [0, 33]]",0.4479578392621871,0.0,5,0,22,1,28,56,8.928571428571429,0.0,39.285714285714285,1.7857142857142856,50.0,rolling_enc8_gs100_vix25
2025-12-03T07:15:18.631825,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2021/checkpoints/tft-epoch=epoch=98-predstd=val_pred_std=0.0454.ckpt,weekly,fold_2021,2021,2021-01-01,2021-12-31,10,0.16927945613861084,0.5967369675636292,0.4155080020427704,0.1518469601869583,0.4274575114250183,57,100.0,0.0,57,2.5112407207489014,1.5846894979476929,1.282638430595398,119.95640993118286,0.015755176544189453,0.07203583419322968,1.583051323890686,0.631578947368421,2.2010136099807247,-0.03933249041438103,0.3099844455718994,0.631578947368421,57,0.631578947368421,1.0,0.7741935483870968,"[[0, 21], [0, 36]]",0.5357142857142858,0.0,5,0,39,13,0,57,8.771929824561402,0.0,68.42105263157895,22.807017543859647,0.0,rolling_enc8_gs100_vix25
2025-12-03T07:19:58.412907,False,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2022/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0312.ckpt,weekly,fold_2022,2022,2022-01-01,2022-12-31,10,0.31964635848999023,0.49806880950927734,0.37771347165107727,0.045574773102998734,0.1784224510192871,56,100.0,0.0,56,9.994711875915527,3.1614413261413574,2.6389944553375244,118.21366548538208,-0.03757667541503906,-0.6279661059379578,3.0984463691711426,0.42857142857142855,-0.5814404177532909,-0.24823050200939178,-0.154002845287323,0.42857142857142855,56,0.42857142857142855,1.0,0.6,"[[0, 32], [0, 24]]",0.6484375,0.0,5,1,50,0,0,56,8.928571428571429,1.7857142857142856,89.28571428571429,0.0,0.0,rolling_enc8_gs100_vix25
2025-12-03T07:24:38.611369,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2023/checkpoints/tft-epoch=epoch=03-predstd=val_pred_std=0.0127.ckpt,weekly,fold_2023,2023,2023-01-01,2023-12-31,10,0.3021395206451416,0.3716481029987335,0.31545156240463257,0.012095965445041656,0.06950858235359192,55,100.0,0.0,56,3.5638587474823,1.8878185749053955,1.4643681049346924,114.6344542503357,-0.004577517509460449,-0.014753256924450397,1.887760877609253,0.5714285714285714,1.151235314861769,-0.10144832730293274,0.17145931720733643,0.5714285714285714,56,0.5714285714285714,1.0,0.7272727272727273,"[[0, 24], [0, 32]]",0.3776041666666667,0.0,6,0,8,40,2,56,10.714285714285714,0.0,14.285714285714285,71.42857142857143,3.571428571428571,rolling_enc8_gs100_vix25
2025-12-03T07:29:20.048247,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2024/checkpoints/tft-epoch=epoch=99-predstd=val_pred_std=0.0151.ckpt,weekly,fold_2024,2024,2024-01-01,2024-12-31,10,0.20303650200366974,0.2434949278831482,0.2208780199289322,0.006859012879431248,0.040458425879478455,56,100.0,0.0,56,2.81074595451355,1.676527976989746,1.2997902631759644,117.58221387863159,-0.022762537002563477,0.26178261637687683,1.6559637784957886,0.6607142857142857,2.0995207006682115,-0.05464436113834381,0.2995253801345825,0.6607142857142857,56,0.6607142857142857,1.0,0.7956989247311829,"[[0, 19], [0, 37]]",0.4665718349928877,0.0,5,1,16,34,0,56,8.928571428571429,1.7857142857142856,28.57142857142857,60.71428571428571,0.0,rolling_enc8_gs100_vix25
2025-12-03T07:33:52.118529,True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs200_vix25/fold_2016/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0189.ckpt,weekly,fold_2016,2016,2016-01-01,2016-12-31,10,0.3374941945075989,0.4309874475002289,0.3873182535171509,0.02028314769268036,0.09349325299263,57,100.0,0.0,57,3.1781816482543945,1.7827454805374146,1.3402289152145386,427.81362533569336,-0.028588175773620605,-0.2511124312877655,1.764971375465393,0.543859649122807,0.5587644957503338,-0.10848166048526764,0.07115423679351807,0.543859649122807,57,0.543859649122807,1.0,0.7045454545454546,"[[0, 26], [0, 31]]",0.369727047146402,0.0,5,0,23,3,26,57,8.771929824561402,0.0,40.35087719298245,5.263157894736842,45.614035087719294,rolling_enc8_gs200_vix25
