checkpoint,epoch,ckpt_metric,ckpt_value,mse,mae,r2,dir_acc,sharpe,total_return,max_drawdown,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,pred_std,pred_mean,pct_positive,num_negative
tft-epoch=epoch=00-composite=val_composite=0.4237,0,,,1.1765261888504028,0.7716578245162964,-0.0013114213943481445,0.5288611544461779,0.6788387764979857,0.6547418832778931,-0.25509747862815857,2.9641185647425896,11.622464898595943,64.04056162246489,21.37285491419657,0.0,0.028804851695895195,0.05113815888762474,96.64586583463338,43
tft-epoch=epoch=01-composite=val_composite=0.4237,1,,,1.1766595840454102,0.7712075114250183,-0.001425027847290039,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,40.48361934477379,57.176287051482056,0.0,0.016639769077301025,0.09461186826229095,100.0,0
tft-epoch=epoch=02-composite=val_composite=0.4237,2,,,1.1755046844482422,0.7712238430976868,-0.0004420280456542969,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,1.1700468018720749,96.48985959438377,0.0,0.010618329979479313,0.07660099864006042,100.0,0
tft-epoch=epoch=03-composite=val_composite=0.4237,3,,,1.1755123138427734,0.7713471055030823,-0.00044858455657958984,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,0.0,97.65990639625585,0.0,0.006756387650966644,0.0770600438117981,100.0,0
tft-epoch=epoch=04-composite=val_composite=0.4237,4,,,1.175133228302002,0.7715306282043457,-0.00012600421905517578,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,0.0,97.34789391575663,0.31201248049922,0.0034410825464874506,0.06678176671266556,100.0,0
tft-epoch=epoch=05-sharpe=val_sharpe=332.3826,5,val_sharpe,332.3826,1.1751446723937988,0.7719991207122803,-0.00013566017150878906,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,0.0,97.65990639625585,0.0,0.002765471115708351,0.04960953816771507,100.0,0
tft-epoch=epoch=06-sharpe=val_sharpe=293.2711,6,val_sharpe,293.2711,1.1754337549209595,0.772087574005127,-0.00038170814514160156,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,27.84711388455538,69.18876755070202,0.62402496099844,0.004662203602492809,0.05097213387489319,100.0,0
tft-epoch=epoch=07-sharpe=val_sharpe=246.6114,7,val_sharpe,246.6114,1.1763410568237305,0.7717022895812988,-0.0011539459228515625,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,56.31825273010921,40.79563182527301,0.5460218408736349,0.013136669993400574,0.07996872812509537,100.0,0
tft-epoch=epoch=38-predstd=val_pred_std=0.0291,38,val_pred_std,0.0291,1.1724075078964233,0.772392213344574,0.0021938681602478027,0.5374414976599063,0.8310572687433273,0.918156623840332,-0.2524595558643341,7.410296411856475,0.0,92.58970358814352,0.0,0.0,0.02286248654127121,0.043440259993076324,99.37597503900156,8
tft-epoch=epoch=39-predstd=val_pred_std=0.0338,39,val_pred_std,0.0338,1.173465371131897,0.7716130018234253,0.0012935400009155273,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.3400936037441498,0.0,96.64586583463338,1.014040561622465,0.0,0.030608419328927994,0.08965861052274704,100.0,0
tft-epoch=epoch=41-predstd=val_pred_std=0.0308,41,val_pred_std,0.0308,1.1720386743545532,0.7715685367584229,0.0025077462196350098,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.3400936037441498,0.0,96.8798751950078,0.7800312012480499,0.0,0.027619780972599983,0.0671108290553093,100.0,0
tft-epoch=epoch=44-unique=val_num_unique=1272,44,val_num_unique,1272.0,1.1736291646957397,0.771373987197876,0.0011541247367858887,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.2620904836193447,0.078003120124805,97.65990639625585,0.0,0.0,0.01344858668744564,0.06858328729867935,100.0,0
tft-epoch=epoch=73-unique=val_num_unique=1273,73,val_num_unique,1273.0,1.1723294258117676,0.7707648277282715,0.0022602081298828125,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.3400936037441498,0.0,97.65990639625585,0.0,0.0,0.021754048764705658,0.06724759191274643,100.0,0
tft-epoch=epoch=77-predstd=val_pred_std=0.0274,77,val_pred_std,0.0274,1.171815037727356,0.7704423069953918,0.002698063850402832,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.3400936037441498,0.0,97.65990639625585,0.0,0.0,0.024702198803424835,0.06682068854570389,100.0,0
tft-epoch=epoch=82-unique=val_num_unique=1272,82,val_num_unique,1272.0,1.171974778175354,0.7703710794448853,0.002562105655670166,0.5390015600624025,0.8785199175316175,0.9921970367431641,-0.22886930406093597,2.9641185647425896,4.134165366614664,92.90171606864274,0.0,0.0,0.02438574656844139,0.058703646063804626,99.68798751950078,4
tft-epoch=epoch=84-predstd=val_pred_std=0.0256,84,val_pred_std,0.0256,1.1716729402542114,0.7702782154083252,0.0028190016746520996,0.5390015600624025,0.8785199175316175,0.9921970367431641,-0.22886930406093597,3.0421216848673946,4.05616224648986,92.90171606864274,0.0,0.0,0.026426440104842186,0.0603904202580452,99.68798751950078,4
tft-epoch=epoch=89-valloss=val_loss=0.3967,89,val_loss,0.3967,1.1718287467956543,0.7701938152313232,0.002686440944671631,0.5374414976599063,0.8380294796085687,0.9312556982040405,-0.2524595558643341,2.3400936037441498,0.0,97.65990639625585,0.0,0.0,0.025638746097683907,0.06491251289844513,100.0,0
tft-epoch=epoch=90-unique=val_num_unique=1272,90,val_num_unique,1272.0,1.1715741157531738,0.7702584862709045,0.0029031038284301758,0.5382215288611545,0.8716879799865259,0.9805796146392822,-0.2333679348230362,3.0421216848673946,3.978159126365054,92.97971918876755,0.0,0.0,0.026570279151201248,0.06033482402563095,99.76599063962558,3
tft-epoch=epoch=93-valloss=val_loss=0.3965,93,val_loss,0.3965,1.1716649532318115,0.7699918150901794,0.002825796604156494,0.5374414976599063,0.8670893569167553,0.9727628231048584,-0.2363934963941574,2.9641185647425896,3.978159126365054,93.05772230889235,0.0,0.0,0.027280960232019424,0.0665879175066948,99.84399375975039,2
