evaluation_timestamp,prediction_stats,statistical_metrics,financial_metrics,residual_diagnostics,mode_stats,collapse_detected,degradation_detected,checkpoint_used,frequency,max_prediction_length,fold_id,test_year,test_start,test_end,train_years
2025-12-14T01:28:25.514560,"{'min': 0.011369355022907257, 'max': 0.14732173085212708, 'mean': 0.07614156603813171, 'std': 0.030093714594841003, 'range': 0.13595238327980042, 'num_unique': 199, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 200}","{'mse': 0.6024657487869263, 'rmse': 0.7761866450309753, 'mae': 0.5488833785057068, 'mape': 200.74470043182373, 'r2': 0.0008857846260070801, 'mean_error': -0.016928432509303093, 'std_error': 0.776002049446106}","{'directional_accuracy': 0.51, 'sharpe_ratio': 1.2104857776503184, 'max_drawdown': -0.05595732107758522, 'total_return': 0.11891007423400879, 'hit_rate': 0.51, 'num_trades': 200, 'precision': 0.51, 'recall': 1.0, 'f1_score': 0.6754966887417219, 'confusion_matrix': [[0, 98], [0, 102]], 'auc_roc': 0.476390556222489, 'alpha': 0.0}","{'normality_p_value': 4.47580100211893e-06, 'acf_lag1': -0.035166781909481984, 'skewness': -0.4277294301150806, 'kurtosis': 2.896939309303389}","{'healthy_periods': 30, 'degraded_periods': 0, 'unidirectional_periods': 170, 'weak_collapse_periods': 0, 'strong_collapse_periods': 0, 'total_periods': 200, 'healthy_pct': 15.0, 'degraded_pct': 0.0, 'unidirectional_pct': 85.0, 'weak_collapse_pct': 0.0, 'strong_collapse_pct': 0.0}",False,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2016/checkpoints/tft-epoch=epoch=62-valloss=val_loss=0.3740.ckpt,daily,1,fold_2016,2016,2016-01-01,2016-12-31,10
2025-12-14T01:42:56.113820,"{'min': -0.011362381279468536, 'max': 0.05405070632696152, 'mean': 0.0006115922587923706, 'std': 0.012216933071613312, 'range': 0.06541308760643005, 'num_unique': 199, 'pct_positive': 40.5, 'pct_negative': 59.5, 'num_predictions': 200}","{'mse': 0.18340140581130981, 'rmse': 0.4282538890838623, 'mae': 0.2960543632507324, 'mape': 101.55187845230103, 'r2': -0.013735651969909668, 'mean_error': 0.06028042733669281, 'std_error': 0.4239901900291443}","{'directional_accuracy': 0.48, 'sharpe_ratio': 2.254646901219159, 'max_drawdown': -0.027967944741249084, 'total_return': 0.0898979902267456, 'hit_rate': 0.24, 'num_trades': 81, 'precision': 0.5925925925925926, 'recall': 0.40336134453781514, 'f1_score': 0.48, 'confusion_matrix': [[48, 33], [71, 48]], 'auc_roc': 0.4918560016599232, 'alpha': -0.03752756118774414}","{'normality_p_value': 2.5374234820565518e-08, 'acf_lag1': -0.12412422439443302, 'skewness': -0.6670727355282974, 'kurtosis': 3.394436040043537}","{'healthy_periods': 171, 'degraded_periods': 21, 'unidirectional_periods': 0, 'weak_collapse_periods': 8, 'strong_collapse_periods': 0, 'total_periods': 200, 'healthy_pct': 85.5, 'degraded_pct': 10.5, 'unidirectional_pct': 0.0, 'weak_collapse_pct': 4.0, 'strong_collapse_pct': 0.0}",True,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2017/checkpoints/tft-epoch=epoch=43-valloss=val_loss=0.3061.ckpt,daily,1,fold_2017,2017,2017-01-01,2017-12-31,10
2025-12-14T01:58:20.178458,"{'min': 0.08663653582334518, 'max': 0.11340160667896271, 'mean': 0.09609849005937576, 'std': 0.005453688092529774, 'range': 0.026765070855617523, 'num_unique': 199, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 199}","{'mse': 0.9800252318382263, 'rmse': 0.9899622201919556, 'mae': 0.6913671493530273, 'mape': 196.38986587524414, 'r2': -0.011999011039733887, 'mean_error': -0.10301827639341354, 'std_error': 0.984587550163269}","{'directional_accuracy': 0.5226130653266332, 'sharpe_ratio': -0.11162565834681244, 'max_drawdown': -0.09842368215322495, 'total_return': -0.02319413423538208, 'hit_rate': 0.5226130653266332, 'num_trades': 199, 'precision': 0.5226130653266332, 'recall': 1.0, 'f1_score': 0.6864686468646866, 'confusion_matrix': [[0, 95], [0, 104]], 'auc_roc': 0.49180161943319844, 'alpha': 0.0}","{'normality_p_value': 1.981294915060468e-09, 'acf_lag1': -0.04039704458232062, 'skewness': -0.9088215964795138, 'kurtosis': 2.7784583964242158}","{'healthy_periods': 30, 'degraded_periods': 0, 'unidirectional_periods': 34, 'weak_collapse_periods': 108, 'strong_collapse_periods': 27, 'total_periods': 199, 'healthy_pct': 15.07537688442211, 'degraded_pct': 0.0, 'unidirectional_pct': 17.08542713567839, 'weak_collapse_pct': 54.2713567839196, 'strong_collapse_pct': 13.5678391959799}",True,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2018/checkpoints/tft-epoch=epoch=05-valloss=val_loss=0.1914.ckpt,daily,1,fold_2018,2018,2018-01-01,2018-12-31,10
2025-12-14T02:13:57.482691,"{'min': 0.01299977581948042, 'max': 0.11726796627044678, 'mean': 0.04056870564818382, 'std': 0.026681456714868546, 'range': 0.10426819324493408, 'num_unique': 199, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 200}","{'mse': 0.5999743342399597, 'rmse': 0.7745801210403442, 'mae': 0.5632286071777344, 'mape': 114.33359384536743, 'r2': 0.006070196628570557, 'mean_error': 0.04005386307835579, 'std_error': 0.7735437750816345}","{'directional_accuracy': 0.585, 'sharpe_ratio': 1.6472836498754606, 'max_drawdown': -0.06836147606372833, 'total_return': 0.1678025722503662, 'hit_rate': 0.585, 'num_trades': 200, 'precision': 0.585, 'recall': 1.0, 'f1_score': 0.7381703470031545, 'confusion_matrix': [[0, 83], [0, 117]], 'auc_roc': 0.5125115848007414, 'alpha': 0.0}","{'normality_p_value': 8.202816065017528e-10, 'acf_lag1': -0.056653432777480646, 'skewness': -0.975588927097683, 'kurtosis': 2.616210815976414}","{'healthy_periods': 30, 'degraded_periods': 0, 'unidirectional_periods': 169, 'weak_collapse_periods': 1, 'strong_collapse_periods': 0, 'total_periods': 200, 'healthy_pct': 15.0, 'degraded_pct': 0.0, 'unidirectional_pct': 84.5, 'weak_collapse_pct': 0.5, 'strong_collapse_pct': 0.0}",True,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2019/checkpoints/tft-epoch=epoch=59-valloss=val_loss=0.3771.ckpt,daily,1,fold_2019,2019,2019-01-01,2019-12-31,10
2025-12-14T02:29:31.213348,"{'min': 0.009705107659101486, 'max': 0.1514836549758911, 'mean': 0.10860543698072433, 'std': 0.036363985389471054, 'range': 0.14177854359149933, 'num_unique': 200, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 201}","{'mse': 5.788267135620117, 'rmse': 2.405881881713867, 'mae': 1.5560591220855713, 'mape': 113.11079263687134, 'r2': -0.00027930736541748047, 'mean_error': -0.04420703649520874, 'std_error': 2.405475616455078}","{'directional_accuracy': 0.572139303482587, 'sharpe_ratio': 0.424973576464598, 'max_drawdown': -0.3392496705055237, 'total_return': 0.07327389717102051, 'hit_rate': 0.572139303482587, 'num_trades': 201, 'precision': 0.572139303482587, 'recall': 1.0, 'f1_score': 0.7278481012658228, 'confusion_matrix': [[0, 86], [0, 115]], 'auc_roc': 0.4541961577350859, 'alpha': 0.0}","{'normality_p_value': 5.853486453757978e-10, 'acf_lag1': -0.3569851455036167, 'skewness': -0.5121939523673156, 'kurtosis': 5.947982348071205}","{'healthy_periods': 30, 'degraded_periods': 0, 'unidirectional_periods': 171, 'weak_collapse_periods': 0, 'strong_collapse_periods': 0, 'total_periods': 201, 'healthy_pct': 14.925373134328357, 'degraded_pct': 0.0, 'unidirectional_pct': 85.07462686567165, 'weak_collapse_pct': 0.0, 'strong_collapse_pct': 0.0}",False,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2020/checkpoints/tft-epoch=epoch=57-valloss=val_loss=0.3023.ckpt,daily,1,fold_2020,2020,2020-01-01,2020-12-31,10
2025-12-14T02:45:09.225398,"{'min': 0.09493657946586609, 'max': 0.17167191207408905, 'mean': 0.1386505365371704, 'std': 0.016602689400315285, 'range': 0.07673533260822296, 'num_unique': 200, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 200}","{'mse': 0.5549392700195312, 'rmse': 0.7449424862861633, 'mae': 0.5567424297332764, 'mape': 182.54743814468384, 'r2': -0.0008246898651123047, 'mean_error': -0.02412000484764576, 'std_error': 0.7445518374443054}","{'directional_accuracy': 0.575, 'sharpe_ratio': 2.4416189364517393, 'max_drawdown': -0.05212545022368431, 'total_return': 0.250307559967041, 'hit_rate': 0.575, 'num_trades': 200, 'precision': 0.575, 'recall': 1.0, 'f1_score': 0.7301587301587301, 'confusion_matrix': [[0, 85], [0, 115]], 'auc_roc': 0.4623017902813299, 'alpha': 0.0}","{'normality_p_value': 0.013840411263547878, 'acf_lag1': -0.04545893617832106, 'skewness': -0.3143184205137248, 'kurtosis': 0.9458263449421205}","{'healthy_periods': 30, 'degraded_periods': 0, 'unidirectional_periods': 170, 'weak_collapse_periods': 0, 'strong_collapse_periods': 0, 'total_periods': 200, 'healthy_pct': 15.0, 'degraded_pct': 0.0, 'unidirectional_pct': 85.0, 'weak_collapse_pct': 0.0, 'strong_collapse_pct': 0.0}",False,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2021/checkpoints/tft-epoch=epoch=99-valloss=val_loss=0.9385.ckpt,daily,1,fold_2021,2021,2021-01-01,2021-12-31,10
2025-12-14T02:59:29.458286,"{'min': 0.09271623194217682, 'max': 0.11542552709579468, 'mean': 0.10736744105815887, 'std': 0.0058340951800346375, 'range': 0.02270929515361786, 'num_unique': 198, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 199}","{'mse': 2.5846803188323975, 'rmse': 1.607694149017334, 'mae': 1.2808512449264526, 'mape': 112.16360330581665, 'r2': -0.009229063987731934, 'mean_error': -0.16149428486824036, 'std_error': 1.599562406539917}","{'directional_accuracy': 0.4472361809045226, 'sharpe_ratio': -0.53691375574447, 'max_drawdown': -0.2258353978395462, 'total_return': -0.12476766109466553, 'hit_rate': 0.4472361809045226, 'num_trades': 199, 'precision': 0.4472361809045226, 'recall': 1.0, 'f1_score': 0.6180555555555556, 'confusion_matrix': [[0, 110], [0, 89]], 'auc_roc': 0.526046986721144, 'alpha': 0.0}","{'normality_p_value': 0.6944737778351218, 'acf_lag1': -0.03263401487327135, 'skewness': -0.01500813880827508, 'kurtosis': 0.22201049330798606}","{'healthy_periods': 30, 'degraded_periods': 0, 'unidirectional_periods': 49, 'weak_collapse_periods': 112, 'strong_collapse_periods': 8, 'total_periods': 199, 'healthy_pct': 15.07537688442211, 'degraded_pct': 0.0, 'unidirectional_pct': 24.623115577889447, 'weak_collapse_pct': 56.28140703517588, 'strong_collapse_pct': 4.0201005025125625}",True,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2022/checkpoints/tft-epoch=epoch=12-valloss=val_loss=0.3132.ckpt,daily,1,fold_2022,2022,2022-01-01,2022-12-31,10
2025-12-14T03:14:10.412329,"{'min': 0.008633080869913101, 'max': 0.20825280249118805, 'mean': 0.09743017703294754, 'std': 0.05741220340132713, 'range': 0.19961972534656525, 'num_unique': 199, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 199}","{'mse': 0.6973429322242737, 'rmse': 0.8350706100463867, 'mae': 0.6638785004615784, 'mape': 191.03071689605713, 'r2': -0.0005517005920410156, 'mean_error': -0.04711723327636719, 'std_error': 0.8337402939796448}","{'directional_accuracy': 0.5226130653266332, 'sharpe_ratio': 0.956701713786933, 'max_drawdown': -0.1083863377571106, 'total_return': 0.09764766693115234, 'hit_rate': 0.5226130653266332, 'num_trades': 199, 'precision': 0.5226130653266332, 'recall': 1.0, 'f1_score': 0.6864686468646866, 'confusion_matrix': [[0, 95], [0, 104]], 'auc_roc': 0.5109311740890689, 'alpha': 0.0}","{'normality_p_value': 0.5766853188019319, 'acf_lag1': 0.06074523431809932, 'skewness': -0.04850458618985966, 'kurtosis': -0.34834935114526866}","{'healthy_periods': 29, 'degraded_periods': 1, 'unidirectional_periods': 169, 'weak_collapse_periods': 0, 'strong_collapse_periods': 0, 'total_periods': 199, 'healthy_pct': 14.572864321608039, 'degraded_pct': 0.5025125628140703, 'unidirectional_pct': 84.92462311557789, 'weak_collapse_pct': 0.0, 'strong_collapse_pct': 0.0}",False,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2023/checkpoints/tft-epoch=epoch=56-valloss=val_loss=0.6805.ckpt,daily,1,fold_2023,2023,2023-01-01,2023-12-31,10
2025-12-14T03:27:25.067406,"{'min': 0.03356214612722397, 'max': 0.1387474238872528, 'mean': 0.05986643210053444, 'std': 0.029148219153285027, 'range': 0.10518527776002884, 'num_unique': 197, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 200}","{'mse': 0.6676913499832153, 'rmse': 0.8171238303184509, 'mae': 0.611571192741394, 'mape': 171.63320779800415, 'r2': 0.0028382539749145508, 'mean_error': 0.02701825089752674, 'std_error': 0.8166770339012146}","{'directional_accuracy': 0.565, 'sharpe_ratio': 1.6855375799170806, 'max_drawdown': -0.08485137671232224, 'total_return': 0.18174850940704346, 'hit_rate': 0.565, 'num_trades': 200, 'precision': 0.565, 'recall': 1.0, 'f1_score': 0.7220447284345047, 'confusion_matrix': [[0, 87], [0, 113]], 'auc_roc': 0.48814973044451226, 'alpha': 0.0}","{'normality_p_value': 0.00190148434625107, 'acf_lag1': 0.0027193857623813867, 'skewness': -0.4029391195204248, 'kurtosis': 1.214251082967003}","{'healthy_periods': 29, 'degraded_periods': 1, 'unidirectional_periods': 144, 'weak_collapse_periods': 12, 'strong_collapse_periods': 14, 'total_periods': 200, 'healthy_pct': 14.499999999999998, 'degraded_pct': 0.5, 'unidirectional_pct': 72.0, 'weak_collapse_pct': 6.0, 'strong_collapse_pct': 7.000000000000001}",True,True,experiments/12c_h1_rolling/macro_heavy_daily_h1_h18/fold_2024/checkpoints/tft-epoch=epoch=19-valloss=val_loss=0.3545.ckpt,daily,1,fold_2024,2024,2024-01-01,2024-12-31,10
