Date,SP500_Returns,VIX,Inflation_YoY,Unemployment,Fed_Rate,Consumer_Sentiment,Industrial_Production,CPI,cumret_5,cumret_10,cumret_20,cumret_30
2008-01-04,-4.522180453921343,23.025,4.39514129895886,5.0,4.49,75.5,113.9019,210.565,-5.691290603232968,-8.748042320383142,-2.5289878401839827,-10.719518979169361
2008-01-11,-0.7516123428138122,24.094,4.39514129895886,5.0,4.24,75.5,113.9019,210.565,-3.6423483308931304,-5.104139039322986,-0.04568204875842197,-7.47313184555477
2008-01-18,-5.412490690202343,25.252,4.690133862171542,5.0,4.24,75.5,113.9673,211.16,2.106871103751695,-0.7523427692595619,2.67811512869065,-2.0366884316775136
2008-01-25,0.4090012892461914,29.2225,4.122287968441807,5.0,4.24,75.5,113.9673,211.16,0.0015045378788602903,2.990360774422296,2.21101932716512,-2.8866485749045268
2008-02-01,4.870702858631137,26.588,4.122287968441807,4.9,4.24,78.4,113.9673,211.16,-7.313213628463866,-4.485394069133619,-5.553165913776381,-8.068544548944212
2008-02-08,-4.595749155322137,27.774,4.122287968441807,4.9,3.94,78.4,113.9673,211.16,-3.2412189040675776,4.434789960102448,-3.9743431278841834,-6.683741172690638
2008-02-15,1.4046489212105495,25.874,4.378698224852062,4.9,3.94,78.4,114.2334,211.68,-1.5170468386357605,3.5444689169606747,-6.451156412292535,-7.2807976187612695
2008-02-22,0.2311124630372862,24.7925,4.790927021696234,4.9,3.94,78.4,114.2334,212.516,-2.800216912048925,4.492616248538428,-8.396951936443454,-7.244793871756494
2008-02-29,-1.661356483368892,23.538,4.608841611987025,4.9,3.94,70.8,114.2334,212.516,2.9888112687457946,4.332536031993395,-5.256904692904085,-8.819881178156486
2008-03-07,-2.800178083231064,26.288,4.608841611987025,4.8,2.98,70.8,114.2334,212.516,3.050941423295095,10.20434840509752,-2.7532713365857497,-15.01040037896092
2008-03-14,-0.404368470622829,28.282,4.635914803128682,4.8,2.98,70.8,114.2334,212.571,7.9331392740050966,6.815255955421917,-2.1604760148905444,-30.19237346271376
2008-03-21,3.2116070183937584,28.6225,4.249507125832497,4.8,2.98,70.8,113.6597,212.571,5.139484137222361,5.330534903583084,-2.4964132073299283,-29.255892706007124
2008-03-28,-1.0748350112098182,25.824,4.249507125832497,4.8,2.98,69.5,111.9137,212.571,7.5029315178496425,3.4564623424558683,-1.2940815917014237,-33.33662512267638
2008-04-04,4.195499987841411,23.476,4.249507125832497,5.1,2.98,69.5,111.9137,212.571,1.3047288794713507,-0.756712998572906,-5.706368348586643,-29.308962146712958
2008-04-11,-2.741540257592945,22.606,4.249507125832497,5.1,2.61,69.5,111.9137,212.571,6.941622155996496,-1.1179147254353983,-3.751416283289799,-30.14937982109882
2008-04-18,4.314128725783295,21.526,3.9752176498688794,5.1,2.61,69.5,112.1281,213.301,-1.0357183401710102,-8.052041940429245,-10.646386263658625,-37.188293021790145
2008-04-25,0.5401602499406799,20.256,3.9752176498688794,5.1,2.61,62.6,112.1281,213.301,0.1817117212705499,-9.653461390843965,-10.454702843088093,-42.76669369462599
2008-05-02,1.1489196894098883,19.546,3.9752176498688794,5.0,2.61,62.6,112.1281,213.301,-3.7640547269372826,-12.335386602172594,-11.232765090671249,-36.61220915490203
2008-05-09,-1.8120089592476465,19.130000000000003,3.9752176498688794,5.0,2.28,62.6,112.1281,213.301,-2.034892053752879,-9.19122748243838,-12.60624701590377,-36.89529570140662
2008-05-16,2.6702066951029613,17.240000000000002,3.759241549716253,5.0,2.28,62.6,111.1807,213.743,-7.53638921773171,-11.757811673685204,-22.879994436673357,-38.279721083440734
2008-05-23,-3.4672131561713004,18.156,3.759241549716253,5.0,2.28,62.6,111.1807,213.743,-7.089753477295502,-8.40304307659796,-34.6463893075165,-35.470556625450165
2008-05-30,1.776976315469847,18.67,3.759241549716253,5.0,2.28,59.8,111.1807,213.743,-9.817333865764144,-7.4308443587394635,-32.83608845359966,-37.674060987038516
2008-06-06,-2.8349413040353437,20.612,3.759241549716253,5.5,1.98,59.8,111.1807,213.743,-8.906580437189826,-4.591829090803701,-35.56383683731787,-31.519537950769394
2008-06-13,-0.0477720248995838,22.994,4.433516667556647,5.5,1.98,59.8,111.1807,215.132,-7.304983966957012,-4.987395620967838,-28.769955138355552,-34.534535531818975
2008-06-20,-3.095518089972093,21.754,3.734563882982056,5.5,1.98,59.8,110.9051,215.132,-4.565496004578529,-2.663274697880791,-29.35968129621469,-35.49581840679043
2008-06-27,-3.0009216890352186,22.714,3.734563882982056,5.5,1.98,56.4,110.9051,215.132,-1.4135035138256091,-2.8215355489989213,-31.68776305231734,-34.92154061942675
2008-07-04,-1.2109060224364976,24.5775,3.734563882982056,5.5,1.98,56.4,110.9051,215.132,2.6462840469502424,-0.8868535137913303,-36.65135689041906,-34.60448262593159
2008-07-11,-1.8536727949268084,25.448,3.734563882982056,5.5,2.0,56.4,110.9051,215.132,4.736622433425097,1.2577726277050782,-27.692841628764974,-29.92279224282447
2008-07-18,1.7095792336778493,26.236,4.82961805706239,5.5,2.0,56.4,111.7251,217.403,2.500229726658687,-3.7606713963730276,-30.508140844664,-34.41317450676063
2008-07-25,-0.2316245058940236,22.378,4.62932660840103,5.5,2.0,61.2,111.7251,217.403,1.9932217668244823,-12.60415564702333,-30.05581560565901,-38.77607955300928
2008-08-01,0.2027452620790626,22.596,4.62932660840103,5.7,2.0,61.2,111.7251,217.403,-1.4282199747008617,-28.650893121771016,-29.550668993826314,-41.67387446897948
2008-08-08,2.857224494065558,21.334,4.62932660840103,5.7,2.01,61.2,111.7251,217.403,-3.4420511112954633,-27.444610376824485,-32.670943597565724,-47.28307569137507
