train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite,val_pred_std_avg,val_dir_acc_avg,val_composite_avg
1.793901801109314,0,49,,,,,,,,,,,,,,,
,0,75,1.2162076234817505,1.7571728229522705,1.3362164497375488,1.6890454292297363,1.3259592056274414,,,,,,,,,,
,0,75,,,,,,1.6736685037612915,0.06903026252985,96.0526351928711,228.0,0.6052631735801697,28.67583656311035,0.49907663464546204,0.06234816089272499,0.49561402201652527,0.41745856404304504
1.5941592454910278,1,99,,,,,,,,,,,,,,,
1.508993148803711,1,149,,,,,,,,,,,,,,,
,1,151,1.0044270753860474,1.5160685777664185,1.304560661315918,1.6604677438735962,1.849888563156128,,,,,,,,,,
,1,151,,,,,,1.44599187374115,0.04825414717197418,100.0,227.0,0.609649121761322,109.6059341430664,0.49066057801246643,0.04069120064377785,0.6111111044883728,0.4922860860824585
1.1970008611679077,2,199,,,,,,,,,,,,,,,
,2,227,0.896598219871521,1.4183887243270874,1.3014391660690308,1.6592941284179688,2.288011074066162,,,,,,,,,,
,2,227,,,,,,1.2555805444717407,0.03407545015215874,100.0,227.0,0.609649121761322,197.98260498046875,0.49066057801246643,0.0276025477796793,0.6111111044883728,0.4922860860824585
1.548082947731018,3,249,,,,,,,,,,,,,,,
1.0707277059555054,3,299,,,,,,,,,,,,,,,
,3,303,0.8330755829811096,1.4344936609268188,1.3010658025741577,1.6577181816101074,2.188692092895508,,,,,,,,,,
,3,303,,,,,,1.1345783472061157,0.02869988977909088,100.0,228.0,0.609649121761322,214.9474639892578,0.49066057801246643,0.023606328293681145,0.6111111044883728,0.4922860860824585
1.0111472606658936,4,349,,,,,,,,,,,,,,,
,4,379,0.7966961860656738,1.4479066133499146,1.3009631633758545,1.6569503545761108,2.109060049057007,,,,,,,,,,
,4,379,,,,,,1.058408260345459,0.028020408004522324,100.0,228.0,0.609649121761322,202.53114318847656,0.49066057801246643,0.023059673607349396,0.6111111044883728,0.4922860860824585
0.8633472919464111,5,399,,,,,,,,,,,,,,,
1.1570709943771362,5,449,,,,,,,,,,,,,,,
,5,455,0.7796114683151245,1.4532921314239502,1.3008074760437012,1.6564595699310303,2.071004867553711,,,,,,,,,,
,5,455,,,,,,1.0062748193740845,0.024623127654194832,100.0,227.0,0.609649121761322,218.71368408203125,0.49066057801246643,0.019993474707007408,0.6111111044883728,0.4922860860824585
0.9113023281097412,6,499,,,,,,,,,,,,,,,
,6,531,0.768318772315979,1.4062976837158203,1.3007465600967407,1.657802939414978,2.337212085723877,,,,,,,,,,
,6,531,,,,,,0.9772986173629761,0.020888298749923706,100.0,228.0,0.609649121761322,296.78912353515625,0.49066057801246643,0.017039954662322998,0.6111111044883728,0.4922860860824585
0.5795170664787292,7,549,,,,,,,,,,,,,,,
1.09369695186615,7,599,,,,,,,,,,,,,,,
,7,607,0.7632898092269897,1.5192750692367554,1.303037166595459,1.6571773290634155,1.772135853767395,,,,,,,,,,
,7,607,,,,,,0.9599626660346985,0.021973509341478348,100.0,225.0,0.609649121761322,183.1725311279297,0.49066057801246643,0.01782090961933136,0.6111111044883728,0.4922860860824585
1.0879676342010498,8,649,,,,,,,,,,,,,,,
,8,683,0.7596666216850281,1.4612425565719604,1.3006941080093384,1.6557587385177612,2.0268301963806152,,,,,,,,,,
,8,683,,,,,,0.9543769359588623,0.02220059558749199,100.0,228.0,0.609649121761322,220.91664123535156,0.49066057801246643,0.01791195757687092,0.6111111044883728,0.4922860860824585
0.9054692387580872,9,699,,,,,,,,,,,,,,,
0.9107487201690674,9,749,,,,,,,,,,,,,,,
,9,759,0.7533254027366638,1.4666478633880615,1.3006465435028076,1.656278133392334,1.991208791732788,,,,,,,,,,
,9,759,,,,,,0.9405832886695862,0.03477047383785248,100.0,227.0,0.609649121761322,133.63015747070312,0.49066057801246643,0.027276204898953438,0.6111111044883728,0.4922860860824585
0.7460660934448242,10,799,,,,,,,,,,,,,,,
,10,835,0.7477878332138062,1.4926551580429077,1.3014720678329468,1.6574574708938599,1.8750925064086914,,,,,,,,,,
,10,835,,,,,,0.9369502663612366,0.055626362562179565,100.0,228.0,0.609649121761322,73.36595916748047,0.49066057801246643,0.045593082904815674,0.6111111044883728,0.4922860860824585
1.0724650621414185,11,849,,,,,,,,,,,,,,,
0.7400137782096863,11,899,,,,,,,,,,,,,,,
,11,911,0.7438851594924927,1.4452672004699707,1.2994266748428345,1.6566150188446045,2.0717575550079346,,,,,,,,,,
,11,911,,,,,,0.9307387471199036,0.049751561135053635,100.0,228.0,0.609649121761322,98.98548889160156,0.49066057801246643,0.04396853223443031,0.6111111044883728,0.4922860860824585
0.9532017707824707,12,949,,,,,,,,,,,,,,,
,12,987,0.7430936694145203,1.4778521060943604,1.2999669313430786,1.6545908451080322,1.9009748697280884,,,,,,,,,,
,12,987,,,,,,0.9257450103759766,0.028393356129527092,100.0,228.0,0.609649121761322,156.98037719726562,0.49066057801246643,0.02635793387889862,0.6111111044883728,0.4922860860824585
0.7931103706359863,13,999,,,,,,,,,,,,,,,
0.6975329518318176,13,1049,,,,,,,,,,,,,,,
,13,1063,0.74361252784729,1.4712077379226685,1.30072021484375,1.654238224029541,1.95455801486969,,,,,,,,,,
,13,1063,,,,,,0.9216839671134949,0.02271740511059761,100.0,228.0,0.609649121761322,203.53916931152344,0.49066057801246643,0.018532073125243187,0.6111111044883728,0.4922860860824585
0.9039468765258789,14,1099,,,,,,,,,,,,,,,
,14,1139,0.7437615394592285,1.4505366086959839,1.3015573024749756,1.6551027297973633,2.086488962173462,,,,,,,,,,
,14,1139,,,,,,0.9186606407165527,0.03823922201991081,100.0,228.0,0.609649121761322,132.822265625,0.49066057801246643,0.03248538821935654,0.6111111044883728,0.4922860860824585
1.037312388420105,15,1149,,,,,,,,,,,,,,,
0.8038995862007141,15,1199,,,,,,,,,,,,,,,
,15,1215,0.7452573776245117,1.4666833877563477,1.302303433418274,1.6547564268112183,2.0240561962127686,,,,,,,,,,
,15,1215,,,,,,0.9143369793891907,0.054588403552770615,100.0,227.0,0.609649121761322,87.52278900146484,0.49066057801246643,0.04869904741644859,0.6111111044883728,0.4922860860824585
0.9769309163093567,16,1249,,,,,,,,,,,,,,,
,16,1291,0.746654748916626,1.4790374040603638,1.3034827709197998,1.6555144786834717,1.9857592582702637,,,,,,,,,,
,16,1291,,,,,,0.9098717570304871,0.07390090823173523,100.0,228.0,0.609649121761322,62.115047454833984,0.49066057801246643,0.06649849563837051,0.6111111044883728,0.4922860860824585
0.6724570393562317,17,1299,,,,,,,,,,,,,,,
1.1327170133590698,17,1349,,,,,,,,,,,,,,,
,17,1367,0.7479935884475708,1.4367399215698242,1.303049087524414,1.6565227508544922,2.2065982818603516,,,,,,,,,,
,17,1367,,,,,,0.9101536273956299,0.07037469744682312,100.0,227.0,0.609649121761322,76.26878356933594,0.49066057801246643,0.06335887312889099,0.6111111044883728,0.4922860860824585
0.8900758624076843,18,1399,,,,,,,,,,,,,,,
,18,1443,0.7491051554679871,1.4807438850402832,1.3038411140441895,1.6565070152282715,1.979385256767273,,,,,,,,,,
,18,1443,,,,,,0.9103374481201172,0.07244271785020828,100.0,227.0,0.609649121761322,62.19407272338867,0.49066057801246643,0.06638117879629135,0.6111111044883728,0.4922860860824585
0.8692930340766907,19,1449,,,,,,,,,,,,,,,
0.9510419368743896,19,1499,,,,,,,,,,,,,,,
,19,1519,0.7498752474784851,1.472702980041504,1.3033065795898438,1.656285285949707,2.008073568344116,,,,,,,,,,
,19,1519,,,,,,0.9072872996330261,0.06463358551263809,100.0,228.0,0.609649121761322,71.58837890625,0.49066057801246643,0.058367807418107986,0.6111111044883728,0.4922860860824585
0.835151195526123,20,1549,,,,,,,,,,,,,,,
,20,1595,0.750619113445282,1.4552545547485352,1.3038952350616455,1.6574863195419312,2.1059751510620117,,,,,,,,,,
,20,1595,,,,,,0.9067981243133545,0.06535039842128754,100.0,228.0,0.609649121761322,75.93114471435547,0.49066057801246643,0.059222955256700516,0.6111111044883728,0.4922860860824585
0.7326599955558777,21,1599,,,,,,,,,,,,,,,
0.7177227139472961,21,1649,,,,,,,,,,,,,,,
,21,1671,0.7513749003410339,1.4512499570846558,1.3040189743041992,1.6576511859893799,2.1335675716400146,,,,,,,,,,
,21,1671,,,,,,0.9072148203849792,0.06992048770189285,100.0,228.0,0.609649121761322,72.40160369873047,0.49066057801246643,0.06406187266111374,0.6111111044883728,0.4922860860824585
0.9392908215522766,22,1699,,,,,,,,,,,,,,,
,22,1747,0.7523157000541687,1.441037654876709,1.3053157329559326,1.6595330238342285,2.2081544399261475,,,,,,,,,,
,22,1747,,,,,,0.9053041338920593,0.0746147632598877,100.0,228.0,0.609649121761322,70.75542449951172,0.49066057801246643,0.06917174905538559,0.6111111044883728,0.4922860860824585
0.8079767227172852,23,1749,,,,,,,,,,,,,,,
0.745563805103302,23,1799,,,,,,,,,,,,,,,
,23,1823,0.7521212100982666,1.4425197839736938,1.3049564361572266,1.659005045890808,2.191169500350952,,,,,,,,,,
,23,1823,,,,,,0.905839741230011,0.06967412680387497,100.0,228.0,0.609649121761322,75.19020080566406,0.49066057801246643,0.06437186896800995,0.6111111044883728,0.4922860860824585
0.8958180546760559,24,1849,,,,,,,,,,,,,,,
1.221845030784607,24,1899,,,,,,,,,,,,,,,
,24,1899,0.7529865503311157,1.4503275156021118,1.3046789169311523,1.6583296060562134,2.1460320949554443,,,,,,,,,,
,24,1899,,,,,,0.9051645398139954,0.06729176640510559,100.0,227.0,0.609649121761322,75.28790283203125,0.49066057801246643,0.06203090026974678,0.6111111044883728,0.4922860860824585
1.2009867429733276,25,1949,,,,,,,,,,,,,,,
,25,1975,0.753150224685669,1.4603376388549805,1.3051115274429321,1.6580253839492798,2.101987838745117,,,,,,,,,,
,25,1975,,,,,,0.9041783213615417,0.07105313241481781,100.0,228.0,0.609649121761322,68.39585876464844,0.49066057801246643,0.06631278246641159,0.6111111044883728,0.4922860860824585
0.8226020932197571,26,1999,,,,,,,,,,,,,,,
0.7383381724357605,26,2049,,,,,,,,,,,,,,,
,26,2051,0.7535818815231323,1.4562071561813354,1.3045555353164673,1.6584545373916626,2.1003177165985107,,,,,,,,,,
,26,2051,,,,,,0.9020322561264038,0.05112810060381889,100.0,227.0,0.609649121761322,95.89373016357422,0.49066057801246643,0.04774205759167671,0.6111111044883728,0.4922860860824585
0.8663117289543152,27,2099,,,,,,,,,,,,,,,
,27,2127,0.7543333768844604,1.474851369857788,1.304858684539795,1.6583833694458008,2.003300905227661,,,,,,,,,,
,27,2127,,,,,,0.8975626230239868,0.05140332132577896,100.0,228.0,0.609649121761322,88.5136947631836,0.49066057801246643,0.04797286167740822,0.6111111044883728,0.4922860860824585
0.8512617945671082,28,2149,,,,,,,,,,,,,,,
1.0442394018173218,28,2199,,,,,,,,,,,,,,,
,28,2203,0.7547816634178162,1.4497418403625488,1.304273009300232,1.6584842205047607,2.1285057067871094,,,,,,,,,,
,28,2203,,,,,,0.8939741253852844,0.04962393641471863,100.0,228.0,0.609649121761322,100.99700927734375,0.49066057801246643,0.04633565619587898,0.6111111044883728,0.4922860860824585
0.7015628218650818,29,2249,,,,,,,,,,,,,,,
