experiment_name,phase,evaluation_type,hidden_size,dropout,learning_rate,best_val_loss,total_epochs,early_stopped,checkpoint_selected,checkpoint_epoch,test_mse,test_rmse,test_mae,test_r2,dir_acc,sharpe_ratio,auc_roc,alpha,precision,recall,f1_score,hit_rate,num_trades,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,problematic_pct,has_any_collapse,has_strong_collapse,has_degradation,has_unidirectional,pred_std,num_unique,pct_positive,pct_negative,num_negative,composite_score,evaluated,collapsed
core_dynamics_daily_7q_h10_s42,12_feature_ablation,standard,16,0.1,0.0005,0.48879334330558777,100,False,tft-epoch=epoch=90-valloss=val_loss=0.4897,90,1.3111991882324219,1.145076036453247,0.8041886687278748,-0.0032186508178710938,0.5232815964523282,0.4565590831812844,0.525260692715395,-0.16357922554016113,0.5254237288135594,0.9789473684210527,0.6838235294117647,0.5155210643015521,885,8.425720620842572,15.74279379157428,73.94678492239468,1.2195121951219512,0.6651884700665188,91.57427937915745,True,True,True,True,,,98.11529933481152,1.8847006651884701,17,0.5485422891677232,True,False
core_dynamics_weekly_7q_h1_s42,12_feature_ablation,standard,16,0.15,0.0005,1.0278571844100952,100,False,tft-epoch=epoch=91-valloss=val_loss=1.0280,91,5.511369228363037,2.347630500793457,1.7962538003921509,0.011114001274108887,0.5573770491803278,0.7647585372751629,0.5106511740498669,0.0,0.5573770491803278,1.0,0.7157894736842105,0.5573770491803278,183,3.278688524590164,0.0,92.34972677595628,4.371584699453552,0.0,96.72131147540983,True,False,False,True,0.094267,183.0,100.0,0.0,0,0.5680282232301948,True,True
macro_heavy_daily_7q_h10_s42,12_feature_ablation,standard,16,0.1,0.0005,0.41076651215553284,100,False,tft-epoch=epoch=83-unique=val_num_unique=1239,83,1.2288674116134644,1.1085429191589355,0.7859006524085999,-0.020546793937683105,0.5374094931617055,0.8894167062292483,0.5397221427270598,-0.18063080310821533,0.5587467362924282,0.643609022556391,0.5981830887491265,0.34432823813354785,766,19.549477071600965,18.26226870474658,60.17699115044248,1.1263073209975865,0.8849557522123894,80.45052292839904,True,True,True,True,,,61.62510056315366,38.37489943684634,477,0.5771316358887653,True,False
macro_heavy_weekly_7q_h1_s42,12_feature_ablation,standard,16,0.15,0.0005,0.7398481965065002,100,False,tft-epoch=epoch=00-predstd=val_pred_std=0.0758,0,5.189891338348389,2.2781333923339844,1.7809085845947266,-0.04589223861694336,0.45454545454545453,0.4613229708425528,0.5530475756193951,-0.546920895576477,0.6363636363636364,0.05426356589147287,0.1,0.030303030303030304,11,8.225108225108226,4.329004329004329,25.108225108225106,19.480519480519483,42.857142857142854,91.77489177489177,True,True,True,True,0.135886,231.0,4.761904761904773,95.23809523809523,220,0.5075930301648497,True,False
market_only_daily_7q_h10_s42,12_feature_ablation,standard,16,0.1,0.0005,0.4743252992630005,100,False,tft-epoch=epoch=86-unique=val_num_unique=902,86,1.3099716901779175,1.1445399522781372,0.8076201677322388,-0.002279520034790039,0.5254988913525499,0.8179886682065292,0.4774263527671638,0.1396620273590088,0.5289052890528906,0.9052631578947369,0.6677018633540374,0.47671840354767187,813,50.66518847006651,8.869179600886918,40.465631929046566,0.0,0.0,49.33481152993348,False,False,True,True,,,90.1330376940133,9.866962305986696,89,0.5029252441197136,True,False
market_only_weekly_7q_h1_s42,12_feature_ablation,standard,16,0.15,0.0005,1.0490460395812988,100,False,tft-epoch=epoch=84-valloss=val_loss=1.0490,84,5.60011100769043,2.366455316543579,1.8134108781814575,-0.004808664321899414,0.5573770491803278,0.7075512078963113,0.46889373033163884,-0.11529088020324707,0.5734265734265734,0.803921568627451,0.6693877551020408,0.44808743169398907,143,43.71584699453552,4.371584699453552,51.36612021857923,0.546448087431694,0.0,56.284153005464475,True,False,True,True,0.253915,183.0,78.14207650273224,21.85792349726776,40,0.5262707795119667,True,False
