checkpoint,epoch,ckpt_metric,ckpt_value,mse,mae,r2,dir_acc,sharpe,total_return,max_drawdown,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,pred_std,pred_mean,pct_positive,num_negative
tft-epoch=epoch=03-composite=val_composite=0.4873,3,,,1.2968370914459229,0.7996039390563965,-0.0012192726135253906,0.5236004390779363,0.4873584501924849,0.27849435806274414,-0.2419167160987854,4.171240395170143,7.4643249176728865,0.3293084522502744,87.70581778265642,0.3293084522502744,0.00627315416932106,0.013373613357543945,96.81668496158068,29
tft-epoch=epoch=04-composite=val_composite=0.4788,4,,,1.297549843788147,0.8001015782356262,-0.0017695426940917969,0.5082327113062569,0.4601801691591168,0.20200061798095703,-0.1770145297050476,3.1833150384193196,7.903402854006586,0.0,88.9132821075741,0.0,0.006215969100594521,0.00355569482780993,70.91108671789243,265
tft-epoch=epoch=05-sharpe=val_sharpe=49.3036,5,val_sharpe,49.3036,1.2954556941986084,0.7989741563796997,-0.00015282630920410156,0.5290889132821076,0.6540995776538766,0.4451707601547241,-0.2258351594209671,3.1833150384193196,0.10976948408342481,9.220636663007683,87.48627881448957,0.0,0.006158154923468828,0.04674968123435974,100.0,0
tft-epoch=epoch=10-diracc=val_dir_acc=0.5653,10,val_dir_acc,0.5653,1.2939180135726929,0.7994810938835144,0.001034379005432129,0.5170142700329309,0.6845230393701645,0.4570680856704712,-0.1982513964176178,50.713501646542255,10.867178924259056,29.308452250274424,9.11086717892426,0.0,0.0208924300968647,0.02462245523929596,87.15697036223929,117
tft-epoch=epoch=11-diracc=val_dir_acc=0.5664,11,val_dir_acc,0.5664,1.2933578491210938,0.7985411286354065,0.0014668107032775879,0.5345773874862788,0.6937008293873074,0.48087751865386963,-0.2258351594209671,26.344676180021953,0.9879253567508233,53.45773874862788,13.721185510428102,5.488474204171241,0.017488550394773483,0.0476919561624527,98.57299670691548,13
tft-epoch=epoch=26-diracc=val_dir_acc=0.5653,26,val_dir_acc,0.5653,1.2977077960968018,0.7994904518127441,-0.001891493797302246,0.5268935236004391,0.6464371179721135,0.43700110912323,-0.21756435930728912,3.293084522502744,7.025246981339188,84.74204171240395,4.281009879253568,0.6586169045005488,0.022196732461452484,0.07214917987585068,99.34138309549945,5
tft-epoch=epoch=27-sharpe=val_sharpe=49.4977,27,val_sharpe,49.4977,1.2997493743896484,0.8001211881637573,-0.0034676790237426758,0.5290889132821076,0.6540995776538766,0.4451707601547241,-0.2258351594209671,3.293084522502744,0.0,91.87705817782657,4.171240395170143,0.6586169045005488,0.024678541347384453,0.0946614071726799,100.0,0
tft-epoch=epoch=43-diracc=val_dir_acc=0.5653,43,val_dir_acc,0.5653,1.2945365905761719,0.7993618249893188,0.0005567669868469238,0.5301866081229418,0.664001975171777,0.45445382595062256,-0.2258351594209671,3.293084522502744,0.0,96.70691547749726,0.0,0.0,0.013965842314064503,0.060834046453237534,99.89023051591658,1
tft-epoch=epoch=45-sharpe=val_sharpe=41.8841,45,val_sharpe,41.8841,1.296385407447815,0.7998369336128235,-0.0008705854415893555,0.5301866081229418,0.664001975171777,0.45445382595062256,-0.2258351594209671,3.293084522502744,0.0,96.70691547749726,0.0,0.0,0.01489500142633915,0.08228231966495514,99.89023051591658,1
tft-epoch=epoch=49-diracc=val_dir_acc=0.5675,49,val_dir_acc,0.5675,1.2955020666122437,0.7996534109115601,-0.00018858909606933594,0.5246981339187706,0.6203701126957423,0.4131573438644409,-0.2258351594209671,10.208562019758508,0.0,89.7914379802415,0.0,0.0,0.017552683129906654,0.07183926552534103,99.34138309549945,5
tft-epoch=epoch=52-sharpe=val_sharpe=42.4425,52,val_sharpe,42.4425,1.296059012413025,0.8000406622886658,-0.0006185770034790039,0.5290889132821076,0.6540995776538766,0.4451707601547241,-0.2258351594209671,3.293084522502744,0.0,94.51152579582876,2.1953896816684964,0.0,0.017968807369470596,0.08920158445835114,100.0,0
tft-epoch=epoch=64-composite=val_composite=0.4777,64,,,1.293075442314148,0.8000752329826355,0.0016849040985107422,0.5181119648737651,0.6983632023049371,0.47175562381744385,-0.2048691064119339,59.60482985729967,7.244785949506037,33.15038419319429,0.0,0.0,0.028883783146739006,0.0365491583943367,90.77936333699232,84
tft-epoch=epoch=66-unique=val_num_unique=910,66,val_num_unique,910.0,1.2953016757965088,0.7999082803726196,-3.3855438232421875e-05,0.5290889132821076,0.6540995776538766,0.4451707601547241,-0.2258351594209671,3.293084522502744,0.0,96.70691547749726,0.0,0.0,0.029591860249638557,0.09142938256263733,100.0,0
tft-epoch=epoch=75-composite=val_composite=0.4793,75,,,1.2921849489212036,0.7997153401374817,0.0023723244667053223,0.5214050493962679,0.6445851198409439,0.4201420545578003,-0.20394188165664673,58.507135016465426,9.220636663007683,32.27222832052689,0.0,0.0,0.0368347093462944,0.04332675412297249,88.69374313940725,102
tft-epoch=epoch=82-unique=val_num_unique=909,82,val_num_unique,909.0,1.2929521799087524,0.7996793389320374,0.001780092716217041,0.5290889132821076,0.6540995776538766,0.4451707601547241,-0.2258351594209671,3.293084522502744,0.0,96.70691547749726,0.0,0.0,0.03483417630195618,0.07263235747814178,100.0,0
tft-epoch=epoch=89-predstd=val_pred_std=0.0625,89,val_pred_std,0.0625,1.2918357849121094,0.7997241020202637,0.002641916275024414,0.5192096597145993,0.7110031767774662,0.48354578018188477,-0.206669420003891,59.385290889132825,7.793633369923161,32.82107574094402,0.0,0.0,0.04491434618830681,0.05761894956231117,90.2305159165752,89
tft-epoch=epoch=90-predstd=val_pred_std=0.0645,90,val_pred_std,0.0645,1.292310118675232,0.7998432517051697,0.002275705337524414,0.5214050493962679,0.6540852073263907,0.4405703544616699,-0.20761899650096893,44.78594950603732,2.8540065861690453,52.36004390779363,0.0,0.0,0.04628217592835426,0.0715843215584755,96.15806805708014,35
tft-epoch=epoch=91-composite=val_composite=0.4800,91,,,1.2915505170822144,0.7998006939888,0.0028621554374694824,0.5279912184412733,0.7421452140051964,0.511631965637207,-0.2000385820865631,59.934138309549944,7.683863885839736,32.38199780461032,0.0,0.0,0.04570496827363968,0.0545245036482811,89.13282107574094,99
