train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite
0.8291129469871521,0,49,,,,,,,,,,,,
,0,93,0.7060564756393433,1.410656213760376,0.728435754776001,0.9915487766265869,17084.98828125,,,,,,,
,0,93,,,,,,0.8994390368461609,0.004888282623142004,100.0,1227.0,0.5475819110870361,721.318115234375,0.42371392250061035
0.7262333631515503,1,99,,,,,,,,,,,,
0.7757222056388855,1,149,,,,,,,,,,,,
,1,187,0.557705283164978,1.4528461694717407,0.7173168659210205,0.9820941090583801,12802.8974609375,,,,,,,
,1,187,,,,,,0.6824787259101868,0.0035854228772222996,100.0,1196.0,0.5475819110870361,747.5018920898438,0.42371392250061035
0.605059027671814,2,199,,,,,,,,,,,,
0.7598699927330017,2,249,,,,,,,,,,,,
,2,281,0.4929192066192627,1.593968152999878,0.7085291147232056,0.9749774932861328,5987.98583984375,,,,,,,
,2,281,,,,,,0.5662664175033569,0.003949154168367386,100.0,1206.0,0.5475819110870361,323.72509765625,0.42371392250061035
0.33539068698883057,3,299,,,,,,,,,,,,
0.5717135071754456,3,349,,,,,,,,,,,,
,3,375,0.4651658833026886,1.6622194051742554,0.708143949508667,0.9749017953872681,4039.574462890625,,,,,,,
,3,375,,,,,,0.49801766872406006,0.003496502060443163,100.0,1184.0,0.5475819110870361,253.98370361328125,0.42371392250061035
0.5399652719497681,4,399,,,,,,,,,,,,
0.4280168116092682,4,449,,,,,,,,,,,,
,4,469,0.4565682113170624,1.6110626459121704,0.7082329988479614,0.9748290181159973,5343.17724609375,,,,,,,
,4,469,,,,,,0.4705524444580078,0.003263110527768731,100.0,1172.0,0.5475819110870361,356.9091796875,0.42371392250061035
0.3744778633117676,5,499,,,,,,,,,,,,
0.5598344802856445,5,549,,,,,,,,,,,,
,5,563,0.4526897668838501,1.7943981885910034,0.709098756313324,0.9759407043457031,1575.136962890625,,,,,,,
,5,563,,,,,,0.4614793360233307,0.0030889795161783695,100.0,1198.0,0.5475819110870361,127.31761932373047,0.42371392250061035
0.43411654233932495,6,599,,,,,,,,,,,,
0.5506018996238708,6,649,,,,,,,,,,,,
,6,657,0.4521775245666504,1.860318660736084,0.7097997665405273,0.976624608039856,823.7523193359375,,,,,,,
,6,657,,,,,,0.45860615372657776,0.002877309452742338,100.0,1179.0,0.5475819110870361,79.07638549804688,0.42371392250061035
0.4600629210472107,7,699,,,,,,,,,,,,
0.5569790005683899,7,749,,,,,,,,,,,,
,7,751,0.45106205344200134,1.643730640411377,0.7080824375152588,0.9747917056083679,4579.7119140625,,,,,,,
,7,751,,,,,,0.4564485251903534,0.0028158901259303093,100.0,1171.0,0.5475819110870361,347.8336181640625,0.42371392250061035
0.5086973309516907,8,799,,,,,,,,,,,,
,8,845,0.4496753215789795,1.7650952339172363,0.7088143229484558,0.9756579995155334,2142.48095703125,,,,,,,
,8,845,,,,,,0.4548395872116089,0.003063065931200981,100.0,1189.0,0.5475819110870361,156.7183074951172,0.42371392250061035
0.4846044182777405,9,849,,,,,,,,,,,,
0.4339117407798767,9,899,,,,,,,,,,,,
,9,939,0.44822800159454346,1.6616411209106445,0.7079489827156067,0.9747220873832703,3921.9208984375,,,,,,,
,9,939,,,,,,0.4534394145011902,0.004949633963406086,100.0,1216.0,0.5475819110870361,181.53245544433594,0.42371392250061035
0.34358105063438416,10,949,,,,,,,,,,,,
0.4221881031990051,10,999,,,,,,,,,,,,
,10,1033,0.43938541412353516,1.6935700178146362,0.709892988204956,0.9763733148574829,7255.33056640625,,,,,,,
,10,1033,,,,,,0.45014581084251404,0.025253605097532272,100.0,1274.0,0.5475819110870361,30.277971267700195,0.42371392250061035
0.41528743505477905,11,1049,,,,,,,,,,,,
0.5924621820449829,11,1099,,,,,,,,,,,,
,11,1127,0.4333878755569458,1.5572755336761475,0.7144137024879456,0.9795629382133484,11813.6767578125,,,,,,,
,11,1127,,,,,,0.44594594836235046,0.0411224402487278,100.0,1276.0,0.5475819110870361,40.44175338745117,0.42371392250061035
