val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,epoch,step,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite,val_pred_std_avg,val_dir_acc_avg,val_composite_avg,train_loss_step
0.6770926713943481,1.486066222190857,0.7015436887741089,0.8796712160110474,4.814175128936768,0,37,,,,,,,,,,,
,,,,,0,37,0.8411843180656433,0.013312560506165028,0.0,195.0,0.4234693944454193,-508.7075500488281,0.3013978600502014,0.011963742785155773,0.4234693944454193,0.3013978600502014,
,,,,,1,49,,,,,,,,,,,0.7356287837028503
0.5302535891532898,1.5849679708480835,0.6117369532585144,0.800878643989563,2.514831304550171,1,75,,,,,,,,,,,
,,,,,1,75,0.7480007410049438,0.01616518944501877,0.0,195.0,0.4234693944454193,-223.76405334472656,0.3013978600502014,0.014098200015723705,0.4234693944454193,0.3013978600502014,
,,,,,2,99,,,,,,,,,,,0.7604157328605652
0.43804052472114563,1.7096832990646362,0.5715317726135254,0.7672432661056519,1.4190393686294556,2,113,,,,,,,,,,,
,,,,,2,113,0.6465376615524292,0.016995195299386978,0.5102040767669678,196.0,0.4285714328289032,-40.08648681640625,0.30612245202064514,0.014298103749752045,0.5336734652519226,0.4281315207481384,
,,,,,3,149,,,,,,,,,,,0.5435139536857605
0.3941643238067627,1.4581876993179321,0.5696681141853333,0.7678467631340027,2.323638916015625,3,151,,,,,,,,,,,
,,,,,3,151,0.572401225566864,0.010910727083683014,100.0,196.0,0.5765306353569031,131.9052276611328,0.4544590711593628,0.009130126796662807,0.5765306353569031,0.4544590711593628,
0.37896615266799927,1.4716728925704956,0.5686526894569397,0.7668833136558533,2.211305618286133,4,189,,,,,,,,,,,
,,,,,4,189,0.527921736240387,0.006423187907785177,100.0,192.0,0.5765306353569031,226.91685485839844,0.4544590711593628,0.00549045717343688,0.5765306353569031,0.4544590711593628,
,,,,,5,199,,,,,,,,,,,0.554470419883728
0.3766254782676697,1.5405924320220947,0.5671058297157288,0.7650138139724731,1.8334009647369385,5,227,,,,,,,,,,,
,,,,,5,227,0.5048452019691467,0.004744671750813723,100.0,193.0,0.5765306353569031,205.82290649414062,0.4544590711593628,0.0038908168207854033,0.5765306353569031,0.4544590711593628,
,,,,,6,249,,,,,,,,,,,0.4822726845741272
