experiment_name,phase,evaluation_type,hidden_size,dropout,learning_rate,best_val_loss,total_epochs,early_stopped,checkpoint_selected,checkpoint_epoch,test_mse,test_rmse,test_mae,test_r2,dir_acc,sharpe_ratio,auc_roc,alpha,precision,recall,f1_score,hit_rate,num_trades,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,problematic_pct,has_any_collapse,has_strong_collapse,has_degradation,has_unidirectional,pred_std,num_unique,pct_positive,pct_negative,num_negative,composite_score,evaluated,collapsed
market_only_daily_7q_h10_d015_s42,12b_feature_sweep,standard,16,0.15,0.0005,0.474829763174057,100,False,tft-epoch=epoch=98-unique=val_num_unique=902,98,1.3070546388626099,1.143264889717102,0.8060702085494995,-4.76837158203125e-05,0.5254988913525499,0.7049212165705454,0.48150375939849627,0.02702021598815918,0.5300127713920817,0.8736842105263158,0.6597774244833069,0.46008869179600886,783,40.909090909090914,10.643015521064301,48.447893569844794,0.0,0.0,59.09090909090909,False,False,True,True,,,86.80709534368071,13.19290465631929,119,0.5070026507510461,True,False
market_only_daily_7q_h1_d010_s42,12b_feature_sweep,standard,16,0.1,0.0005,0.44810524582862854,100,False,tft-epoch=epoch=89-composite=val_composite=0.4834,89,1.292616367340088,1.1369328498840332,0.800362229347229,0.002039313316345215,0.5181119648737651,0.49488196713997645,0.4947334822853494,-0.16060984134674072,0.5287049399198932,0.8215767634854771,0.6433793663688059,0.43468715697036225,749,61.47091108671789,9.879253567508233,28.649835345773877,0.0,0.0,38.52908891328211,False,False,True,True,0.055298,911.0,82.21734357848518,17.78265642151482,162,0.5128454471591145,True,False
market_only_daily_7q_h1_d015_s42,12b_feature_sweep,standard,16,0.15,0.0005,0.44864609837532043,100,False,tft-epoch=epoch=93-predstd=val_pred_std=0.0624,93,1.292643427848816,1.1369447708129883,0.7998473048210144,0.002018451690673828,0.5301866081229418,0.7423332110055153,0.49580226136242733,0.08143937587738037,0.5304740406320542,0.975103734439834,0.6871345029239766,0.5159165751920965,886,40.39517014270033,0.10976948408342481,59.49506037321625,0.0,0.0,59.60482985729967,False,False,True,True,0.046299,911.0,97.25576289791438,2.7442371020856204,25,0.5259888694853692,True,True
market_only_daily_7q_h3_d010_s42,12b_feature_sweep,standard,16,0.1,0.0005,0.45287373661994934,100,False,tft-epoch=epoch=90-predstd=val_pred_std=0.0480,90,1.303663969039917,1.1417810916900635,0.806575357913971,-0.004367709159851074,0.4884488448844885,0.3102985701075793,0.45097125097125096,-0.2975364923477173,0.512,0.6666666666666666,0.579185520361991,0.35203520352035206,625,36.743674367436746,32.67326732673268,27.502750275027505,3.08030803080308,0.0,63.25632563256326,True,False,True,True,,,68.75687568756877,31.24312431243124,284,0.43942009585573943,True,False
market_only_daily_7q_h3_d015_s42,12b_feature_sweep,standard,16,0.15,0.0005,0.45402994751930237,100,False,tft-epoch=epoch=95-predstd=val_pred_std=0.0444,95,1.2996360063552856,1.1400158405303955,0.803955614566803,-0.0012644529342651367,0.4807480748074808,0.2978064976475692,0.4580273892773893,-0.3040475845336914,0.5058651026392962,0.71875,0.5938037865748709,0.3795379537953795,682,39.49394939493949,26.842684268426844,29.7029702970297,3.9603960396039604,0.0,60.50605060506051,True,False,True,True,,,75.02750275027503,24.972497249724974,227,0.43877546408487006,True,False
market_only_daily_7q_h5_d010_s42,12b_feature_sweep,standard,16,0.1,0.0005,0.4593844413757324,100,False,tft-epoch=epoch=94-predstd=val_pred_std=0.0559,94,1.3092069625854492,1.1442058086395264,0.8083339929580688,-0.00649261474609375,0.4862183020948181,0.3135216630649189,0.4816982180998918,-0.2931551933288574,0.5105633802816901,0.606694560669456,0.5544933078393881,0.3197353914002205,568,31.642778390297682,34.178610804851154,34.178610804851154,0.0,0.0,68.35722160970231,False,False,True,True,,,62.62403528114664,37.37596471885336,339,0.46791652019470986,True,False
market_only_daily_7q_h5_d015_s42,12b_feature_sweep,standard,16,0.15,0.0005,0.4587526023387909,100,False,tft-epoch=epoch=93-predstd=val_pred_std=0.0588,93,1.304659366607666,1.1422169208526611,0.8078916072845459,-0.0029965639114379883,0.4906284454244763,0.4412936262222315,0.47520262164613625,-0.21935570240020752,0.5158730158730159,0.5439330543933054,0.529531568228106,0.2866593164277839,504,44.87320837927233,32.63506063947078,22.49173098125689,0.0,0.0,55.12679162072767,False,False,True,True,,,55.567805953693494,44.432194046306506,403,0.46583106707061256,True,False
market_only_weekly_7q_h1_enc8_s42,12b_feature_sweep,standard,16,0.25,0.0005,1.0418246984481812,100,False,tft-epoch=epoch=83-composite=val_composite=0.4966,83,5.670513153076172,2.38128399848938,1.8220689296722412,-0.001001596450805664,0.5347593582887701,0.6214582550529067,0.5056910569105691,-0.2648656368255615,0.5633802816901409,0.7619047619047619,0.6477732793522267,0.42780748663101603,142,28.342245989304814,26.203208556149733,39.037433155080215,5.347593582887701,1.06951871657754,71.65775401069519,True,True,True,True,0.104678,187.0,75.93582887700535,24.06417112299465,45,0.5404504151993392,True,False
market_only_weekly_7q_h3_enc12_s42,12b_feature_sweep,standard,16,0.15,0.0005,1.088244080543518,100,False,tft-epoch=epoch=99-predstd=val_pred_std=0.1148,99,5.666650295257568,2.3804726600646973,1.8297213315963745,-0.0063408613204956055,0.49171270718232046,0.5594994260256707,0.5019753086419754,-0.19742918014526367,0.5303030303030303,0.7,0.603448275862069,0.3867403314917127,132,32.59668508287293,12.70718232044199,48.06629834254144,6.629834254143646,0.0,67.40331491712708,True,False,True,True,,,72.92817679558011,27.071823204419886,49,0.49368801582429583,True,False
market_only_weekly_7q_h3_enc8_s42,12b_feature_sweep,standard,16,0.25,0.0005,1.0592961311340332,100,False,tft-epoch=epoch=98-composite=val_composite=0.5085,98,5.76113224029541,2.400235891342163,1.8552919626235962,-0.006746411323547363,0.4864864864864865,0.9084003614054763,0.5210750651195832,-0.12980687618255615,0.5392156862745098,0.5339805825242718,0.5365853658536585,0.2972972972972973,102,38.91891891891892,33.513513513513516,23.783783783783786,3.783783783783784,0.0,61.08108108108109,True,False,True,True,,,55.13513513513513,44.86486486486487,83,0.5075615516060697,True,False
market_only_weekly_7q_h5_enc12_s42,12b_feature_sweep,standard,16,0.15,0.0005,1.1066064834594727,100,False,tft-epoch=epoch=81-predstd=val_pred_std=0.0858,81,5.716997146606445,2.391024351119995,1.8350642919540405,-0.005298256874084473,0.5307262569832403,0.917864569879905,0.5166666666666666,0.03518831729888916,0.5590551181102362,0.7171717171717171,0.6283185840707965,0.39664804469273746,127,43.01675977653631,10.614525139664805,25.139664804469277,8.379888268156424,12.849162011173185,56.98324022346369,True,True,True,True,,,70.94972067039106,29.05027932960894,52,0.5473929236499069,True,False
market_only_weekly_7q_h5_enc8_s42,12b_feature_sweep,standard,16,0.25,0.0005,1.0914924144744873,100,False,tft-epoch=epoch=99-predstd=val_pred_std=0.1003,99,5.864433765411377,2.421659231185913,1.8552886247634888,-0.014896035194396973,0.5081967213114754,0.6988751730558612,0.5050835148874364,-0.3435065746307373,0.5638297872340425,0.5196078431372549,0.5408163265306123,0.2896174863387978,94,30.601092896174865,18.579234972677597,45.3551912568306,3.278688524590164,2.185792349726776,69.39890710382514,True,True,True,True,,,51.36612021857923,48.63387978142077,89,0.5132802361989118,True,False
