evaluation_timestamp,prediction_stats,statistical_metrics,financial_metrics,residual_diagnostics,mode_stats,collapse_detected,degradation_detected,checkpoint_used,frequency,fold_id,test_year,test_start,test_end,train_years
2025-12-03T06:52:26.761750,"{'min': 0.337412029504776, 'max': 0.43091896176338196, 'mean': 0.38722193241119385, 'std': 0.020285628736019135, 'range': 0.09350693225860596, 'num_unique': 56, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 57}","{'mse': 3.1781399250030518, 'rmse': 1.7827337980270386, 'mae': 1.3402141332626343, 'mape': 427.7191638946533, 'r2': -0.028574705123901367, 'mean_error': -0.25101611018180847, 'std_error': 1.7649732828140259}","{'directional_accuracy': 0.543859649122807, 'sharpe_ratio': 0.5587644957503338, 'max_drawdown': -0.10848166048526764, 'total_return': 0.07115423679351807, 'hit_rate': 0.543859649122807, 'num_trades': 57, 'precision': 0.543859649122807, 'recall': 1.0, 'f1_score': 0.7045454545454546, 'confusion_matrix': [[0, 26], [0, 31]], 'auc_roc': 0.369727047146402, 'alpha': 0.0}","{'normality_p_value': 0.019930748590876336, 'acf_lag1': 0.06895191872753771, 'skewness': -0.579223441610231, 'kurtosis': 1.4584826067638286}","{'healthy_periods': 5, 'degraded_periods': 0, 'unidirectional_periods': 23, 'weak_collapse_periods': 3, 'strong_collapse_periods': 26, 'total_periods': 57, 'healthy_pct': 8.771929824561402, 'degraded_pct': 0.0, 'unidirectional_pct': 40.35087719298245, 'weak_collapse_pct': 5.263157894736842, 'strong_collapse_pct': 45.614035087719294}",True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2016/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0189.ckpt,weekly,fold_2016,2016,2016-01-01,2016-12-31,10
2025-12-03T06:57:00.277241,"{'min': 0.1496410071849823, 'max': 0.26152747869491577, 'mean': 0.20300602912902832, 'std': 0.04018978029489517, 'range': 0.11188647150993347, 'num_unique': 56, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 56}","{'mse': 0.7471939921379089, 'rmse': 0.8644038438796997, 'mae': 0.6656442284584045, 'mape': 126.36644840240479, 'r2': -0.041353702545166016, 'mean_error': 0.15590357780456543, 'std_error': 0.8502282500267029}","{'directional_accuracy': 0.6607142857142857, 'sharpe_ratio': 3.055408013115342, 'max_drawdown': -0.022730816155672073, 'total_return': 0.21974050998687744, 'hit_rate': 0.6607142857142857, 'num_trades': 56, 'precision': 0.6607142857142857, 'recall': 1.0, 'f1_score': 0.7956989247311829, 'confusion_matrix': [[0, 19], [0, 37]], 'auc_roc': 0.4267425320056899, 'alpha': 0.0}","{'normality_p_value': 0.26196139069741026, 'acf_lag1': -0.054169591688341956, 'skewness': 0.28579533994343986, 'kurtosis': 0.6659969394990393}","{'healthy_periods': 5, 'degraded_periods': 1, 'unidirectional_periods': 18, 'weak_collapse_periods': 9, 'strong_collapse_periods': 23, 'total_periods': 56, 'healthy_pct': 8.928571428571429, 'degraded_pct': 1.7857142857142856, 'unidirectional_pct': 32.142857142857146, 'weak_collapse_pct': 16.071428571428573, 'strong_collapse_pct': 41.07142857142857}",True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2017/checkpoints/tft-epoch=epoch=05-predstd=val_pred_std=0.0193.ckpt,weekly,fold_2017,2017,2017-01-01,2017-12-31,10
2025-12-03T07:01:26.698223,"{'min': 0.1547369360923767, 'max': 0.19837959110736847, 'mean': 0.17941543459892273, 'std': 0.014073210768401623, 'range': 0.04364265501499176, 'num_unique': 56, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 56}","{'mse': 5.910621166229248, 'rmse': 2.4311769008636475, 'mae': 1.7661653757095337, 'mape': 166.27620458602905, 'r2': -0.010611295700073242, 'mean_error': -0.2587088644504547, 'std_error': 2.417372703552246}","{'directional_accuracy': 0.5892857142857143, 'sharpe_ratio': -0.23643653625581815, 'max_drawdown': -0.17512202262878418, 'total_return': -0.059223055839538574, 'hit_rate': 0.5892857142857143, 'num_trades': 56, 'precision': 0.5892857142857143, 'recall': 1.0, 'f1_score': 0.7415730337078651, 'confusion_matrix': [[0, 23], [0, 33]], 'auc_roc': 0.5968379446640316, 'alpha': 0.0}","{'normality_p_value': 0.0237991277143307, 'acf_lag1': -0.21063539326912378, 'skewness': -0.7742314394990356, 'kurtosis': 0.6518146218209124}","{'healthy_periods': 5, 'degraded_periods': 0, 'unidirectional_periods': 0, 'weak_collapse_periods': 46, 'strong_collapse_periods': 5, 'total_periods': 56, 'healthy_pct': 8.928571428571429, 'degraded_pct': 0.0, 'unidirectional_pct': 0.0, 'weak_collapse_pct': 82.14285714285714, 'strong_collapse_pct': 8.928571428571429}",True,False,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2018/checkpoints/tft-epoch=epoch=03-predstd=val_pred_std=0.0162.ckpt,weekly,fold_2018,2018,2018-01-01,2018-12-31,10
2025-12-03T07:06:10.428225,"{'min': 0.2885468006134033, 'max': 0.3433662950992584, 'mean': 0.31815680861473083, 'std': 0.016288114711642265, 'range': 0.0548194944858551, 'num_unique': 56, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 56}","{'mse': 3.6858577728271484, 'rmse': 1.9198588132858276, 'mae': 1.4092769622802734, 'mape': 111.46817207336426, 'r2': 0.00019484758377075195, 'mean_error': -0.012860400602221489, 'std_error': 1.9198157787322998}","{'directional_accuracy': 0.625, 'sharpe_ratio': 1.1465994355037952, 'max_drawdown': -0.08220786601305008, 'total_return': 0.17384803295135498, 'hit_rate': 0.625, 'num_trades': 56, 'precision': 0.625, 'recall': 1.0, 'f1_score': 0.7692307692307693, 'confusion_matrix': [[0, 21], [0, 35]], 'auc_roc': 0.5333333333333333, 'alpha': 0.0}","{'normality_p_value': 9.618328347836806e-05, 'acf_lag1': 0.0066038832619181986, 'skewness': -1.1096635860058732, 'kurtosis': 2.711279877005519}","{'healthy_periods': 5, 'degraded_periods': 1, 'unidirectional_periods': 0, 'weak_collapse_periods': 50, 'strong_collapse_periods': 0, 'total_periods': 56, 'healthy_pct': 8.928571428571429, 'degraded_pct': 1.7857142857142856, 'unidirectional_pct': 0.0, 'weak_collapse_pct': 89.28571428571429, 'strong_collapse_pct': 0.0}",True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2019/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0121.ckpt,weekly,fold_2019,2019,2019-01-01,2019-12-31,10
2025-12-03T07:10:42.907178,"{'min': 0.1383923888206482, 'max': 0.2519741356372833, 'mean': 0.18353216350078583, 'std': 0.03666236624121666, 'range': 0.11358174681663513, 'num_unique': 56, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 56}","{'mse': 17.694610595703125, 'rmse': 4.206496238708496, 'mae': 2.7773005962371826, 'mape': 102.48150825500488, 'r2': -0.002201557159423828, 'mean_error': 0.20128127932548523, 'std_error': 4.2016777992248535}","{'directional_accuracy': 0.5892857142857143, 'sharpe_ratio': 0.6604027363293716, 'max_drawdown': -0.3181033432483673, 'total_return': 0.17895019054412842, 'hit_rate': 0.5892857142857143, 'num_trades': 56, 'precision': 0.5892857142857143, 'recall': 1.0, 'f1_score': 0.7415730337078651, 'confusion_matrix': [[0, 23], [0, 33]], 'auc_roc': 0.4479578392621871, 'alpha': 0.0}","{'normality_p_value': 0.00018801501851342396, 'acf_lag1': -0.08554928373446838, 'skewness': -0.8140801691003257, 'kurtosis': 3.713333742912263}","{'healthy_periods': 5, 'degraded_periods': 0, 'unidirectional_periods': 22, 'weak_collapse_periods': 1, 'strong_collapse_periods': 28, 'total_periods': 56, 'healthy_pct': 8.928571428571429, 'degraded_pct': 0.0, 'unidirectional_pct': 39.285714285714285, 'weak_collapse_pct': 1.7857142857142856, 'strong_collapse_pct': 50.0}",True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2020/checkpoints/tft-epoch=epoch=06-predstd=val_pred_std=0.0081.ckpt,weekly,fold_2020,2020,2020-01-01,2020-12-31,10
2025-12-03T07:15:18.631825,"{'min': 0.16927945613861084, 'max': 0.5967369675636292, 'mean': 0.4155080020427704, 'std': 0.1518469601869583, 'range': 0.4274575114250183, 'num_unique': 57, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 57}","{'mse': 2.5112407207489014, 'rmse': 1.5846894979476929, 'mae': 1.282638430595398, 'mape': 119.95640993118286, 'r2': 0.015755176544189453, 'mean_error': 0.07203583419322968, 'std_error': 1.583051323890686}","{'directional_accuracy': 0.631578947368421, 'sharpe_ratio': 2.2010136099807247, 'max_drawdown': -0.03933249041438103, 'total_return': 0.3099844455718994, 'hit_rate': 0.631578947368421, 'num_trades': 57, 'precision': 0.631578947368421, 'recall': 1.0, 'f1_score': 0.7741935483870968, 'confusion_matrix': [[0, 21], [0, 36]], 'auc_roc': 0.5357142857142858, 'alpha': 0.0}","{'normality_p_value': 0.8132974636955295, 'acf_lag1': -0.2880851560040003, 'skewness': -0.17378105826985957, 'kurtosis': -0.07854076872850158}","{'healthy_periods': 5, 'degraded_periods': 0, 'unidirectional_periods': 39, 'weak_collapse_periods': 13, 'strong_collapse_periods': 0, 'total_periods': 57, 'healthy_pct': 8.771929824561402, 'degraded_pct': 0.0, 'unidirectional_pct': 68.42105263157895, 'weak_collapse_pct': 22.807017543859647, 'strong_collapse_pct': 0.0}",True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2021/checkpoints/tft-epoch=epoch=98-predstd=val_pred_std=0.0454.ckpt,weekly,fold_2021,2021,2021-01-01,2021-12-31,10
2025-12-03T07:19:58.412907,"{'min': 0.31964635848999023, 'max': 0.49806880950927734, 'mean': 0.37771347165107727, 'std': 0.045574773102998734, 'range': 0.1784224510192871, 'num_unique': 56, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 56}","{'mse': 9.994711875915527, 'rmse': 3.1614413261413574, 'mae': 2.6389944553375244, 'mape': 118.21366548538208, 'r2': -0.03757667541503906, 'mean_error': -0.6279661059379578, 'std_error': 3.0984463691711426}","{'directional_accuracy': 0.42857142857142855, 'sharpe_ratio': -0.5814404177532909, 'max_drawdown': -0.24823050200939178, 'total_return': -0.154002845287323, 'hit_rate': 0.42857142857142855, 'num_trades': 56, 'precision': 0.42857142857142855, 'recall': 1.0, 'f1_score': 0.6, 'confusion_matrix': [[0, 32], [0, 24]], 'auc_roc': 0.6484375, 'alpha': 0.0}","{'normality_p_value': 0.33702416825969866, 'acf_lag1': -0.06408170444172827, 'skewness': 0.39176383812312854, 'kurtosis': -0.5185833972298775}","{'healthy_periods': 5, 'degraded_periods': 1, 'unidirectional_periods': 50, 'weak_collapse_periods': 0, 'strong_collapse_periods': 0, 'total_periods': 56, 'healthy_pct': 8.928571428571429, 'degraded_pct': 1.7857142857142856, 'unidirectional_pct': 89.28571428571429, 'weak_collapse_pct': 0.0, 'strong_collapse_pct': 0.0}",False,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2022/checkpoints/tft-epoch=epoch=00-predstd=val_pred_std=0.0312.ckpt,weekly,fold_2022,2022,2022-01-01,2022-12-31,10
2025-12-03T07:24:38.611369,"{'min': 0.3021395206451416, 'max': 0.3716481029987335, 'mean': 0.31545156240463257, 'std': 0.012095965445041656, 'range': 0.06950858235359192, 'num_unique': 55, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 56}","{'mse': 3.5638587474823, 'rmse': 1.8878185749053955, 'mae': 1.4643681049346924, 'mape': 114.6344542503357, 'r2': -0.004577517509460449, 'mean_error': -0.014753256924450397, 'std_error': 1.887760877609253}","{'directional_accuracy': 0.5714285714285714, 'sharpe_ratio': 1.151235314861769, 'max_drawdown': -0.10144832730293274, 'total_return': 0.17145931720733643, 'hit_rate': 0.5714285714285714, 'num_trades': 56, 'precision': 0.5714285714285714, 'recall': 1.0, 'f1_score': 0.7272727272727273, 'confusion_matrix': [[0, 24], [0, 32]], 'auc_roc': 0.3776041666666667, 'alpha': 0.0}","{'normality_p_value': 0.550472177914919, 'acf_lag1': -0.058290998215791326, 'skewness': -0.0723858722024026, 'kurtosis': 0.44486581811450465}","{'healthy_periods': 6, 'degraded_periods': 0, 'unidirectional_periods': 8, 'weak_collapse_periods': 40, 'strong_collapse_periods': 2, 'total_periods': 56, 'healthy_pct': 10.714285714285714, 'degraded_pct': 0.0, 'unidirectional_pct': 14.285714285714285, 'weak_collapse_pct': 71.42857142857143, 'strong_collapse_pct': 3.571428571428571}",True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2023/checkpoints/tft-epoch=epoch=03-predstd=val_pred_std=0.0127.ckpt,weekly,fold_2023,2023,2023-01-01,2023-12-31,10
2025-12-03T07:29:20.048247,"{'min': 0.20303650200366974, 'max': 0.2434949278831482, 'mean': 0.2208780199289322, 'std': 0.006859012879431248, 'range': 0.040458425879478455, 'num_unique': 56, 'pct_positive': 100.0, 'pct_negative': 0.0, 'num_predictions': 56}","{'mse': 2.81074595451355, 'rmse': 1.676527976989746, 'mae': 1.2997902631759644, 'mape': 117.58221387863159, 'r2': -0.022762537002563477, 'mean_error': 0.26178261637687683, 'std_error': 1.6559637784957886}","{'directional_accuracy': 0.6607142857142857, 'sharpe_ratio': 2.0995207006682115, 'max_drawdown': -0.05464436113834381, 'total_return': 0.2995253801345825, 'hit_rate': 0.6607142857142857, 'num_trades': 56, 'precision': 0.6607142857142857, 'recall': 1.0, 'f1_score': 0.7956989247311829, 'confusion_matrix': [[0, 19], [0, 37]], 'auc_roc': 0.4665718349928877, 'alpha': 0.0}","{'normality_p_value': 0.34277265941597435, 'acf_lag1': -0.12342969971989369, 'skewness': -0.18717324006663935, 'kurtosis': 0.657100148319814}","{'healthy_periods': 5, 'degraded_periods': 1, 'unidirectional_periods': 16, 'weak_collapse_periods': 34, 'strong_collapse_periods': 0, 'total_periods': 56, 'healthy_pct': 8.928571428571429, 'degraded_pct': 1.7857142857142856, 'unidirectional_pct': 28.57142857142857, 'weak_collapse_pct': 60.71428571428571, 'strong_collapse_pct': 0.0}",True,True,experiments/07b_regime_attention_sweep/rolling_enc8_gs100_vix25/fold_2024/checkpoints/tft-epoch=epoch=99-predstd=val_pred_std=0.0151.ckpt,weekly,fold_2024,2024,2024-01-01,2024-12-31,10
