train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite
2.6541848182678223,0,49,,,,,,,,,,,,
,0,55,2.626648426055908,1.1762155294418335,1.974656343460083,2.579500436782837,2.8542850017547607,,,,,,,
,0,55,,,,,,2.6098740100860596,0.027774112299084663,100.0,183.0,0.6010928750038147,765.9017944335938,0.48120278120040894
2.1031336784362793,1,99,,,,,,,,,,,,
,1,111,2.290832281112671,1.231757640838623,1.8448257446289062,2.405658006668091,2.0300843715667725,,,,,,,
,1,111,,,,,,2.340047836303711,0.022399771958589554,100.0,183.0,0.6010928750038147,609.3958740234375,0.48120278120040894
2.1109423637390137,2,149,,,,,,,,,,,,
,2,167,1.975633144378662,1.5103528499603271,1.8397421836853027,2.344609260559082,1.3001216650009155,,,,,,,
,2,167,,,,,,2.01094651222229,0.017225949093699455,100.0,183.0,0.6010928750038147,304.8822021484375,0.48120278120040894
1.3808215856552124,3,199,,,,,,,,,,,,
,3,223,1.655110478401184,1.823080062866211,1.9068481922149658,2.402500629425049,1.0703550577163696,,,,,,,
,3,223,,,,,,1.6993424892425537,0.014608519151806831,0.0,181.0,0.3989070951938629,-102.50187683105469,0.27901700139045715
0.8498331308364868,4,249,,,,,,,,,,,,
,4,279,1.3983577489852905,1.7572871446609497,1.9182111024856567,2.4155619144439697,1.123447060585022,,,,,,,
,4,279,,,,,,1.402854561805725,0.013669192790985107,0.0,183.0,0.3989070951938629,-170.98182678222656,0.27901700139045715
1.1591707468032837,5,299,,,,,,,,,,,,
,5,335,1.2498878240585327,1.8954581022262573,1.8977432250976562,2.3920509815216064,1.035742163658142,,,,,,,
,5,335,,,,,,1.216474175453186,0.012900606729090214,0.0,182.0,0.3989070951938629,-62.101470947265625,0.27901700139045715
0.6527355909347534,6,349,,,,,,,,,,,,
,6,391,1.1678087711334229,1.8499690294265747,1.8770889043807983,2.3707892894744873,1.015210747718811,,,,,,,
,6,391,,,,,,1.0992542505264282,0.011724407784640789,100.0,180.0,0.6010928750038147,78.6160888671875,0.48120278120040894
0.8833245038986206,7,399,,,,,,,,,,,,
,7,447,1.1314685344696045,1.6370373964309692,1.8541615009307861,2.3511054515838623,1.1581242084503174,,,,,,,
,7,447,,,,,,1.033618450164795,0.011703136377036572,100.0,183.0,0.6010928750038147,281.4296875,0.48120278120040894
0.8160408139228821,8,449,,,,,,,,,,,,
0.8956626653671265,8,499,,,,,,,,,,,,
,8,503,1.116219401359558,1.5970255136489868,1.8496335744857788,2.348261594772339,1.1979089975357056,,,,,,,
,8,503,,,,,,1.0054672956466675,0.013586162589490414,100.0,183.0,0.6010928750038147,284.08099365234375,0.48120278120040894
1.1247520446777344,9,549,,,,,,,,,,,,
,9,559,1.1062157154083252,1.5455058813095093,1.8434109687805176,2.345304489135742,1.252490758895874,,,,,,,
,9,559,,,,,,0.9909374117851257,0.014605971984565258,100.0,180.0,0.6010928750038147,317.8504943847656,0.48120278120040894
0.8944895267486572,10,599,,,,,,,,,,,,
,10,615,1.0998241901397705,1.5380892753601074,1.8425012826919556,2.345012903213501,1.2609565258026123,,,,,,,
,10,615,,,,,,0.9810532927513123,0.015252388082444668,100.0,183.0,0.6010928750038147,311.8985595703125,0.48120278120040894
1.8737845420837402,11,649,,,,,,,,,,,,
,11,671,1.0986745357513428,1.6382564306259155,1.8546557426452637,2.35178804397583,1.1584835052490234,,,,,,,
,11,671,,,,,,0.9798327088356018,0.017314624041318893,100.0,183.0,0.6010928750038147,188.30979919433594,0.48120278120040894
0.6202388405799866,12,699,,,,,,,,,,,,
,12,727,1.0962697267532349,1.5835437774658203,1.8486316204071045,2.348365545272827,1.2137614488601685,,,,,,,
,12,727,,,,,,0.9737521409988403,0.021292049437761307,100.0,183.0,0.6010928750038147,189.7344970703125,0.48120278120040894
0.8589192032814026,13,749,,,,,,,,,,,,
,13,783,1.095432162284851,1.6336913108825684,1.8550878763198853,2.35274076461792,1.1683359146118164,,,,,,,
,13,783,,,,,,0.9704833626747131,0.027024097740650177,100.0,183.0,0.6010928750038147,122.67694091796875,0.48120278120040894
1.0864002704620361,14,799,,,,,,,,,,,,
,14,839,1.0953965187072754,1.6464794874191284,1.8568466901779175,2.3541808128356934,1.1595654487609863,,,,,,,
,14,839,,,,,,0.9675005078315735,0.030596861615777016,100.0,183.0,0.6010928750038147,102.62861633300781,0.48120278120040894
1.2175192832946777,15,849,,,,,,,,,,,,
,15,895,1.0944868326187134,1.6431169509887695,1.8570749759674072,2.3547329902648926,1.1669105291366577,,,,,,,
,15,895,,,,,,0.9622308015823364,0.03674137592315674,100.0,183.0,0.6010928750038147,86.69686126708984,0.48120278120040894
0.9134328365325928,16,899,,,,,,,,,,,,
1.2954583168029785,16,949,,,,,,,,,,,,
,16,951,1.093563437461853,1.6753965616226196,1.8619195222854614,2.359133243560791,1.1474220752716064,,,,,,,
,16,951,,,,,,0.9623922109603882,0.050217922776937485,100.0,183.0,0.6010928750038147,55.058990478515625,0.48120278120040894
1.4308866262435913,17,999,,,,,,,,,,,,
,17,1007,1.0943349599838257,1.7020455598831177,1.8655948638916016,2.362623453140259,1.1321715116500854,,,,,,,
,17,1007,,,,,,0.9621005058288574,0.060400307178497314,100.0,183.0,0.6010928750038147,40.27584457397461,0.48120278120040894
1.4440871477127075,18,1049,,,,,,,,,,,,
,18,1063,1.0924361944198608,1.6968262195587158,1.865175724029541,2.3625316619873047,1.1375645399093628,,,,,,,
,18,1063,,,,,,0.9623445868492126,0.06459883600473404,100.0,182.0,0.6010928750038147,38.546295166015625,0.48120278120040894
0.6362829208374023,19,1099,,,,,,,,,,,,
,19,1119,1.089046597480774,1.7422564029693604,1.8699628114700317,2.367168664932251,1.1011203527450562,,,,,,,
,19,1119,,,,,,0.9589953422546387,0.07017307728528976,93.98907470703125,183.0,0.5737704634666443,27.414051055908203,0.4765743911266327
0.784146785736084,20,1149,,,,,,,,,,,,
,20,1175,1.0850019454956055,1.6959254741668701,1.8644165992736816,2.361938238143921,1.135282278060913,,,,,,,
,20,1175,,,,,,0.9589414000511169,0.06281202286481857,100.0,183.0,0.6010928750038147,39.58432388305664,0.48120278120040894
1.8080332279205322,21,1199,,,,,,,,,,,,
,21,1231,1.0819604396820068,1.6844282150268555,1.8620898723602295,2.359445095062256,1.137873888015747,,,,,,,
,21,1231,,,,,,0.9574912190437317,0.05410884693264961,100.0,183.0,0.6010928750038147,48.50645446777344,0.48120278120040894
0.9223252534866333,22,1249,,,,,,,,,,,,
,22,1287,1.0799692869186401,1.6550774574279785,1.8588967323303223,2.357452154159546,1.1635419130325317,,,,,,,
,22,1287,,,,,,0.9547330141067505,0.059815119951963425,100.0,183.0,0.6010928750038147,50.179378509521484,0.48120278120040894
1.0603604316711426,23,1299,,,,,,,,,,,,
,23,1343,1.078685998916626,1.6311172246932983,1.854750394821167,2.3539347648620605,1.1781914234161377,,,,,,,
,23,1343,,,,,,0.9517059326171875,0.055552855134010315,100.0,183.0,0.6010928750038147,59.930870056152344,0.48120278120040894
0.8269186019897461,24,1349,,,,,,,,,,,,
