val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,epoch,step,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite,val_pred_std_avg,val_dir_acc_avg,val_composite_avg,train_loss_step
0.4244180917739868,1.4851231575012207,0.7102643847465515,0.8868468999862671,4.974002361297607,0,37,,,,,,,,,,,
,,,,,0,37,0.5404818654060364,0.0027745142579078674,0.0,194.0,0.4234693944454193,-2203.6494140625,0.3013978600502014,0.0028514317236840725,0.4234693944454193,0.3013978600502014,
,,,,,1,49,,,,,,,,,,,0.5292329788208008
0.387064129114151,1.664183497428894,0.5963634252548218,0.7877566814422607,1.9317564964294434,1,75,,,,,,,,,,,
,,,,,1,75,0.5138295888900757,0.0023135971277952194,0.0,193.0,0.4234693944454193,-972.9918823242188,0.3013978600502014,0.0025099115446209908,0.4234693944454193,0.3013978600502014,
,,,,,2,99,,,,,,,,,,,0.48457545042037964
0.38014984130859375,1.5141255855560303,0.5688279867172241,0.7669064402580261,2.0454976558685303,2,113,,,,,,,,,,,
,,,,,2,113,0.4940590560436249,0.0016680448316037655,100.0,193.0,0.5765306353569031,643.6083374023438,0.4544590711593628,0.0017859023064374924,0.5765306353569031,0.4544590711593628,
,,,,,3,149,,,,,,,,,,,0.5296045541763306
0.382964551448822,1.5311453342437744,0.5677812695503235,0.7657221555709839,1.915813684463501,3,151,,,,,,,,,,,
,,,,,3,151,0.48665714263916016,0.0011224228655919433,100.0,192.0,0.5765306353569031,1081.04150390625,0.4544590711593628,0.0012463985476642847,0.5765306353569031,0.4544590711593628,
0.3841231167316437,1.5424855947494507,0.567340612411499,0.7652084827423096,1.8435165882110596,4,189,,,,,,,,,,,
,,,,,4,189,0.48392531275749207,0.001292122295126319,100.0,189.0,0.5765306353569031,997.6181640625,0.4544590711593628,0.0011304396903142333,0.5765306353569031,0.4544590711593628,
,,,,,5,199,,,,,,,,,,,0.4494398236274719
0.3836984932422638,1.5799829959869385,0.5671688914299011,0.7648229002952576,1.680612564086914,5,227,,,,,,,,,,,
,,,,,5,227,0.48245275020599365,0.0016141472151502967,100.0,192.0,0.5765306353569031,720.4798583984375,0.4544590711593628,0.0011635066475719213,0.5765306353569031,0.4544590711593628,
,,,,,6,249,,,,,,,,,,,0.4472518861293793
0.3818807899951935,1.5962574481964111,0.5671690106391907,0.7646960020065308,1.616002082824707,6,265,,,,,,,,,,,
,,,,,6,265,0.48207274079322815,0.0018942671595141292,100.0,191.0,0.5765306353569031,623.0037841796875,0.4544590711593628,0.001164560904726386,0.5765306353569031,0.4544590711593628,
,,,,,7,299,,,,,,,,,,,0.5354862213134766
0.3811712861061096,1.6445841789245605,0.5677920579910278,0.7648977041244507,1.4739174842834473,7,303,,,,,,,,,,,
,,,,,7,303,0.4792056381702423,0.002087315311655402,100.0,192.0,0.5765306353569031,505.0740966796875,0.4544590711593628,0.0010760279837995768,0.5765306353569031,0.4544590711593628,
0.3809086084365845,1.6467458009719849,0.5678191184997559,0.7648971080780029,1.468367338180542,8,341,,,,,,,,,,,
,,,,,8,341,0.4786036014556885,0.002199845388531685,100.0,191.0,0.5765306353569031,480.5378112792969,0.4544590711593628,0.0010619837557896972,0.5765306353569031,0.4544590711593628,
,,,,,9,349,,,,,,,,,,,0.48102670907974243
0.3807392120361328,1.6782764196395874,0.5683982968330383,0.7651739120483398,1.3948251008987427,9,379,,,,,,,,,,,
,,,,,9,379,0.4773440659046173,0.002331893425434828,100.0,193.0,0.5765306353569031,405.544677734375,0.4544590711593628,0.0010731348302215338,0.5765306353569031,0.4544590711593628,
,,,,,10,399,,,,,,,,,,,0.5931190252304077
0.38018518686294556,1.6926133632659912,0.5686448812484741,0.765301525592804,1.364158272743225,10,417,,,,,,,,,,,
,,,,,10,417,0.47735661268234253,0.0023215266410261393,100.0,193.0,0.5765306353569031,395.48284912109375,0.4544590711593628,0.0011915292125195265,0.5765306353569031,0.4544590711593628,
,,,,,11,449,,,,,,,,,,,0.46895408630371094
0.3797290623188019,1.7288354635238647,0.5693031549453735,0.7656774520874023,1.2930876016616821,11,455,,,,,,,,,,,
,,,,,11,455,0.4772335886955261,0.0031073489226400852,100.0,195.0,0.5765306353569031,272.2121887207031,0.4544590711593628,0.002071631606668234,0.5765306353569031,0.4544590711593628,
0.37810659408569336,1.6707980632781982,0.5679966807365417,0.7649084329605103,1.400058388710022,12,493,,,,,,,,,,,
,,,,,12,493,0.47617030143737793,0.006713575217872858,100.0,194.0,0.5765306353569031,161.232177734375,0.4544590711593628,0.005633383058011532,0.5765306353569031,0.4544590711593628,
,,,,,13,499,,,,,,,,,,,0.4944787919521332
0.3773234486579895,1.7504827976226807,0.5693058967590332,0.7656990885734558,1.2304596900939941,13,531,,,,,,,,,,,
,,,,,13,531,0.4741167724132538,0.010886527597904205,100.0,194.0,0.5765306353569031,78.01031494140625,0.4544590711593628,0.009781168773770332,0.5765306353569031,0.4544590711593628,
,,,,,14,549,,,,,,,,,,,0.5076775550842285
0.3766583502292633,1.749534010887146,0.5691049695014954,0.7654611468315125,1.227069616317749,14,569,,,,,,,,,,,
,,,,,14,569,0.4749532639980316,0.015481850132346153,100.0,193.0,0.5765306353569031,59.63715362548828,0.4544590711593628,0.014308500103652477,0.5765306353569031,0.4544590711593628,
,,,,,15,599,,,,,,,,,,,0.46352577209472656
0.37622302770614624,1.7832016944885254,0.569497287273407,0.7655748128890991,1.1862784624099731,15,607,,,,,,,,,,,
,,,,,15,607,0.4728258550167084,0.021021312102675438,100.0,195.0,0.5765306353569031,43.94480514526367,0.4544590711593628,0.019829850643873215,0.5683673620223999,0.46278372406959534,
0.37571287155151367,1.7734227180480957,0.5693055987358093,0.7652488350868225,1.2100218534469604,16,645,,,,,,,,,,,
,,,,,16,645,0.471912145614624,0.023817235603928566,100.0,193.0,0.5765306353569031,42.1737060546875,0.4544590711593628,0.02258700132369995,0.5806122422218323,0.46254944801330566,
,,,,,17,649,,,,,,,,,,,0.5504862070083618
0.37556570768356323,1.7915033102035522,0.5696861147880554,0.7655418515205383,1.1801631450653076,17,683,,,,,,,,,,,
,,,,,17,683,0.4709106385707855,0.02455965429544449,100.0,195.0,0.5765306353569031,38.84877014160156,0.4544590711593628,0.023347890004515648,0.5663265585899353,0.4646475315093994,
,,,,,18,699,,,,,,,,,,,0.4525526165962219
0.3752337098121643,1.7764201164245605,0.5693581104278564,0.7650405168533325,1.2176586389541626,18,721,,,,,,,,,,,
,,,,,18,721,0.4712301194667816,0.028110167011618614,100.0,195.0,0.5765306353569031,36.39291763305664,0.4544590711593628,0.026450227946043015,0.5653061270713806,0.45862141251564026,
,,,,,19,749,,,,,,,,,,,0.539410412311554
0.3751424252986908,1.7735621929168701,0.5692771077156067,0.7648062705993652,1.2302237749099731,19,759,,,,,,,,,,,
,,,,,19,759,0.4692245423793793,0.03158915787935257,100.0,196.0,0.5765306353569031,32.847190856933594,0.4544590711593628,0.02964383363723755,0.5693877339363098,0.4640045762062073,
0.3754362463951111,1.8137017488479614,0.5702354907989502,0.7656710147857666,1.1583915948867798,20,797,,,,,,,,,,,
,,,,,20,797,0.4686378538608551,0.03281117603182793,100.0,195.0,0.5765306353569031,25.884267807006836,0.4544590711593628,0.03024657443165779,0.5428571701049805,0.4742347002029419,
,,,,,21,799,,,,,,,,,,,0.37568292021751404
