train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite
2.0722458362579346,0,49,,,,,,,,,,,,
,0,77,1.667874813079834,1.2624741792678833,1.6000207662582397,2.145785093307495,3.654273509979248,,,,,,,
,0,77,,,,,,1.9350109100341797,0.02201508916914463,100.0,260.0,0.607692301273346,517.4985961914062,0.48849111795425415
1.2833014726638794,1,99,,,,,,,,,,,,
1.4891175031661987,1,149,,,,,,,,,,,,
,1,155,1.3323042392730713,1.3566838502883911,1.5706120729446411,2.0925216674804688,2.628321647644043,,,,,,,
,1,155,,,,,,1.5828901529312134,0.006005373317748308,100.0,255.0,0.607692301273346,1247.7691650390625,0.48849111795425415
1.4581527709960938,2,199,,,,,,,,,,,,
,2,233,1.1687828302383423,1.381352424621582,1.570115327835083,2.087791919708252,2.472501754760742,,,,,,,
,2,233,,,,,,1.343247890472412,0.004574654623866081,100.0,255.0,0.607692301273346,1497.8568115234375,0.48849111795425415
0.9686986207962036,3,249,,,,,,,,,,,,
0.7470101714134216,3,299,,,,,,,,,,,,
,3,311,1.0680384635925293,1.422285556793213,1.5699429512023926,2.082437038421631,2.2318296432495117,,,,,,,
,3,311,,,,,,1.1647928953170776,0.004786528646945953,100.0,258.0,0.607692301273346,1226.9959716796875,0.48849111795425415
1.9540139436721802,4,349,,,,,,,,,,,,
,4,389,1.0133225917816162,1.4210087060928345,1.5699154138565063,2.0825815200805664,2.2384181022644043,,,,,,,
,4,389,,,,,,1.0580604076385498,0.004715446382761002,100.0,257.0,0.607692301273346,1251.1610107421875,0.48849111795425415
0.8381139636039734,5,399,,,,,,,,,,,,
0.7840152382850647,5,449,,,,,,,,,,,,
,5,467,0.9933613538742065,1.5590914487838745,1.5753589868545532,2.079718589782715,1.6218703985214233,,,,,,,
,5,467,,,,,,1.0036920309066772,0.004776523448526859,100.0,258.0,0.607692301273346,696.5701904296875,0.48849111795425415
0.7454093098640442,6,499,,,,,,,,,,,,
,6,545,0.9829796552658081,1.5462141036987305,1.5744132995605469,2.079256534576416,1.6631478071212769,,,,,,,
