train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch
0.9811930060386658,0,49,,,,,,
,0,93,0.8574255108833313,1.4462347030639648,0.7218791842460632,0.9730417132377625,16049.150390625,
,0,93,,,,,,1.0085506439208984
0.8872103691101074,1,99,,,,,,
0.91441810131073,1,149,,,,,,
,1,187,0.6519405245780945,1.6021316051483154,0.7097246050834656,0.9633409380912781,7646.7119140625,
,1,187,,,,,,0.8433233499526978
0.8366619944572449,2,199,,,,,,
0.5923968553543091,2,249,,,,,,
,2,281,0.5261722207069397,1.7639789581298828,0.7096810340881348,0.9640220403671265,3265.853271484375,
,2,281,,,,,,0.6683579087257385
0.6509393453598022,3,299,,,,,,
0.443852961063385,3,349,,,,,,
,3,375,0.4756797254085541,1.8610789775848389,0.7119846940040588,0.966285228729248,1224.072509765625,
,3,375,,,,,,0.5524503588676453
0.5119406580924988,4,399,,,,,,
0.6551847457885742,4,449,,,,,,
,4,469,0.45825427770614624,1.730973243713379,0.7099895477294922,0.9641487002372742,4174.24169921875,
,4,469,,,,,,0.4950052499771118
0.48742353916168213,5,499,,,,,,
0.43635866045951843,5,549,,,,,,
,5,563,0.45107418298721313,1.7172620296478271,0.7100833654403687,0.9641898274421692,4466.0712890625,
,5,563,,,,,,0.4704304039478302
0.4058891236782074,6,599,,,,,,
0.3813996911048889,6,649,,,,,,
,6,657,0.4466942250728607,1.7040866613388062,0.7104543447494507,0.9644609689712524,4926.17041015625,
,6,657,,,,,,0.4601157605648041
0.4008100628852844,7,699,,,,,,
0.4818704426288605,7,749,,,,,,
,7,751,0.4429115653038025,1.7538455724716187,0.7111250162124634,0.9652069211006165,3745.532470703125,
,7,751,,,,,,0.45569950342178345
0.4092305302619934,8,799,,,,,,
,8,845,0.4405685365200043,1.728607177734375,0.7095903158187866,0.963784396648407,4206.8505859375,
,8,845,,,,,,0.4511895179748535
0.44836661219596863,9,849,,,,,,
0.44137752056121826,9,899,,,,,,
,9,939,0.43750205636024475,1.5962707996368408,0.7101191878318787,0.9635752439498901,7823.6083984375,
,9,939,,,,,,0.44860145449638367
0.34779828786849976,10,949,,,,,,
0.4877980947494507,10,999,,,,,,
,10,1033,0.4325859546661377,1.6047298908233643,0.709473729133606,0.9631072282791138,7025.45166015625,
,10,1033,,,,,,0.4435221552848816
0.4369233250617981,11,1049,,,,,,
0.4803818464279175,11,1099,,,,,,
,11,1127,0.43012577295303345,1.6354070901870728,0.7091730237007141,0.9629958868026733,6015.138671875,
,11,1127,,,,,,0.44105392694473267
0.5023324489593506,12,1149,,,,,,
0.3455273509025574,12,1199,,,,,,
,12,1221,0.4272495210170746,1.7371442317962646,0.7088100910186768,0.9632046818733215,2926.91455078125,
,12,1221,,,,,,0.4410170018672943
0.47902849316596985,13,1249,,,,,,
0.3776640295982361,13,1299,,,,,,
,13,1315,0.42594796419143677,1.6421926021575928,0.7083179950714111,0.9624003171920776,4742.78125,
,13,1315,,,,,,0.4389590919017792
0.45282214879989624,14,1349,,,,,,
0.4351101219654083,14,1399,,,,,,
,14,1409,0.4246751368045807,1.6340067386627197,0.7084907293319702,0.9624630808830261,5006.982421875,
,14,1409,,,,,,0.43863722681999207
0.4239691495895386,15,1449,,,,,,
0.5274183750152588,15,1499,,,,,,
,15,1503,0.4238387644290924,1.6223766803741455,0.7088216543197632,0.9626286625862122,5544.76513671875,
,15,1503,,,,,,0.43744680285453796
0.4111993908882141,16,1549,,,,,,
,16,1597,0.4229051470756531,1.6928062438964844,0.7087467312812805,0.9628286361694336,3605.08935546875,
,16,1597,,,,,,0.43562665581703186
0.379209965467453,17,1599,,,,,,
0.4131418466567993,17,1649,,,,,,
,17,1691,0.4219488501548767,1.6904720067977905,0.7085585594177246,0.9626811146736145,3408.65185546875,
,17,1691,,,,,,0.4341898262500763
0.40972018241882324,18,1699,,,,,,
0.4870535135269165,18,1749,,,,,,
,18,1785,0.42129048705101013,1.6830484867095947,0.7085162997245789,0.9626091718673706,3451.3828125,
,18,1785,,,,,,0.4339926838874817
0.42161527276039124,19,1799,,,,,,
0.3967413008213043,19,1849,,,,,,
,19,1879,0.42078161239624023,1.778723120689392,0.7089112997055054,0.9633033871650696,1537.0625,
,19,1879,,,,,,0.43335217237472534
0.369344562292099,20,1899,,,,,,
0.45553821325302124,20,1949,,,,,,
,20,1973,0.42000502347946167,1.6977481842041016,0.708276629447937,0.9625192880630493,2913.4208984375,
,20,1973,,,,,,0.4321269690990448
0.3672991991043091,21,1999,,,,,,
0.4764164686203003,21,2049,,,,,,
,21,2067,0.41906294226646423,1.6439034938812256,0.7084668874740601,0.9624265432357788,4323.4755859375,
,21,2067,,,,,,0.43125948309898376
0.40746307373046875,22,2099,,,,,,
0.38768208026885986,22,2149,,,,,,
,22,2161,0.4177367091178894,1.5683661699295044,0.7091883420944214,0.9625872373580933,6581.8466796875,
,22,2161,,,,,,0.4308668076992035
0.3819243907928467,23,2199,,,,,,
0.35285061597824097,23,2249,,,,,,
,23,2255,0.4173252582550049,1.630504846572876,0.7082500457763672,0.962288498878479,4635.4765625,
,23,2255,,,,,,0.4307875633239746
0.4011131525039673,24,2299,,,,,,
0.42086657881736755,24,2349,,,,,,
,24,2349,0.4175001084804535,1.7869863510131836,0.7089482545852661,0.963404655456543,1480.704833984375,
,24,2349,,,,,,0.42990681529045105
0.31665897369384766,25,2399,,,,,,
,25,2443,0.4165107309818268,1.721876859664917,0.7086867094039917,0.9629193544387817,2807.06884765625,
,25,2443,,,,,,0.43045103549957275
