val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,epoch,step,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite,train_loss_step
0.5358235836029053,1.553342580795288,0.5631210803985596,0.7511169910430908,1.7231011390686035,0,37,,,,,,,,
,,,,,0,37,0.6540747284889221,0.006245554890483618,100.0,200.0,0.5849999785423279,217.26821899414062,0.46361249685287476,
,,,,,1,49,,,,,,,,0.5382252931594849
0.48891666531562805,1.7322653532028198,0.5669912099838257,0.7533576488494873,1.2717193365097046,1,75,,,,,,,,
,,,,,1,75,0.6239054203033447,0.00291715026833117,100.0,196.0,0.5849999785423279,197.90866088867188,0.46361249685287476,
,,,,,2,99,,,,,,,,0.47709470987319946
0.4457833468914032,1.7786673307418823,0.5681729316711426,0.7541816234588623,1.1956859827041626,2,113,,,,,,,,
,,,,,2,113,0.5862600803375244,0.00574624864384532,100.0,200.0,0.5849999785423279,77.50839233398438,0.46361249685287476,
,,,,,3,149,,,,,,,,0.44518494606018066
0.40392619371414185,1.776781439781189,0.5681486129760742,0.7541716694831848,1.1959748268127441,3,151,,,,,,,,
,,,,,3,151,0.5433685183525085,0.006779054645448923,100.0,200.0,0.5849999785423279,67.2237319946289,0.46361249685287476,
0.37357768416404724,1.9251354932785034,0.5716633796691895,0.7569215893745422,1.0274566411972046,4,189,,,,,,,,
,,,,,4,189,0.5073308348655701,0.006437379866838455,67.0,197.0,0.5149999856948853,7.529331207275391,0.4931125044822693,
,,,,,5,199,,,,,,,,0.5240976810455322
0.3550659418106079,1.9341938495635986,0.5725345015525818,0.7576602101325989,1.014746904373169,5,227,,,,,,,,
,,,,,5,227,0.47605273127555847,0.005993977654725313,39.0,197.0,0.45500001311302185,-6.759859085083008,0.4106374979019165,
,,,,,6,249,,,,,,,,0.406621515750885
0.3384016156196594,1.7409626245498657,0.5673421621322632,0.7536940574645996,1.2440778017044067,6,265,,,,,,,,
,,,,,6,265,0.45677652955055237,0.005549476481974125,100.0,198.0,0.5849999785423279,99.6902084350586,0.46361249685287476,
,,,,,7,299,,,,,,,,0.4952660799026489
0.330407977104187,1.7966381311416626,0.5685775876045227,0.7545368671417236,1.167575716972351,7,303,,,,,,,,
,,,,,7,303,0.4416819214820862,0.0050126235000789165,100.0,199.0,0.5849999785423279,79.58576202392578,0.46361249685287476,
0.32674187421798706,1.8393642902374268,0.5694419145584106,0.7552012801170349,1.1132006645202637,8,341,,,,,,,,
,,,,,8,341,0.4314654469490051,0.004703633952885866,100.0,199.0,0.5849999785423279,61.645225524902344,0.46361249685287476,
,,,,,9,349,,,,,,,,0.41504883766174316
0.3242916464805603,1.7320476770401,0.5670417547225952,0.7535060048103333,1.2548080682754517,9,379,,,,,,,,
,,,,,9,379,0.42588797211647034,0.004341159015893936,100.0,199.0,0.5849999785423279,132.91094970703125,0.46361249685287476,
,,,,,10,399,,,,,,,,0.4576849043369293
0.32409918308258057,1.8521308898925781,0.5696147680282593,0.7553430795669556,1.095310091972351,10,417,,,,,,,,
,,,,,10,417,0.4212493896484375,0.004016151186078787,100.0,197.0,0.5849999785423279,63.976654052734375,0.46361249685287476,
,,,,,11,449,,,,,,,,0.6115230917930603
0.3234037160873413,1.7894806861877441,0.5683020949363708,0.7543298602104187,1.1728183031082153,11,455,,,,,,,,
,,,,,11,455,0.4189685881137848,0.004041814245283604,100.0,195.0,0.5849999785423279,102.87167358398438,0.46361249685287476,
0.3236815333366394,1.942570447921753,0.5722196102142334,0.7574865221977234,1.003691554069519,12,493,,,,,,,,
,,,,,12,493,0.4180099666118622,0.004041723441332579,31.5,197.0,0.4300000071525574,-7.9232497215271,0.3719500005245209,
,,,,,13,499,,,,,,,,0.3802076578140259
0.32229751348495483,1.7295455932617188,0.5668792128562927,0.7533806562423706,1.254116415977478,13,531,,,,,,,,
,,,,,13,531,0.41658011078834534,0.004163419362157583,100.0,198.0,0.5849999785423279,140.46157836914062,0.46361249685287476,
,,,,,14,549,,,,,,,,0.3972766399383545
0.3230504095554352,1.8614718914031982,0.5697270035743713,0.7554312348365784,1.0807291269302368,14,569,,,,,,,,
,,,,,14,569,0.4148169159889221,0.004111087415367365,100.0,197.0,0.5849999785423279,57.422245025634766,0.46361249685287476,
,,,,,15,599,,,,,,,,0.3641829788684845
0.3230040371417999,1.8256460428237915,0.5689188241958618,0.7547853589057922,1.1209847927093506,15,607,,,,,,,,
,,,,,15,607,0.4140568673610687,0.00381311378441751,100.0,199.0,0.5849999785423279,84.26114654541016,0.46361249685287476,
