feature,mean_weight,std_weight,median_weight,min_weight,max_weight,consistency,n_observations,rank
VIX,0.4352464744200309,0.15564616732289363,0.4265116751194,0.12027370929718018,0.7614346742630005,0.7365914612444785,144,1
Yield_Spread,0.21598697676219875,0.13845755865779352,0.17365434765815735,0.05221162736415863,0.6192496418952942,0.6093674896306953,144,2
Treasury_10Y,0.152674639907976,0.12682760713997246,0.1008552759885788,0.03543492406606674,0.5579057931900024,0.5462376117562474,144,3
relative_time_idx,0.144172110206758,0.11354242493161051,0.11216426268219948,0.020490489900112152,0.4037826359272003,0.559425606822491,144,4
Inflation_YoY,0.05191981509172668,0.042366001426063025,0.03783687576651573,0.015534637495875359,0.26463648676872253,0.5506641084444608,144,5
