train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique
0.7209837436676025,0,49,,,,,,,,,
,0,93,0.694611132144928,1.8465914726257324,0.7091491222381592,0.9762162566184998,219.01272583007812,,,,
,0,93,,,,,,0.7717610597610474,0.0107078542932868,95.70983123779297,1251.0
0.6620083451271057,1,99,,,,,,,,,
0.789954662322998,1,149,,,,,,,,,
,1,187,0.6454043984413147,1.6910313367843628,0.7079429030418396,0.9747644066810608,3118.9306640625,,,,
,1,187,,,,,,0.7255476117134094,0.008782129734754562,100.0,1244.0
0.6372533440589905,2,199,,,,,,,,,
0.6804947853088379,2,249,,,,,,,,,
,2,281,0.6040552854537964,1.5629469156265259,0.7091115117073059,0.9752675294876099,7106.5576171875,,,,
,2,281,,,,,,0.6772714257240295,0.005402282811701298,100.0,1220.0
0.7041001319885254,3,299,,,,,,,,,
0.6274208426475525,3,349,,,,,,,,,
,3,375,0.5588338375091553,1.5517297983169556,0.7094876766204834,0.9755104184150696,7603.16845703125,,,,
,3,375,,,,,,0.6282368302345276,0.0031690734904259443,100.0,1191.0
0.6705158948898315,4,399,,,,,,,,,
0.5407970547676086,4,449,,,,,,,,,
,4,469,0.5174514651298523,1.6080594062805176,0.7082418203353882,0.9747540950775146,5595.73095703125,,,,
,4,469,,,,,,0.5745732188224792,0.0029906423296779394,100.0,1187.0
0.6150505542755127,5,499,,,,,,,,,
0.4136792719364166,5,549,,,,,,,,,
,5,563,0.48469850420951843,1.6636278629302979,0.7081273794174194,0.9748074412345886,4070.35498046875,,,,
,5,563,,,,,,0.5254843831062317,0.0037563832011073828,100.0,1193.0
0.48364946246147156,6,599,,,,,,,,,
0.46395328640937805,6,649,,,,,,,,,
,6,657,0.46191519498825073,1.7628967761993408,0.7089707255363464,0.9757246971130371,2234.3154296875,,,,
,6,657,,,,,,0.4861130714416504,0.006275054533034563,100.0,1217.0
0.34494948387145996,7,699,,,,,,,,,
0.5049278736114502,7,749,,,,,,,,,
,7,751,0.44956478476524353,1.5525814294815063,0.7111281752586365,0.976725697517395,8370.3388671875,,,,
,7,751,,,,,,0.4642673134803772,0.021959800273180008,100.0,1242.0
0.3637463450431824,8,799,,,,,,,,,
,8,845,0.43876948952674866,1.7000467777252197,0.7092300653457642,0.9757234454154968,3253.481201171875,,,,
,8,845,,,,,,0.45128440856933594,0.021187426522374153,92.43370056152344,1241.0
0.3766878545284271,9,849,,,,,,,,,
0.34390512108802795,9,899,,,,,,,,,
,9,939,0.43400388956069946,1.6439317464828491,0.7081409692764282,0.9748225808143616,4183.7529296875,,,,
,9,939,,,,,,0.4431284964084625,0.012591836974024773,100.0,1241.0
0.4888365864753723,10,949,,,,,,,,,
0.46150973439216614,10,999,,,,,,,,,
,10,1033,0.433512806892395,1.6575446128845215,0.7077147364616394,0.9746502041816711,3691.888427734375,,,,
,10,1033,,,,,,0.440083771944046,0.012793433852493763,100.0,1244.0
0.4084537625312805,11,1049,,,,,,,,,
0.4356251358985901,11,1099,,,,,,,,,
,11,1127,0.42977747321128845,1.6581097841262817,0.7075006365776062,0.9744704365730286,3474.1748046875,,,,
,11,1127,,,,,,0.43682050704956055,0.01489547174423933,100.0,1254.0
0.47948893904685974,12,1149,,,,,,,,,
0.41655057668685913,12,1199,,,,,,,,,
,12,1221,0.42810705304145813,1.6520658731460571,0.7072288393974304,0.9743292331695557,3515.73681640625,,,,
,12,1221,,,,,,0.4352320432662964,0.01710023730993271,100.0,1260.0
0.400000661611557,13,1249,,,,,,,,,
0.5448791980743408,13,1299,,,,,,,,,
,13,1315,0.4262186884880066,1.6350606679916382,0.7074552774429321,0.9745180606842041,4089.491455078125,,,,
,13,1315,,,,,,0.43422001600265503,0.01585591770708561,98.04991912841797,1250.0
0.44746190309524536,14,1349,,,,,,,,,
0.6038681864738464,14,1399,,,,,,,,,
,14,1409,0.4247710406780243,1.6812381744384766,0.7075427770614624,0.9746708869934082,3011.78857421875,,,,
,14,1409,,,,,,0.4324943721294403,0.01471309456974268,97.81591033935547,1245.0
0.3441593647003174,15,1449,,,,,,,,,
0.3994958996772766,15,1499,,,,,,,,,
,15,1503,0.4211327135562897,1.6955379247665405,0.7078980803489685,0.9749621748924255,2871.4462890625,,,,
,15,1503,,,,,,0.43102961778640747,0.014469479210674763,97.42589569091797,1244.0
0.37480634450912476,16,1549,,,,,,,,,
,16,1597,0.4198454022407532,1.74662446975708,0.7083337903022766,0.9754030108451843,1901.3736572265625,,,,
,16,1597,,,,,,0.429750919342041,0.01430978998541832,97.34789276123047,1252.0
0.5316786766052246,17,1599,,,,,,,,,
0.48073694109916687,17,1649,,,,,,,,,
,17,1691,0.4184219539165497,1.643551230430603,0.7077155709266663,0.9746564030647278,3986.87939453125,,,,
,17,1691,,,,,,0.42964115738868713,0.013857994228601456,97.97191619873047,1250.0
0.40567851066589355,18,1699,,,,,,,,,
0.47124215960502625,18,1749,,,,,,,,,
,18,1785,0.41694390773773193,1.6801477670669556,0.7077593207359314,0.9747619032859802,3059.651611328125,,,,
,18,1785,,,,,,0.42760783433914185,0.014769085682928562,97.65990447998047,1246.0
0.5383633375167847,19,1799,,,,,,,,,
0.46888577938079834,19,1849,,,,,,,,,
