val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,epoch,step,train_loss_epoch,val_pred_std,val_pct_positive,val_num_unique,val_dir_acc,val_sharpe,val_composite,val_pred_std_avg,val_dir_acc_avg,val_composite_avg,train_loss_step
0.38589155673980713,1.3059158325195312,0.3650887906551361,0.4836482107639313,3.2340750694274902,0,36,,,,,,,,,,,
,,,,,0,36,0.8220025300979614,0.011700241826474667,100.0,171.0,0.5847952961921692,126.34112548828125,0.46339043974876404,0.004760379903018475,0.5807017683982849,0.4589674174785614,
,,,,,1,49,,,,,,,,,,,0.7491158843040466
0.32767385244369507,1.3048360347747803,0.3116428256034851,0.44514530897140503,1.9934470653533936,1,73,,,,,,,,,,,
,,,,,1,73,0.7809792757034302,0.012557468377053738,100.0,170.0,0.5847952961921692,33.06259536743164,0.46339043974876404,0.005172930657863617,0.5807017683982849,0.4589674174785614,
,,,,,2,99,,,,,,,,,,,0.7844410538673401
0.2652813792228699,1.5528111457824707,0.2976912260055542,0.4358835816383362,1.146796464920044,2,110,,,,,,,,,,,
,,,,,2,110,0.7224703431129456,0.013276145793497562,49.707603454589844,171.0,0.4912280738353729,3.9262242317199707,0.4696829915046692,0.005478629842400551,0.577582836151123,0.4591771960258484,
0.2191910594701767,1.629689335823059,0.30730870366096497,0.44413432478904724,1.2280229330062866,3,147,,,,,,,,,,,
,,,,,3,147,0.6584363579750061,0.011701729148626328,96.49122619628906,171.0,0.5847952961921692,18.541250228881836,0.4736500084400177,0.004916748031973839,0.4658869504928589,0.34671637415885925,
,,,,,4,149,,,,,,,,,,,0.5929783582687378
0.20878790318965912,1.5788567066192627,0.3123927414417267,0.4490428864955902,1.3648707866668701,4,184,,,,,,,,,,,
,,,,,4,184,0.6107084155082703,0.009444572031497955,62.57310104370117,168.0,0.4795321524143219,9.41991138458252,0.4697171747684479,0.0035124667920172215,0.46432748436927795,0.34631282091140747,
,,,,,5,199,,,,,,,,,,,0.6994785666465759
0.2175351232290268,1.616264820098877,0.3052818477153778,0.44230416417121887,1.2273423671722412,5,221,,,,,,,,,,,
,,,,,5,221,0.5770980715751648,0.008799143135547638,100.0,171.0,0.5847952961921692,28.42788314819336,0.46339043974876404,0.0027930347714573145,0.48460039496421814,0.36684107780456543,
,,,,,6,249,,,,,,,,,,,0.5435661673545837
0.2296055555343628,1.652928352355957,0.30103614926338196,0.4384346306324005,1.1621450185775757,6,258,,,,,,,,,,,
,,,,,6,258,0.5551366209983826,0.008642989210784435,100.0,169.0,0.5847952961921692,22.351703643798828,0.46339043974876404,0.002288276795297861,0.5093567371368408,0.3910844326019287,
0.23632216453552246,1.6927119493484497,0.29950660467147827,0.4372979402542114,1.1239526271820068,7,295,,,,,,,,,,,
,,,,,7,295,0.5419354438781738,0.008700329810380936,25.146198272705078,169.0,0.45614033937454224,-17.043230056762695,0.3801169693470001,0.001981156412512064,0.5224171280860901,0.40545809268951416,
,,,,,8,299,,,,,,,,,,,0.5353674292564392
0.23894032835960388,1.5298551321029663,0.2973296046257019,0.4358614683151245,1.1689610481262207,8,332,,,,,,,,,,,
,,,,,8,332,0.5330615043640137,0.00862071756273508,0.0,171.0,0.4152046740055084,-40.73900604248047,0.2937997877597809,0.0016973422607406974,0.5750487446784973,0.4533144235610962,
,,,,,9,349,,,,,,,,,,,0.5019066333770752
0.2409101277589798,1.5265467166900635,0.29697829484939575,0.4358653128147125,1.147425651550293,9,369,,,,,,,,,,,
,,,,,9,369,0.5292710065841675,0.008289557881653309,0.0,170.0,0.4152046740055084,-79.82192993164062,0.2937997877597809,0.0014225334161892533,0.5750487446784973,0.4533144235610962,
,,,,,10,399,,,,,,,,,,,0.48430266976356506
0.24134409427642822,1.6336123943328857,0.29813942313194275,0.4367624521255493,1.073750615119934,10,406,,,,,,,,,,,
,,,,,10,406,0.5278674960136414,0.008149290457367897,0.0,170.0,0.4152046740055084,-107.84295654296875,0.2937997877597809,0.0013322237646207213,0.5750487446784973,0.4533144235610962,
0.24127817153930664,1.5820969343185425,0.2974548041820526,0.43627554178237915,1.0991370677947998,11,443,,,,,,,,,,,
,,,,,11,443,0.5241934657096863,0.008037027902901173,0.0,171.0,0.4152046740055084,-91.2418441772461,0.2937997877597809,0.0012659092899411917,0.5750487446784973,0.4533144235610962,
,,,,,12,449,,,,,,,,,,,0.5723321437835693
0.2411217987537384,1.5736607313156128,0.29732441902160645,0.43620848655700684,1.1028481721878052,12,480,,,,,,,,,,,
,,,,,12,480,0.5231457352638245,0.007828226312994957,0.0,171.0,0.4152046740055084,-91.39041137695312,0.2937997877597809,0.001197869423776865,0.5750487446784973,0.4533144235610962,
,,,,,13,499,,,,,,,,,,,0.5170711278915405
0.24242611229419708,1.6225062608718872,0.2978956997394562,0.43660449981689453,1.0750986337661743,13,517,,,,,,,,,,,
,,,,,13,517,0.5220323801040649,0.007537707220762968,0.0,169.0,0.4152046740055084,-100.81893920898438,0.2937997877597809,0.0011171088553965092,0.5750487446784973,0.4533144235610962,
,,,,,14,549,,,,,,,,,,,0.5149131417274475
0.2422247976064682,1.5599333047866821,0.297114759683609,0.43609312176704407,1.110500454902649,14,554,,,,,,,,,,,
,,,,,14,554,0.5226656198501587,0.007327078375965357,0.0,170.0,0.4152046740055084,-90.4691162109375,0.2937997877597809,0.0010658937972038984,0.5750487446784973,0.4533144235610962,
