checkpoint,epoch,ckpt_metric,ckpt_value,mse,mae,r2,dir_acc,sharpe,total_return,max_drawdown,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,pred_std,pred_mean,pct_positive,num_negative
tft-epoch=epoch=00-diracc=val_dir_acc=0.6077,0,val_dir_acc,0.6077,5.637052059173584,1.8161147832870483,-0.0010845661163330078,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.0,0.5524861878453038,72.92817679558011,23.756906077348066,0.00875204149633646,0.16317419707775116,100.0,0
tft-epoch=epoch=01-diracc=val_dir_acc=0.6077,1,val_dir_acc,0.6077,5.634004592895508,1.8170520067214966,-0.0005433559417724609,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.5524861878453038,8.83977900552486,77.34806629834254,10.497237569060774,0.010365976020693779,0.14329782128334045,100.0,0
tft-epoch=epoch=02-diracc=val_dir_acc=0.6077,2,val_dir_acc,0.6077,5.639812469482422,1.8184106349945068,-0.0015747547149658203,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.5524861878453038,0.0,81.21546961325967,15.469613259668508,0.008100374601781368,0.12822683155536652,100.0,0
tft-epoch=epoch=03-composite=val_composite=0.5241,3,,,5.673929214477539,1.8274071216583252,-0.007633566856384277,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.5524861878453038,0.0,81.76795580110497,14.917127071823206,0.00835853535681963,0.0338556133210659,100.0,0
tft-epoch=epoch=04-diracc=val_dir_acc=0.6077,4,val_dir_acc,0.6077,5.654064178466797,1.8217778205871582,-0.004105687141418457,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.5524861878453038,0.0,86.1878453038674,10.497237569060774,0.009582734666764736,0.09568715840578079,100.0,0
tft-epoch=epoch=05-diracc=val_dir_acc=0.6077,5,val_dir_acc,0.6077,5.657040596008301,1.8223880529403687,-0.004634261131286621,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.0,0.0,85.0828729281768,12.154696132596685,0.010274870321154594,0.09050582349300385,100.0,0
tft-epoch=epoch=06-sharpe=val_sharpe=83.8782,6,val_sharpe,83.8782,5.640251636505127,1.815876841545105,-0.0016527175903320312,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.0,0.0,87.29281767955801,9.94475138121547,0.011044204235076904,0.15979400277137756,100.0,0
tft-epoch=epoch=07-sharpe=val_sharpe=79.2973,7,val_sharpe,79.2973,5.642947673797607,1.8172919750213623,-0.0021315813064575195,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.0,0.0,88.95027624309392,8.287292817679557,0.010895493440330029,0.14488531649112701,100.0,0
tft-epoch=epoch=08-sharpe=val_sharpe=80.3473,8,val_sharpe,80.3473,5.640291213989258,1.8162659406661987,-0.0016597509384155273,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.5524861878453038,4.972375690607735,87.29281767955801,4.41988950276243,0.013504603877663612,0.15253190696239471,100.0,0
tft-epoch=epoch=11-sharpe=val_sharpe=89.6978,11,val_sharpe,89.6978,5.635531902313232,1.8119617700576782,-0.0008145570755004883,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.5524861878453038,13.259668508287293,71.8232044198895,11.602209944751381,0.03190796822309494,0.18133287131786346,100.0,0
tft-epoch=epoch=12-sharpe=val_sharpe=71.9232,12,val_sharpe,71.9232,5.635556697845459,1.8121342658996582,-0.0008189678192138672,0.5524861878453039,0.7449014508468698,0.48023295402526855,-0.18429210782051086,2.7624309392265194,0.5524861878453038,30.386740331491712,66.29834254143645,0.0,0.0453641451895237,0.1668223738670349,100.0,0
tft-epoch=epoch=19-composite=val_composite=0.4924,19,,,5.6583757400512695,1.8139535188674927,-0.004871487617492676,0.574585635359116,1.029784688635861,0.3973708152770996,-0.10144822299480438,15.469613259668508,9.392265193370166,51.93370165745856,19.337016574585636,3.867403314917127,0.1313776671886444,0.10056304186582565,60.22099447513812,72
tft-epoch=epoch=21-composite=val_composite=0.4991,21,,,5.659757137298584,1.812677025794983,-0.005116701126098633,0.56353591160221,0.8667801192910403,0.3309234380722046,-0.10144833475351334,20.994475138121548,6.077348066298343,50.82872928176796,14.917127071823206,7.18232044198895,0.13296931982040405,0.09115012735128403,61.32596685082873,70
tft-epoch=epoch=22-composite=val_composite=0.4902,22,,,5.672465801239014,1.8159410953521729,-0.007373690605163574,0.5580110497237569,0.8856869917526976,0.3314002752304077,-0.1014484316110611,19.337016574585636,6.629834254143646,63.53591160220995,6.077348066298343,4.41988950276243,0.1503244936466217,0.0841018483042717,58.5635359116022,75
tft-epoch=epoch=34-valloss=val_loss=1.0882,34,val_loss,1.0882,5.6875433921813965,1.8294917345046997,-0.010051250457763672,0.5193370165745856,0.815564897425754,0.27773725986480713,-0.10144827514886856,31.491712707182316,13.259668508287293,50.82872928176796,2.209944751381215,2.209944751381215,0.11864841729402542,0.03101925738155842,50.27624309392266,90
