train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,train_loss_epoch
0.9611111283302307,0,49,,,,,,
,0,93,0.9349978566169739,1.6220109462738037,0.731306254863739,0.9957143068313599,3823.51416015625,
,0,93,,,,,,1.0497767925262451
0.9474191665649414,1,99,,,,,,
0.9172375202178955,1,149,,,,,,
,1,187,0.7482981085777283,1.509003758430481,0.7681524753570557,1.027549386024475,12217.2783203125,
,1,187,,,,,,0.9007121920585632
0.7134280204772949,2,199,,,,,,
0.537274956703186,2,249,,,,,,
,2,281,0.5731688141822815,1.5355112552642822,0.7517093420028687,1.013318657875061,9972.404296875,
,2,281,,,,,,0.715657114982605
0.5212655067443848,3,299,,,,,,
0.624779462814331,3,349,,,,,,
,3,375,0.4862147569656372,1.6383579969406128,0.7251413464546204,0.9905164837837219,5108.72021484375,
,3,375,,,,,,0.5703720450401306
0.5791575312614441,4,399,,,,,,
0.3784673810005188,4,449,,,,,,
,4,469,0.46258601546287537,1.6955314874649048,0.7198781371116638,0.9857829809188843,3641.090087890625,
,4,469,,,,,,0.49818798899650574
0.5657443404197693,5,499,,,,,,
0.5464482307434082,5,549,,,,,,
,5,563,0.4539162814617157,1.842350721359253,0.7102283835411072,0.9769309163093567,1822.593017578125,
,5,563,,,,,,0.47519731521606445
0.5154826641082764,6,599,,,,,,
0.5132671594619751,6,649,,,,,,
,6,657,0.4509512484073639,1.953918695449829,0.711661159992218,0.9782821536064148,459.6470947265625,
,6,657,,,,,,0.4631843864917755
0.402777761220932,7,699,,,,,,
0.5368144512176514,7,749,,,,,,
,7,751,0.4499894976615906,1.9569114446640015,0.7116847038269043,0.9783172607421875,254.55035400390625,
,7,751,,,,,,0.4582005441188812
0.3457765579223633,8,799,,,,,,
,8,845,0.4491357207298279,1.706552505493164,0.7087525129318237,0.9754070043563843,3919.1201171875,
,8,845,,,,,,0.45658808946609497
0.5006137490272522,9,849,,,,,,
0.4213486909866333,9,899,,,,,,
,9,939,0.44885459542274475,1.7504431009292603,0.7090569734573364,0.975771427154541,3124.36962890625,
,9,939,,,,,,0.45628875494003296
0.42454051971435547,10,949,,,,,,
0.39737236499786377,10,999,,,,,,
,10,1033,0.448286235332489,1.7203443050384521,0.7088139653205872,0.9754835963249207,3601.265625,
,10,1033,,,,,,0.4546787142753601
0.4003298878669739,11,1049,,,,,,
0.4439772665500641,11,1099,,,,,,
,11,1127,0.44798561930656433,1.6778439283370972,0.7085162997245789,0.975130021572113,4490.9697265625,
,11,1127,,,,,,0.45541998744010925
0.4319264888763428,12,1149,,,,,,
0.5163411498069763,12,1199,,,,,,
,12,1221,0.4478783905506134,1.722043752670288,0.708789050579071,0.9754542708396912,3672.85302734375,
,12,1221,,,,,,0.45322832465171814
0.3928423225879669,13,1249,,,,,,
0.5630741119384766,13,1299,,,,,,
,13,1315,0.44750508666038513,1.7499666213989258,0.7089154124259949,0.9756041169166565,2886.052001953125,
,13,1315,,,,,,0.453608900308609
0.5193804502487183,14,1349,,,,,,
0.4369361996650696,14,1399,,,,,,
,14,1409,0.44570040702819824,1.689529299736023,0.7083815336227417,0.9750295877456665,3979.51171875,
,14,1409,,,,,,0.45332562923431396
0.3954271674156189,15,1449,,,,,,
0.39349478483200073,15,1499,,,,,,
,15,1503,0.4441918730735779,1.7742174863815308,0.7085489630699158,0.9754436016082764,2243.191650390625,
,15,1503,,,,,,0.4505128562450409
0.48714518547058105,16,1549,,,,,,
,16,1597,0.44067317247390747,1.7267231941223145,0.7078474164009094,0.9747524857521057,2959.88720703125,
,16,1597,,,,,,0.4493257701396942
0.47531238198280334,17,1599,,,,,,
0.37428176403045654,17,1649,,,,,,
,17,1691,0.43675482273101807,1.7741550207138062,0.7081373333930969,0.9751483201980591,2100.663330078125,
,17,1691,,,,,,0.44650718569755554
0.5896734595298767,18,1699,,,,,,
0.3954910635948181,18,1749,,,,,,
,18,1785,0.4318135380744934,1.870315432548523,0.7110828757286072,0.9779301285743713,735.741455078125,
,18,1785,,,,,,0.4454721510410309
0.49314749240875244,19,1799,,,,,,
