experiment_name,phase,evaluation_type,hidden_size,dropout,learning_rate,best_val_loss,total_epochs,early_stopped,checkpoint_selected,checkpoint_epoch,n_folds,fold_years,test_mse,test_rmse,test_mae,test_r2,dir_acc,sharpe_ratio,auc_roc,alpha,precision,recall,f1_score,hit_rate,num_trades,dir_acc_std,sharpe_std,healthy_pct_std,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,problematic_pct,has_any_collapse,has_strong_collapse,has_degradation,has_unidirectional,pred_std,num_unique,pct_positive,pct_negative,num_negative,composite_score,evaluated,collapsed
exp001_baseline,00_baseline_exploration,standard,32,0.15,0.001,0.39423084259033203,48,True,default,34.0,,,1.176902174949646,1.0848512649536133,0.7738154530525208,-0.00011909008026123047,0.5265625,0.7697217541762329,0.5018913034406749,-0.12207865715026855,0.5336658354114713,0.9344978165938864,0.6793650793650793,0.5015625,1203.0,,,,30.234375000000004,7.03125,62.734375,0.0,0.0,69.765625,False,False,True,True,0.067879,1280.0,93.984375,6.015625,77.0,0.5284538034406749,True,False
exp002_small,00_baseline_exploration,standard,16,0.15,0.001,0.40068119764328003,51,True,default,47.0,,,1.1725597381591797,1.0828479528427124,0.7709203958511353,0.003571033477783203,0.5375,0.9489821276181274,0.5227950543826447,0.08257424831390381,0.5436179981634527,0.8617176128093159,0.6666666666666666,0.4625,1089.0,,,,43.4375,5.390625,51.171875,0.0,0.0,56.5625,False,False,True,True,0.069927,1280.0,85.078125,14.921875000000002,191.0,0.5602950543826447,True,False
exp003_large,00_baseline_exploration,standard,64,0.15,0.001,0.3922594487667084,43,True,default,31.0,,,1.1891038417816162,1.0904604196548462,0.7764203548431396,-0.010487914085388184,0.51484375,0.5491898593321413,0.48869513563137135,-0.45579659938812256,0.5275,0.9213973799126638,0.670906200317965,0.49453125,1200.0,,,,13.359375000000002,16.71875,69.921875,0.0,0.0,86.640625,False,False,True,True,0.07009,1280.0,93.75,6.25,80.0,0.5035388856313714,True,False
exp004_attn1,00_baseline_exploration,standard,32,0.15,0.001,0.393707275390625,38,True,default,27.0,,,1.1753171682357788,1.084120512008667,0.7732990980148315,0.0012277960777282715,0.5328125,0.7652061596652693,0.49169962026652525,-0.12394702434539795,0.5358004827031375,0.9694323144104804,0.6901554404145077,0.5203125,1243.0,,,,31.5625,4.84375,63.59375000000001,0.0,0.0,68.4375,False,False,True,True,0.05508,1280.0,97.109375,2.890625,37.0,0.5245121202665253,True,False
exp005_attn4,00_baseline_exploration,standard,32,0.15,0.001,0.3964081406593323,40,True,default,26.0,,,1.17354154586792,1.0833011865615845,0.7731990814208984,0.002736687660217285,0.5265625,0.9715244996085568,0.5201293106622384,0.006970643997192383,0.5473684210526316,0.6812227074235808,0.6070038910505836,0.365625,855.0,,,,51.87500000000001,17.578125,28.281250000000004,2.265625,0.0,48.125,True,False,True,True,0.068749,1280.0,66.796875,33.203125,425.0,0.5466918106622385,True,False
exp006_monthly,00_baseline_exploration,standard,32,0.15,0.001,1.720292091369629,74,True,default,62.0,,,21.161169052124023,4.600127220153809,3.790424346923828,-0.0019049644470214844,0.6274509803921569,3.274471076839194,0.5657894736842106,0.0,0.6274509803921569,1.0,0.7710843373493976,0.6274509803921569,51.0,,,,58.82352941176471,0.0,41.17647058823529,0.0,0.0,41.17647058823529,False,False,False,True,0.016072,51.0,100.0,0.0,0.0,0.6932404540763675,True,True
sweep2_combo1,00_baseline_exploration,standard,12,0.2,0.0004,0.3973938226699829,100,False,default,95.0,,,1.1638619899749756,1.0788244009017944,0.7693415284156799,0.0025281310081481934,0.530952380952381,0.7907138457755453,0.5025597269624573,-0.09614408016204834,0.5333869670152857,0.983679525222552,0.6917057902973396,0.5261904761904762,1243.0,,,,9.841269841269842,1.507936507936508,85.79365079365078,1.8253968253968256,1.0317460317460316,90.15873015873015,True,True,True,True,0.035913,1260.0,98.65079365079364,1.3492063492063493,17.0,0.5335121079148383,True,True
sweep2_combo2,00_baseline_exploration,standard,10,0.15,0.0005,0.402525395154953,91,True,default,83.0,,,1.1802077293395996,1.0863736867904663,0.7752647995948792,0.0027393698692321777,0.5338582677165354,0.9090400093512463,0.5047858276703323,0.08326244354248047,0.5453597497393118,0.7702503681885126,0.6385836385836386,0.41181102362204725,959.0,,,,44.960629921259844,9.84251968503937,40.94488188976378,1.574803149606299,2.677165354330709,55.039370078740156,True,True,True,True,0.046706,1270.0,75.51181102362204,24.488188976377952,311.0,0.5386440953868677,True,True
sweep2_combo3,00_baseline_exploration,standard,18,0.25,0.0003,0.3973490297794342,100,False,default,97.0,,,1.1812355518341064,1.0868465900421143,0.7753164172172546,0.0018708109855651855,0.5346456692913386,0.7914648875824186,0.4697213230365148,0.0,0.5346456692913386,1.0,0.6967675731144177,0.5346456692913386,1270.0,,,,2.3622047244094486,0.0,76.69291338582677,6.6141732283464565,14.330708661417324,97.63779527559055,True,True,False,True,0.031594,1270.0,100.0,0.0,0.0,0.5043669923278534,True,True
sweep2_h16_drop_0.05,00_baseline_exploration,standard,16,0.05,0.0005,0.4024626612663269,58,True,default,40.0,,,1.1721553802490234,1.0826612710952759,0.772081732749939,0.00391465425491333,0.5296875,0.8048062877928472,0.5231853428278975,-0.20713531970977783,0.544689800210305,0.7540029112081513,0.6324786324786325,0.4046875,951.0,,,,61.64062500000001,14.609375,21.5625,2.1875,0.0,38.359375,True,False,True,True,0.06868,1280.0,74.296875,25.703125,329.0,0.5528728428278975,True,False
sweep2_h16_drop_0.1,00_baseline_exploration,standard,16,0.1,0.0005,0.4031470715999603,58,True,default,47.0,,,1.171387791633606,1.0823067426681519,0.7713769674301147,0.004566967487335205,0.5359375,0.8790067345516318,0.5287230203907303,-0.05672872066497803,0.5432558139534883,0.8500727802037845,0.6628830874006809,0.45625,1075.0,,,,48.203125,11.328125,37.65625,2.8125,0.0,51.796875,True,False,True,True,0.056025,1280.0,83.984375,16.015625,205.0,0.5646605203907302,True,False
sweep2_h16_drop_0.15,00_baseline_exploration,standard,16,0.15,0.0005,0.4029621183872223,59,True,default,55.0,,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,0.531005839598813,0.06334328651428223,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.43203125,1001.0,,,,45.3125,16.015625,35.9375,2.734375,0.0,54.6875,True,False,True,True,0.047946,1280.0,78.203125,21.796875,279.0,0.576318339598813,True,True
sweep2_h16_drop_0.2,00_baseline_exploration,standard,16,0.2,0.0005,0.4028061330318451,58,True,default,45.0,,,1.1733239889144897,1.0832008123397827,0.7720001935958862,0.002921581268310547,0.5390625,0.9905456091306027,0.5184503339543584,0.16235268115997314,0.5427312775330396,0.8966521106259098,0.6761800219538968,0.48125,1135.0,,,,37.265625,8.125,51.40625,3.2031249999999996,0.0,62.734375,True,False,True,True,0.038264,1280.0,88.671875,11.328125,145.0,0.5575128339543584,True,True
sweep2_h16_drop_0.25,00_baseline_exploration,standard,16,0.25,0.0005,0.4023403227329254,58,True,default,50.0,,,1.1733026504516602,1.08319091796875,0.7719786763191223,0.0029397010803222656,0.5390625,0.9279255765251542,0.5087078506888959,0.11414587497711182,0.5399176954732511,0.9548762736535662,0.6898002103049422,0.5125,1215.0,,,,20.859375,2.734375,72.265625,2.03125,2.109375,79.140625,True,True,True,True,0.029732,1279.0,94.921875,5.078125,65.0,0.5477703506888959,True,True
sweep2_h16_drop_0.3,00_baseline_exploration,standard,16,0.3,0.0005,0.39969533681869507,81,True,default,61.0,,,1.1724140644073486,1.0827807188034058,0.7725491523742676,0.003694891929626465,0.54375,1.0389086801670389,0.509914308367146,0.2707308530807495,0.5460232350312779,0.8893740902474527,0.6766334440753046,0.47734375,1119.0,,,,44.375,2.8125,50.546875,2.265625,0.0,55.625,True,False,True,True,0.045201,1279.0,87.421875,12.578125000000002,161.0,0.553664308367146,True,True
sweep2_h16_enc_15,00_baseline_exploration,standard,16,0.15,0.0005,0.4031449556350708,56,True,default,39.0,,,1.1698912382125854,1.0816150903701782,0.7701097726821899,0.0032464265823364258,0.5346303501945525,0.967535639693957,0.5368018511752528,0.050932884216308594,0.5425925925925926,0.8492753623188406,0.6621468926553673,0.45603112840466925,1080.0,,,,42.023346303501945,11.828793774319065,42.72373540856031,3.268482490272374,0.1556420233463035,57.976653696498055,True,True,True,True,0.043228,1285.0,84.04669260700389,15.953307392996107,205.0,0.5714322013698053,True,True
sweep2_h16_enc_20,00_baseline_exploration,standard,16,0.15,0.0005,0.4029621183872223,59,True,default,55.0,,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,0.531005839598813,0.06334328651428223,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.43203125,1001.0,,,,45.3125,16.015625,35.9375,2.734375,0.0,54.6875,True,False,True,True,0.047946,1280.0,78.203125,21.796875,279.0,0.576318339598813,True,True
sweep2_h16_enc_30,00_baseline_exploration,standard,16,0.15,0.0005,0.40314075350761414,68,True,default,55.0,,,1.1786977052688599,1.0856784582138062,0.774669349193573,0.0040152668952941895,0.5299212598425197,0.8337530357328016,0.5180804856350412,-0.09370684623718262,0.545054945054945,0.7304860088365243,0.6242920075519194,0.3905511811023622,910.0,,,,60.39370078740157,13.779527559055119,25.826771653543307,0.0,0.0,39.60629921259843,False,False,True,True,0.060794,1270.0,71.65354330708661,28.346456692913385,360.0,0.5480017454775609,True,False
sweep2_h16_enc_40,00_baseline_exploration,standard,16,0.15,0.0005,0.4052792489528656,59,True,default,56.0,,,1.162594199180603,1.0782365798950195,0.7685431838035583,0.003614664077758789,0.5333333333333333,0.9159910491167349,0.5174218409779119,0.09159672260284424,0.5354200988467874,0.9643916913946587,0.6885593220338981,0.5158730158730159,1214.0,,,,24.206349206349206,1.6666666666666667,70.23809523809523,2.4603174603174605,1.4285714285714286,75.79365079365078,True,True,True,True,0.03565,1259.0,96.34920634920636,3.650793650793651,46.0,0.5507551743112452,True,True
sweep2_h16_enc_50,00_baseline_exploration,standard,16,0.15,0.0005,0.40346384048461914,66,True,default,57.0,,,1.159854531288147,1.0769654512405396,0.7665221691131592,0.0028074979782104492,0.5352,0.8757427778235402,0.49489308933363174,0.017283916473388672,0.5353130016051364,0.9970104633781763,0.6966057441253263,0.5336,1246.0,,,,7.199999999999999,0.0,90.56,2.2399999999999998,0.0,92.8,True,False,False,True,0.045797,1249.0,99.68,0.32,4.0,0.5300930893336318,True,True
sweep2_h16_enc_60,00_baseline_exploration,standard,16,0.15,0.0005,0.40536612272262573,54,True,default,49.0,,,1.1578233242034912,1.0760220289230347,0.7633564472198486,0.004652082920074463,0.5403225806451613,0.9913182951344301,0.5278875920348058,0.22318017482757568,0.5392976588628763,0.9713855421686747,0.6935483870967742,0.5201612903225806,1196.0,,,,34.193548387096776,1.0483870967741937,63.2258064516129,1.532258064516129,0.0,65.80645161290322,True,False,True,True,0.036634,1240.0,96.45161290322581,3.5483870967741935,44.0,0.5682101726799671,True,True
sweep2_h16_lr_0.0002,00_baseline_exploration,standard,16,0.15,0.0002,0.4037674069404602,100,False,default,98.0,,,1.1729071140289307,1.0830084085464478,0.7718166708946228,0.0032758712768554688,0.534375,0.9944035985319261,0.5343367919271658,0.11245262622833252,0.5432921027592769,0.8311499272197962,0.6570771001150747,0.44609375,1051.0,,,,46.40625,12.1875,38.59375,2.8125,0.0,53.59375,True,False,True,True,0.044027,1280.0,82.109375,17.890625,229.0,0.5687117919271658,True,True
sweep2_h16_lr_0.0003,00_baseline_exploration,standard,16,0.15,0.0003,0.4034959673881531,81,True,default,69.0,,,1.1724979877471924,1.0828194618225098,0.7712967395782471,0.0036235451698303223,0.5375,0.9702908395193295,0.5355812965922173,0.11433088779449463,0.543064369900272,0.8719068413391557,0.6692737430167598,0.46796875,1103.0,,,,33.59375,10.0,53.59374999999999,2.8125,0.0,66.40625,True,False,True,True,0.044098,1280.0,86.171875,13.828125,177.0,0.5730812965922173,True,True
sweep2_h16_lr_0.0004,00_baseline_exploration,standard,16,0.15,0.0004,0.40401941537857056,58,True,default,47.0,,,1.1723554134368896,1.0827536582946777,0.7721511125564575,0.003744661808013916,0.5328125,0.8848522644322627,0.5242666136463496,-0.04734838008880615,0.5413953488372093,0.8471615720524017,0.6606129398410896,0.4546875,1075.0,,,,45.390625,14.296875,36.40625,1.171875,2.734375,54.609375,True,True,True,True,0.042996,1278.0,83.984375,16.015625,205.0,0.5570791136463497,True,True
sweep2_h16_lr_0.0005,00_baseline_exploration,standard,16,0.15,0.0005,0.4029621183872223,59,True,default,55.0,,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,0.531005839598813,0.06334328651428223,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.43203125,1001.0,,,,45.3125,16.015625,35.9375,2.734375,0.0,54.6875,True,False,True,True,0.047946,1280.0,78.203125,21.796875,279.0,0.576318339598813,True,True
sweep2_h16_lr_0.0006,00_baseline_exploration,standard,16,0.15,0.0006,0.40242594480514526,51,True,default,40.0,,,1.1727921962738037,1.0829553604125977,0.7711097002029419,0.003373444080352783,0.53515625,0.8763055269443439,0.5279989003193493,0.03693675994873047,0.5383973288814691,0.9388646288209607,0.6843501326259946,0.50390625,1198.0,,,,33.125,5.625,59.68750000000001,1.5625,0.0,66.875,True,False,True,True,0.050334,1279.0,93.59375,6.406249999999999,82.0,0.5631551503193493,True,False
sweep2_h16_lr_0.0007,00_baseline_exploration,standard,16,0.15,0.0007,0.4006896913051605,51,True,default,47.0,,,1.1722853183746338,1.08272123336792,0.7709378004074097,0.0038042664527893066,0.5328125,0.8752693257994593,0.5278049834188777,-0.018364310264587402,0.5396966993755575,0.8806404657933042,0.6692477876106195,0.47265625,1121.0,,,,35.546875,7.968749999999999,56.484375,0.0,0.0,64.453125,False,False,True,True,0.059277,1280.0,87.578125,12.421875,159.0,0.5606174834188777,True,False
sweep2_h16_lr_0.0008,00_baseline_exploration,standard,16,0.15,0.0008,0.3998205363750458,51,True,default,44.0,,,1.172728180885315,1.082925796508789,0.7708621025085449,0.0034279227256774902,0.53515625,0.8964671555441348,0.5248004987837238,-0.007100701332092285,0.5421245421245421,0.8617176128093159,0.6655424395727937,0.4625,1092.0,,,,37.890625,6.09375,56.015625,0.0,0.0,62.109375,False,False,True,True,0.067919,1280.0,85.3125,14.6875,188.0,0.5599567487837238,True,False
sweep2_hidden_10,00_baseline_exploration,standard,10,0.15,0.0005,0.40175294876098633,74,True,default,63.0,,,1.173121452331543,1.083107352256775,0.7721077799797058,0.003093719482421875,0.54140625,0.8918177336623874,0.5169873659457376,0.015120506286621094,0.5445632798573975,0.8893740902474527,0.6755113322277502,0.47734375,1122.0,,,,36.640625,9.921875,34.21875,7.187499999999999,12.03125,63.359375,True,True,True,True,0.035356,1280.0,87.65625,12.34375,158.0,0.5583936159457376,True,True
sweep2_hidden_12,00_baseline_exploration,standard,12,0.15,0.0005,0.39306944608688354,100,False,default,96.0,,,1.1739801168441772,1.0835036039352417,0.7729639410972595,0.0023639798164367676,0.52265625,0.7600494001724063,0.5064765790113184,-0.13215863704681396,0.5325342465753424,0.9053857350800583,0.6706199460916441,0.4859375,1168.0,,,,23.125,8.90625,66.640625,0.390625,0.9375,76.875,True,True,True,True,0.04458,1280.0,91.25,8.75,112.0,0.5291328290113184,True,True
sweep2_hidden_14,00_baseline_exploration,standard,14,0.15,0.0005,0.39811307191848755,74,True,default,70.0,,,1.1776353120803833,1.0851891040802002,0.7743974328041077,-0.0007420778274536133,0.53203125,0.7791355605596145,0.47859181965237324,-0.10250687599182129,0.5360655737704918,0.9519650655021834,0.6858940744625066,0.5109375,1220.0,,,,33.046875,3.75,63.20312500000001,0.0,0.0,66.953125,False,False,True,True,0.058472,1280.0,95.3125,4.6875,60.0,0.5106230696523733,True,False
sweep2_hidden_16,00_baseline_exploration,standard,16,0.15,0.0005,0.4029621183872223,59,True,default,55.0,,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,0.531005839598813,0.06334328651428223,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.43203125,1001.0,,,,45.3125,16.015625,35.9375,2.734375,0.0,54.6875,True,False,True,True,0.047946,1280.0,78.203125,21.796875,279.0,0.576318339598813,True,True
sweep2_hidden_18,00_baseline_exploration,standard,18,0.15,0.0005,0.3950904905796051,71,True,default,60.0,,,1.174429178237915,1.083710789680481,0.7731541395187378,0.001982450485229492,0.53671875,0.8329736080938573,0.46659351826623563,0.0,0.53671875,1.0,0.6985256736146417,0.53671875,1280.0,,,,2.34375,0.0,76.09375,7.34375,14.21875,97.65625,True,True,False,True,0.027106,1280.0,100.0,0.0,0.0,0.5033122682662357,True,True
sweep2_hidden_20,00_baseline_exploration,standard,20,0.15,0.0005,0.39927801489830017,72,True,default,64.0,,,1.174564003944397,1.0837730169296265,0.7719663977622986,0.0018678903579711914,0.534375,0.7947284303504591,0.5110814917364399,-0.06455123424530029,0.5356303837118246,0.9956331877729258,0.6965376782077394,0.534375,1277.0,,,,6.484375000000001,0.546875,89.140625,3.125,0.703125,93.515625,True,True,True,True,0.04773,1280.0,99.765625,0.234375,3.0,0.54545649173644,True,True
sweep2_hidden_8,00_baseline_exploration,standard,8,0.15,0.0005,0.3989180624485016,100,False,default,95.0,,,1.1709707975387573,1.0821141004562378,0.7726625204086304,0.004921317100524902,0.53671875,0.8329736080938573,0.5079076366439121,0.0,0.53671875,1.0,0.6985256736146417,0.53671875,1280.0,,,,2.34375,0.0,93.828125,1.953125,1.875,97.65625,True,True,False,True,0.02331,1280.0,100.0,0.0,0.0,0.5446263866439122,True,True
sweep_baseline,00_baseline_exploration,standard,32,0.15,0.001,0.39423084259033203,48,True,default,34.0,,,1.176902174949646,1.0848512649536133,0.7738154530525208,-0.00011909008026123047,0.5265625,0.7697217541762329,0.5018913034406749,-0.12207865715026855,0.5336658354114713,0.9344978165938864,0.6793650793650793,0.5015625,1203.0,,,,30.234375000000004,7.03125,62.734375,0.0,0.0,69.765625,False,False,True,True,0.067879,1280.0,93.984375,6.015625,77.0,0.5284538034406749,True,False
sweep_combo1,00_baseline_exploration,standard,48,0.2,0.0005,0.4014270305633545,43,True,default,32.0,,,1.1581400632858276,1.0761691331863403,0.7649515271186829,0.0043798089027404785,0.5370967741935484,0.9287704098521615,0.5001856383868808,0.07521402835845947,0.5394736842105263,0.9262048192771084,0.6818181818181819,0.4959677419354839,1140.0,,,,32.822580645161295,10.0,56.048387096774185,1.129032258064516,0.0,67.17741935483869,True,False,True,True,0.041621,1240.0,91.93548387096774,8.064516129032258,100.0,0.5372824125804292,True,True
sweep_combo2,00_baseline_exploration,standard,64,0.15,0.0003,0.39505934715270996,75,True,default,61.0,,,1.1680206060409546,1.0807499885559082,0.771185040473938,-0.001035928726196289,0.5111111111111111,0.6219569398456505,0.4734330217437539,-0.35241448879241943,0.5244107744107744,0.9243323442136498,0.669172932330827,0.49444444444444446,1188.0,,,,21.904761904761905,15.873015873015872,60.55555555555555,1.6666666666666667,0.0,78.09523809523809,True,False,True,True,0.060107,1260.0,94.28571428571429,5.714285714285714,72.0,0.484544132854865,True,False
sweep_combo3,00_baseline_exploration,standard,32,0.25,0.0007,0.3960723280906677,65,True,default,54.0,,,1.1564135551452637,1.075366735458374,0.7640499472618103,0.005863964557647705,0.5379032258064517,0.9183669432610613,0.5012863955823292,0.10753834247589111,0.5376967688483845,0.9774096385542169,0.693746659540353,0.5233870967741936,1207.0,,,,15.645161290322582,6.774193548387098,77.58064516129032,0.0,0.0,84.35483870967742,False,False,True,True,0.053036,1240.0,97.33870967741936,2.661290322580645,33.0,0.5391896213887809,True,False
sweep_dropout_0.1,00_baseline_exploration,standard,32,0.1,0.0005,0.39688625931739807,45,True,default,41.0,,,1.1734645366668701,1.0832656621932983,0.7735373973846436,0.002802133560180664,0.52578125,0.7271325979315991,0.4928557577364252,-0.20016038417816162,0.5343642611683849,0.9053857350800583,0.6720691518098325,0.4859375,1164.0,,,,29.609375,15.156249999999998,50.07812499999999,5.15625,0.0,70.39062499999999,True,False,True,True,0.038631,1278.0,90.9375,9.0625,116.0,0.5186370077364252,True,True
sweep_dropout_0.15,00_baseline_exploration,standard,32,0.15,0.0005,0.3962550759315491,60,True,default,50.0,,,1.1732345819473267,1.0831595659255981,0.7738499641418457,0.00299757719039917,0.51484375,0.5934322537462989,0.4845713331909639,-0.3905428647994995,0.5308411214953271,0.826783114992722,0.6465566306203757,0.44375,1070.0,,,,27.265625,19.140625,50.9375,2.65625,0.0,72.734375,True,False,True,True,0.057631,1280.0,83.59375,16.40625,210.0,0.49941508319096395,True,False
sweep_dropout_0.2,00_baseline_exploration,standard,32,0.2,0.0005,0.3943096697330475,57,True,default,56.0,,,1.1712961196899414,1.0822643041610718,0.7726714015007019,0.004644870758056641,0.52890625,0.8316120343488611,0.5055339955963681,-0.037435173988342285,0.5367775831873906,0.8922852983988355,0.6703116457080371,0.47890625,1142.0,,,,31.171875,15.937499999999998,50.07812499999999,2.8125,0.0,68.82812499999999,True,False,True,True,0.046911,1280.0,89.21875,10.78125,138.0,0.5344402455963682,True,True
