experiment_name,phase,group,hidden_size,dropout,learning_rate,best_val_loss,total_epochs,early_stopped,test_mse,test_rmse,test_r2,dir_acc,sharpe_ratio,auc_roc,alpha,pred_std,num_unique,pct_positive,pct_negative,composite_score,collapsed,evaluated
sweep_stale_h20_drop0.35_lr5,01_staleness_features_fixed,sweep1,20,0.35,0.0005,0.17134356498718262,13,True,1.1781939268112183,1.0854464769363403,-0.001216888427734375,0.53671875,0.8329736080938573,0.46945072424280354,0.0,0.014835772277333755,1256.0,100.0,0.0,0.5061694742428036,True,True
sweep_stale_h22_drop0.15_lr3,01_staleness_features_fixed,sweep1,22,0.15,0.0003,0.12534207105636597,13,True,1.178257703781128,1.0854758024215698,-0.0012710094451904297,0.51484375,0.59003305035582,0.5070804215115209,-0.4170217514038086,0.03907963260423128,1272.0,81.875,18.125,0.5219241715115209,True,True
sweep_stale_h22_drop0.15_lr5,01_staleness_features_fixed,sweep1,22,0.15,0.0005,0.13299502432346344,12,True,1.18015456199646,1.0863492488861084,-0.0028829574584960938,0.5109375,0.7823652177406205,0.5065698554950895,-0.2564738988876343,0.04069108201380732,1271.0,65.546875,34.453125,0.5175073554950895,True,True
sweep_stale_h22_drop0.20_lr3,01_staleness_features_fixed,sweep1,22,0.2,0.0003,0.1254817396402359,13,True,1.178208351135254,1.0854530334472656,-0.0012290477752685547,0.5203125,0.6585712332622806,0.5074216170705783,-0.3191417455673218,0.039383922410846525,1274.0,86.640625,13.359375000000002,0.5277341170705783,True,True
sweep_stale_h22_drop0.20_lr5,01_staleness_features_fixed,sweep1,22,0.2,0.0005,0.13729502260684967,12,True,1.1793004274368286,1.0859559774398804,-0.0021570920944213867,0.509375,0.6666445778632687,0.5071712433509822,-0.3628174066543579,0.04073491676201675,1273.0,68.671875,31.328125,0.5165462433509822,True,True
sweep_stale_h22_drop0.25_lr3,01_staleness_features_fixed,sweep1,22,0.25,0.0003,0.12411234527826309,13,True,1.178210973739624,1.0854542255401611,-0.0012313127517700195,0.5296875,0.7161639575965391,0.5073430684526659,-0.20707190036773682,0.04009608263317266,1270.0,93.671875,6.328125,0.5370305684526658,True,True
sweep_stale_h22_drop0.25_lr5,01_staleness_features_fixed,sweep1,22,0.25,0.0005,0.14469027519226074,13,True,1.1785659790039062,1.0856177806854248,-0.0015330314636230469,0.51640625,0.5427402434627535,0.5069650532289618,-0.4775102138519287,0.03322770743791007,1272.0,80.15625,19.84375,0.5233713032289617,True,True
sweep_stale_h22_drop0.30_lr3,01_staleness_features_fixed,sweep1,22,0.3,0.0003,0.13205572962760925,13,True,1.1783233880996704,1.0855060815811157,-0.0013267993927001953,0.53203125,0.7760791160913906,0.5076744454344844,-0.13500535488128662,0.04071913801425949,1272.0,89.375,10.625,0.5397056954344843,True,True
sweep_stale_h22_drop0.30_lr5,01_staleness_features_fixed,sweep1,22,0.3,0.0005,0.1428627371788025,13,True,1.1782640218734741,1.085478663444519,-0.0012763738632202148,0.51953125,0.6239185782531935,0.5064127582592645,-0.3616495132446289,0.03277366324324653,1274.0,87.03125,12.968750000000002,0.5259440082592645,True,True
sweep_stale_h22_drop0.35_lr3,01_staleness_features_fixed,sweep1,22,0.35,0.0003,0.13287340104579926,14,True,1.178240180015564,1.0854676961898804,-0.001256108283996582,0.53671875,0.8329736080938573,0.5066852237776485,0.0,0.033632280538875965,1273.0,100.0,0.0,0.5434039737776485,True,True
sweep_stale_h22_drop0.35_lr5,01_staleness_features_fixed,sweep1,22,0.35,0.0005,0.13910800218582153,13,True,1.1780534982681274,1.0853817462921143,-0.0010974407196044922,0.5296875,0.7716639364613774,0.5070951493773795,-0.138788104057312,0.03269881657395811,1273.0,91.484375,8.515625,0.5367826493773795,True,True
sweep_stale_monthly_h16_drop0.25,01_staleness_features_fixed,sweep1,16,0.25,0.0005,2.7655229568481445,50,False,21.184709548950195,4.60268497467041,-0.003019571304321289,0.6274509803921569,3.274471076839194,0.4276315789473684,0.0,0.03602345136587016,51.0,100.0,0.0,0.5550825593395252,True,True
