Model,Training_Period,Test_Period,In_Sample_RMSE,Out_Sample_RMSE,Directional_Accuracy,Correlation,Sharpe_Ratio,AIC,BIC
"ARIMAX(3, 0, 3)",1991-01-25 to 2018-10-24,2018-10-25 to 2025-10-06,1.064340897077972,1.2606505184570505,0.5401038661281016,0.1720843582446099,1.5582988299031026,20558.674200224934,20633.957140384126
