experiment_name,period_type,n_periods,avg_entropy,std_entropy,min_entropy,max_entropy,avg_concentration,entropy_trend,top_timestep
00_baseline_exploration/sweep_lr_0.001,yearly,6,2.373480280240377,0.24214230787477653,2.1165645122528076,2.7789032459259033,0.06057569322486719,0.08617298262459895,0
00_baseline_exploration/sweep2_h16_lr_0.0005,yearly,6,2.8438319762547812,0.11271542459971141,2.619776964187622,2.9635798931121826,0.05098722564677397,0.02636596815926694,19
00_baseline_exploration/sweep2_h16_lr_0.0007,yearly,6,2.806462605794271,0.12805842211563115,2.554847240447998,2.943819522857666,0.050813731426994004,0.03104813439505445,19
00_baseline_exploration/sweep2_h16_drop_0.2,yearly,6,2.8496049642562866,0.10270746228443968,2.6530773639678955,2.9673221111297607,0.050534564380844436,0.025287457874842996,19
00_baseline_exploration/sweep2_h16_enc_40,yearly,6,3.563712159792582,0.10840761400680506,3.337214708328247,3.663694143295288,0.025245916098356247,0.005241591589791301,39
00_baseline_exploration/sweep2_hidden_20,yearly,6,2.8015617529551187,0.15657777171667955,2.49796462059021,2.9470598697662354,0.0656686828782161,0.048311560494559126,19
00_baseline_exploration/sweep2_h16_enc_30,yearly,6,3.268601338068644,0.10663863862765417,3.046628952026367,3.374612331390381,0.033781648303071656,0.014217785426548349,29
00_baseline_exploration/sweep2_h16_enc_15,yearly,6,2.555727481842041,0.09426979500536523,2.3801064491271973,2.672995090484619,0.0675332359969616,0.0253255299159459,14
00_baseline_exploration/sweep2_h16_drop_0.15,yearly,6,2.8438319762547812,0.11271542459971141,2.619776964187622,2.9635798931121826,0.05098722564677397,0.02636596815926694,19
00_baseline_exploration/sweep_hidden_64,yearly,6,2.7162214517593384,0.1423099550249927,2.4845337867736816,2.9019315242767334,0.05413448934753736,0.03770905222211551,19
00_baseline_exploration/sweep_dropout_0.15,yearly,6,2.717027028401693,0.0677547252462718,2.61856746673584,2.8196089267730713,0.06354356308778127,0.00826030458722789,0
00_baseline_exploration/sweep2_hidden_12,yearly,6,2.6373873949050903,0.19880461494743126,2.356114149093628,2.930697202682495,0.07716205529868603,-0.07698608807155048,19
00_baseline_exploration/sweep2_hidden_16,yearly,6,2.8438319762547812,0.11271542459971141,2.619776964187622,2.9635798931121826,0.05098722564677397,0.02636596815926694,19
00_baseline_exploration/sweep2_h16_lr_0.0008,yearly,6,2.806995471318563,0.13060977918573763,2.548511028289795,2.9452290534973145,0.05068629048764706,0.031140232086181684,19
00_baseline_exploration/sweep2_h16_drop_0.3,yearly,6,2.880005359649658,0.10097120195390194,2.6660594940185547,2.9712607860565186,0.05033591203391552,0.010750184740338847,19
00_baseline_exploration/sweep2_h16_lr_0.0002,yearly,6,2.8353060483932495,0.11203278693823253,2.6236796379089355,2.9632325172424316,0.051247638960679374,0.02976884160722997,19
00_baseline_exploration/sweep2_hidden_18,yearly,6,2.87348473072052,0.06161247661708638,2.7574031352996826,2.9565625190734863,0.053686983262499176,0.0028884138379777382,19
00_baseline_exploration/exp004_attn1,yearly,6,2.6143439213434854,0.14629148270190193,2.4262919425964355,2.864722967147827,0.052275050431489944,0.03276059968130913,19
00_baseline_exploration/sweep2_h16_lr_0.0003,yearly,6,2.8446985483169556,0.10331896842951402,2.6485962867736816,2.9616312980651855,0.05110416313012441,0.026876224790300763,19
00_baseline_exploration/exp002_small,yearly,6,2.8204500675201416,0.12179879807127081,2.5700252056121826,2.940681219100952,0.05060818915565809,0.020059980664934307,19
00_baseline_exploration/sweep2_h16_enc_20,yearly,6,2.8438319762547812,0.11271542459971141,2.619776964187622,2.9635798931121826,0.05098722564677397,0.02636596815926694,19
00_baseline_exploration/sweep_combo1,yearly,6,3.8790116707483926,0.04421156917258098,3.8071084022521973,3.9431612491607666,0.018292497843503952,-0.011890036719185978,59
00_baseline_exploration/sweep_encoder_20,yearly,6,2.717027028401693,0.0677547252462718,2.61856746673584,2.8196089267730713,0.06354356308778127,0.00826030458722789,0
00_baseline_exploration/sweep2_h16_enc_60,yearly,6,4.007749954859416,0.06002791655766171,3.913865089416504,4.064852237701416,0.016998450892666977,-0.01198955263410311,59
00_baseline_exploration/sweep_encoder_10,yearly,6,2.192684809366862,0.05179020310255697,2.117365837097168,2.281440019607544,0.10327609131733577,0.019400882720947362,0
00_baseline_exploration/sweep2_combo1,yearly,6,3.5860731999079385,0.03622115084528337,3.526200532913208,3.6344239711761475,0.02719896472990513,-0.009703765596662117,39
00_baseline_exploration/sweep2_hidden_8,yearly,6,2.88805623849233,0.05153267508576427,2.83010196685791,2.9673290252685547,0.05037202872335911,-0.01962344987051805,19
00_baseline_exploration/sweep_lr_0.0007,yearly,6,2.714244286219279,0.09746704624550906,2.5530149936676025,2.864360809326172,0.05743463026980559,0.023509393419538175,0
00_baseline_exploration/sweep_dropout_0.2,yearly,6,2.7305002212524414,0.16712517060959228,2.476818084716797,2.9400291442871094,0.06899164679149787,0.049132224491664454,0
00_baseline_exploration/sweep_hidden_16,yearly,6,2.8438319762547812,0.11271542459971141,2.619776964187622,2.9635798931121826,0.05098722564677397,0.02636596815926694,19
00_baseline_exploration/sweep2_h16_lr_0.0004,yearly,6,2.7962782780329385,0.12657241938763342,2.582423448562622,2.9537320137023926,0.05090571070710818,0.04250296865190771,19
00_baseline_exploration/sweep_lr_0.0003,yearly,6,2.659117897351583,0.10811121162389074,2.5035455226898193,2.829627513885498,0.06663832378884156,0.028060960769653275,0
00_baseline_exploration/sweep2_h16_lr_0.0006,yearly,6,2.8195363680521646,0.12409412969187289,2.5799574851989746,2.956671953201294,0.05097861712177595,0.032592051369803345,19
00_baseline_exploration/sweep2_h16_drop_0.05,yearly,6,2.7755518356959024,0.13997093278229977,2.5077290534973145,2.919240713119507,0.053453126922249794,0.04009093557085312,19
00_baseline_exploration/exp006_monthly,yearly,5,2.483024263381958,0.0010382019480768658,2.481170892715454,2.483931541442871,0.0835591971874237,-0.0003064393997195972,0
